"subject_id","X0__0","X1__0","X2__0","X3__0","X4__0","X0__1","X1__1","X2__1","X3__1","X4__1","X0__2","X1__2","X2__2","X3__2","X4__2","X0__3","X1__3","X2__3","X3__3","X4__3","X0__4","X1__4","X2__4","X3__4","X4__4","X0__5","X1__5","X2__5","X3__5","X4__5","X0__6","X1__6","X2__6","X3__6","X4__6","X0__7","X1__7","X2__7","X3__7","X4__7","X0__8","X1__8","X2__8","X3__8","X4__8","X0__9","X1__9","X2__9","X3__9","X4__9","X0__10","X1__10","X2__10","X3__10","X4__10"
"13","a","c","a","a","b","a","c","c","b","a","a","c","b","b","a","a","c","c","a","a","a","a","c","c","a","a","b","b","b","a","a","b","c","b","a","c","c","b","a","a","a","c","a","a","c","c","c","c","c","a","a","c","a","b","a"
"14","a","c","a","a","b","b","c","c","a","a","a","b","b","c","a","c","a","b","a","a","b","c","b","c","a","a","b","b","b","a","a","c","a","b","c","a","c","c","b","c","a","c","b","b","c","c","a","c","b","b","c","a","c","b","a"
"15","a","c","c","a","a","c","c","c","a","a","b","c","c","b","c","a","c","b","b","c","a","b","a","b","c","a","c","c","a","c","a","b","b","c","c","a","a","b","b","a","b","a","c","b","a","c","a","c","b","a","b","c","c","a","a"
"16","a","c","b","b","c","a","a","a","b","b","a","a","c","b","b","c","b","c","b","b","c","c","c","a","b","a","c","c","a","a","c","c","c","c","a","a","c","b","a","a","a","c","b","a","a","a","a","b","c","a","a","a","a","b","a"
"17","a","c","c","a","c","a","b","b","c","c","c","a","a","b","a","c","c","c","b","c","b","c","c","b","c","c","c","a","b","c","b","a","c","b","b","c","a","a","b","b","a","a","c","b","b","b","a","c","a","b","c","a","c","a","b"
"18","b","b","c","c","c","c","c","c","c","c","c","b","a","c","c","c","c","c","a","c","c","b","c","c","a","c","b","c","a","c","a","b","c","c","c","a","a","b","c","a","b","a","c","b","a","c","a","c","b","a","b","b","b","a","c"
"19","a","b","c","a","b","a","b","c","c","a","a","c","c","a","a","c","a","c","c","a","c","a","c","b","a","c","a","c","b","a","b","a","c","b","a","c","c","a","b","a","b","c","b","b","a","a","c","a","b","a","a","a","c","b","a"
"20","b","b","c","b","c","c","c","c","b","c","a","c","a","b","c","a","c","c","b","c","c","c","c","a","c","b","a","c","c","b","c","a","c","b","a","c","a","c","a","a","c","a","c","b","a","a","b","b","b","c","a","b","b","b","c"
"21","b","a","b","b","c","c","b","c","b","b","b","c","b","b","b","c","c","b","b","a","a","c","b","b","a","a","c","b","b","c","a","c","b","b","c","a","c","c","b","c","b","c","c","b","c","b","c","c","b","c","c","c","a","a","c"
"22","a","c","b","b","c","a","c","b","b","c","a","c","b","b","c","a","c","b","b","c","a","c","c","b","b","c","c","c","b","b","c","c","c","a","c","b","c","c","b","c","b","a","c","a","b","c","b","c","c","b","a","b","a","b","b"
"23","a","c","b","a","b","a","c","b","c","b","a","c","b","b","b","a","c","b","a","b","a","a","c","a","a","a","c","b","b","a","a","c","b","a","a","a","a","a","c","a","a","c","c","a","a","c","a","c","c","a","b","b","b","b","a"
"24","a","b","c","a","c","a","b","c","b","b","b","c","c","a","b","b","c","c","a","a","a","a","c","b","a","b","c","c","a","a","c","c","c","c","a","a","c","c","b","a","b","c","a","a","a","c","b","c","c","c","b","b","c","a","c"
"25","a","c","b","a","b","a","c","b","a","a","a","c","b","c","a","a","c","a","c","a","b","c","b","c","a","a","a","c","a","a","a","a","a","c","a","b","a","c","a","a","c","b","c","c","c","c","a","c","c","a","c","a","c","a","a"
"26","a","c","b","b","c","a","a","b","b","b","c","c","c","b","a","a","c","c","b","c","c","c","c","a","c","b","c","c","a","a","b","c","b","c","a","c","c","b","a","c","b","c","b","c","b","b","c","c","b","b","c","a","c","b","b"
"27","a","b","a","c","c","a","a","c","b","a","a","b","c","a","a","b","a","c","b","a","c","a","b","a","a","c","a","a","c","a","c","a","b","b","a","b","c","b","b","a","c","c","b","a","a","c","b","a","b","a","c","b","a","b","a"
"28","a","b","c","b","c","c","b","c","b","c","a","b","c","b","c","a","b","c","b","c","c","c","c","b","c","b","c","b","b","b","c","a","c","a","a","c","a","c","c","a","c","a","c","c","a","b","b","a","b","a","c","a","c","a","a"
"29","a","c","c","c","a","a","c","c","c","a","a","c","c","b","a","a","b","c","b","a","c","a","c","a","a","a","b","c","c","a","c","a","c","a","a","b","b","c","c","a","b","b","b","a","a","c","c","c","c","a","b","b","a","a","b"
"30","a","b","c","c","c","b","c","c","a","c","b","c","c","c","c","c","a","c","c","b","a","a","b","c","c","c","b","b","a","c","b","c","b","c","c","c","c","c","b","c","a","b","c","b","b","a","c","c","b","b","a","a","c","b","b"
"31","a","b","c","c","b","b","a","c","b","a","a","a","c","b","a","a","a","c","b","a","a","a","b","b","a","b","b","a","b","a","a","b","b","a","c","b","c","c","b","b","c","c","b","b","b","c","c","b","b","b","b","c","a","a","c"
"32","a","c","c","a","b","a","c","c","c","a","b","b","c","b","a","c","a","a","b","a","a","a","b","a","a","a","b","b","a","a","a","a","a","c","a","c","a","c","a","a","c","b","c","c","a","c","a","c","b","a","a","a","c","a","a"
"33","b","a","a","c","c","c","c","c","b","c","c","c","c","b","c","a","c","c","a","c","a","c","c","c","c","a","c","b","a","c","a","b","c","c","c","a","c","c","c","a","a","c","c","a","a","c","c","c","c","a","a","c","c","b","a"
"34","a","b","c","c","a","a","a","c","b","a","a","c","c","b","c","c","c","b","b","b","a","a","b","b","b","b","c","b","b","b","c","b","b","b","a","a","a","c","b","a","c","a","c","b","a","b","b","c","a","a","c","c","a","b","a"
"35","a","b","c","b","c","a","a","b","b","c","b","c","b","a","c","c","c","a","c","c","a","c","c","b","a","a","c","c","b","a","a","c","c","a","a","a","c","b","b","a","b","c","b","a","a","a","c","b","c","a","a","c","b","b","a"
"36","a","c","c","c","c","a","c","c","c","c","a","c","a","b","c","c","c","c","a","c","a","c","b","c","a","a","a","b","c","a","a","a","b","b","a","c","a","a","b","a","c","a","b","b","a","c","a","a","b","a","c","a","c","b","a"
"37","b","a","a","a","c","b","c","c","c","c","c","c","c","a","c","b","c","b","c","c","a","a","a","b","b","a","a","a","b","b","a","a","c","a","b","a","a","c","c","b","a","a","b","b","b","a","a","b","b","b","c","b","c","a","c"
"38","a","b","c","c","a","b","b","b","a","c","b","b","a","b","a","c","c","a","b","a","a","b","a","b","a","a","a","c","b","a","a","a","c","a","a","a","a","b","c","a","c","b","b","c","a","b","b","b","b","c","c","c","a","b","c"
"39","a","b","b","b","c","a","b","b","b","c","b","c","b","b","b","a","a","b","b","b","a","a","c","a","b","c","b","b","c","c","a","b","b","c","c","c","b","b","b","c","b","c","c","b","c","a","a","c","b","c","b","a","a","b","c"
"40","a","c","a","b","a","a","c","c","b","c","c","a","b","b","c","b","b","a","a","c","b","c","b","c","c","b","a","a","b","b","a","a","a","a","b","a","b","c","a","c","c","a","c","c","a","b","c","c","b","c","a","a","b","a","b"
"41","b","b","c","c","b","c","b","c","a","b","b","c","c","a","b","b","a","c","c","b","c","c","c","c","b","b","c","b","b","a","b","b","b","b","a","a","a","b","a","a","a","a","b","c","a","a","a","b","b","a","a","c","c","b","a"
"42","a","b","c","b","c","c","b","c","b","c","a","b","b","a","b","a","a","c","b","a","a","b","c","b","a","c","a","c","a","a","a","b","c","c","c","c","b","b","b","c","b","c","b","b","c","a","c","a","a","c","a","c","c","c","a"
"43","b","b","b","b","a","c","a","c","b","a","c","a","c","c","a","a","a","b","b","a","a","c","b","b","a","a","c","c","b","a","c","a","a","b","a","b","a","c","b","a","c","a","c","b","a","c","a","c","b","a","a","a","c","b","a"
"44","a","c","c","a","c","a","c","b","c","b","a","c","b","c","b","a","c","b","a","b","c","c","c","c","a","b","c","c","b","a","c","c","c","b","a","c","b","c","b","a","b","a","c","b","a","c","a","b","b","a","b","a","a","b","a"
"45","a","b","b","b","c","a","c","b","b","b","a","c","b","b","a","a","a","b","b","a","a","b","a","a","a","c","a","c","b","a","c","a","c","b","a","b","b","c","b","a","c","a","a","b","a","c","b","b","b","a","a","a","b","b","a"
"46","a","b","c","c","b","c","c","c","b","b","b","c","c","a","b","c","c","c","c","a","a","c","c","b","a","a","a","b","a","a","a","a","c","c","a","c","c","c","c","c","a","c","a","a","b","b","c","c","c","b","c","c","c","c","c"
"47","a","b","b","b","c","a","b","c","b","b","c","a","c","a","b","c","a","c","c","b","a","a","c","b","b","a","c","c","b","a","a","a","c","b","a","a","c","c","b","c","a","c","c","b","c","b","a","c","b","a","a","a","c","b","a"
"48","a","c","a","a","b","c","b","c","c","a","c","b","b","b","a","c","a","b","b","a","c","b","b","b","a","b","a","c","b","a","a","b","b","b","a","b","c","a","a","a","c","c","c","c","a","a","c","c","b","a","a","c","b","a","a"
"49","a","c","b","b","a","a","a","b","a","b","a","a","b","c","b","a","a","b","a","a","a","a","b","b","a","a","a","c","b","a","c","b","c","b","a","c","b","a","a","a","b","a","b","c","a","c","b","b","b","a","b","b","a","b","a"
"50","a","c","c","c","c","b","c","c","b","c","b","c","b","a","c","b","c","c","c","b","c","c","c","c","a","a","c","c","b","a","a","c","c","b","a","c","c","b","b","a","b","c","a","b","a","a","c","c","b","a","b","c","c","b","a"
"51","c","a","b","b","c","c","c","c","b","c","b","c","b","b","c","c","a","b","b","b","c","c","a","b","a","a","c","a","b","c","c","c","c","a","b","c","b","a","c","a","a","b","c","a","a","a","a","c","c","a","c","c","c","b","a"
"52","a","b","a","a","c","a","b","b","c","c","a","c","b","a","a","a","c","b","c","a","a","a","b","c","a","a","a","a","a","a","c","a","b","b","a","a","a","c","b","a","b","a","c","b","a","c","b","a","b","a","a","a","c","a","a"
"53","a","c","c","c","a","a","c","c","a","c","b","b","c","c","c","b","c","c","b","c","c","c","b","c","c","a","c","b","b","c","b","c","b","b","b","b","c","a","b","b","c","c","c","b","b","b","a","b","b","b","b","a","c","b","a"
"54","a","c","c","c","b","a","c","c","a","a","a","c","a","c","a","b","c","c","c","a","c","c","b","b","a","c","c","b","b","a","c","c","b","b","a","b","c","c","b","a","a","a","b","b","a","a","b","b","b","c","a","a","b","a","a"
"55","c","c","c","c","a","b","c","c","b","a","c","c","c","a","a","a","b","c","c","a","a","a","c","c","a","a","a","c","b","a","a","c","c","b","a","a","c","c","a","a","c","a","a","a","a","b","a","c","a","a","b","c","c","c","a"
"56","a","c","a","a","c","a","c","c","a","c","b","c","a","c","c","c","c","c","b","c","a","c","c","b","b","a","c","c","b","b","b","b","c","c","c","c","c","c","a","c","b","c","c","c","c","c","c","c","c","b","b","c","b","b","c"
"57","a","b","b","b","a","b","b","c","b","c","c","b","c","b","c","b","c","c","a","c","b","c","a","c","c","c","c","c","a","b","b","c","c","c","a","a","c","b","b","a","a","c","c","b","a","a","c","a","b","a","a","c","c","a","a"
"58","a","a","b","b","c","a","c","c","b","c","a","a","a","b","b","a","c","b","b","a","b","c","b","b","a","a","a","b","b","a","a","b","c","b","c","c","b","b","b","c","c","c","c","a","b","b","b","c","c","a","a","c","b","b","c"
"59","a","b","c","a","b","a","c","c","c","a","a","c","b","b","a","a","a","c","b","a","c","a","c","a","a","b","b","a","c","c","c","c","c","c","c","a","c","c","b","c","a","c","c","b","b","b","c","c","a","c","c","c","b","c","c"
"60","a","c","a","c","c","a","b","c","b","c","c","a","c","b","b","a","b","c","b","b","c","c","b","b","c","b","a","a","b","c","b","a","b","b","b","c","c","b","b","a","a","c","b","b","a","a","a","a","b","a","a","a","b","b","a"
"61","a","b","c","a","b","c","b","c","c","a","b","b","a","a","a","b","a","c","c","a","b","a","c","b","a","c","c","c","c","a","c","c","a","a","a","b","a","c","c","a","b","a","b","b","a","c","a","a","b","a","c","b","c","b","a"
"62","a","c","b","a","a","a","c","b","c","a","a","c","c","b","a","a","c","c","b","a","a","c","c","b","a","c","c","c","a","a","a","c","b","c","b","a","c","a","b","a","a","c","c","b","a","a","c","c","a","a","a","b","c","c","a"
"63","b","b","c","c","c","c","b","c","a","c","b","a","c","b","b","b","b","c","b","a","b","b","c","a","c","c","c","c","c","c","c","c","c","a","c","a","c","c","c","c","a","a","c","a","b","c","a","c","c","b","a","a","c","a","b"
"64","a","b","b","c","c","c","b","a","a","a","b","b","c","c","c","b","b","c","b","c","a","b","c","b","c","a","c","c","b","c","a","c","c","a","c","c","c","c","a","c","b","c","b","c","c","b","c","b","b","c","a","a","a","a","b"
"65","a","c","c","c","b","a","a","c","b","c","a","a","c","a","b","a","c","c","c","a","b","c","c","a","a","a","c","c","a","a","a","c","b","a","a","a","c","a","c","c","c","b","c","b","b","a","c","b","b","b","c","c","c","a","a"
"66","a","b","b","b","c","a","b","c","b","c","a","c","c","b","b","a","a","b","b","a","b","c","b","a","a","b","b","b","c","a","c","a","a","a","a","a","c","c","c","b","a","c","b","a","b","a","c","c","c","b","c","c","b","a","a"
"67","a","b","b","a","b","a","b","b","c","b","a","c","a","b","b","c","c","c","b","a","b","c","c","a","a","c","c","b","b","a","c","c","a","b","a","a","c","c","b","a","a","c","b","b","a","c","c","b","b","a","b","c","b","b","a"
"68","a","b","b","b","c","a","c","b","b","c","c","c","b","b","c","a","c","b","a","c","a","c","a","b","c","a","b","c","b","b","c","c","b","b","b","a","c","b","b","a","a","b","b","b","a","c","a","c","a","a","b","a","b","c","a"
"69","b","b","a","a","b","c","c","c","c","b","a","c","c","a","b","a","a","c","b","a","a","a","a","b","a","c","a","c","b","a","b","c","c","b","a","c","a","c","b","a","c","a","b","a","a","a","a","b","b","a","a","a","b","b","a"
"70","c","a","c","a","b","b","c","a","c","b","c","c","c","a","a","b","c","c","c","a","c","c","c","a","a","c","c","c","c","a","c","c","c","b","a","c","b","c","b","a","b","c","c","b","c","b","c","b","b","b","c","c","c","a","b"
"71","a","c","b","a","b","c","c","b","b","a","a","c","b","b","a","a","c","c","a","a","a","c","c","c","b","a","c","c","a","a","a","b","b","c","a","c","a","c","c","a","a","a","a","a","a","c","c","b","c","a","a","b","a","a","a"
"72","a","b","c","c","a","c","a","a","a","a","a","a","c","b","a","a","b","c","b","a","a","a","b","b","a","a","a","c","b","a","c","b","b","b","a","b","c","b","a","a","b","c","b","c","a","c","c","b","b","a","c","c","b","b","a"
"73","b","c","a","c","c","b","c","c","b","c","a","c","c","a","c","a","c","b","c","c","b","c","a","b","b","c","c","b","b","a","a","a","b","a","a","c","a","c","c","b","b","b","b","a","b","c","c","b","c","b","a","a","b","c","b"
"74","a","c","b","a","b","a","c","b","c","a","a","b","a","b","a","c","a","b","b","a","c","b","b","a","a","c","a","b","a","a","a","b","b","c","a","a","b","a","a","a","a","a","c","a","a","c","b","c","c","a","a","a","c","c","a"
"75","b","b","c","c","a","c","a","c","b","a","b","a","c","b","a","a","c","b","c","c","a","c","a","b","c","b","c","b","b","c","c","c","a","b","c","a","a","c","b","a","b","c","c","b","a","a","a","c","b","a","c","b","c","b","c"
"76","a","c","a","a","a","c","a","c","c","a","b","c","c","a","a","c","c","c","c","a","c","b","a","c","a","b","a","c","c","a","c","a","c","b","a","c","a","c","b","a","b","a","c","b","a","a","a","c","a","a","c","c","c","c","a"
"77","a","c","a","b","a","a","c","c","b","a","c","b","c","b","a","c","a","c","b","a","a","b","b","b","a","a","b","b","b","a","b","c","a","a","c","b","c","c","c","c","c","a","c","b","c","b","a","c","b","b","b","b","a","b","b"
"78","a","b","c","c","c","a","b","c","a","c","a","b","c","a","c","a","c","c","a","c","c","c","b","a","c","a","a","b","c","a","a","b","c","a","a","a","b","b","c","a","a","a","a","a","a","a","a","b","c","a","a","b","a","b","a"
"79","a","c","c","c","c","b","c","c","a","b","c","c","b","c","b","c","c","c","a","a","c","c","c","c","a","b","b","c","c","a","b","a","b","c","a","c","a","c","a","a","b","a","c","c","a","c","a","c","b","a","a","a","c","b","a"
"80","b","b","b","b","c","c","a","a","b","a","a","a","b","b","a","a","a","b","c","a","a","b","a","a","a","a","b","b","a","a","a","a","b","c","a","a","a","b","c","a","c","a","b","b","a","c","b","b","a","c","a","b","c","b","c"
"81","b","b","c","c","b","c","b","c","b","b","a","c","c","a","b","a","c","c","c","c","a","c","c","b","c","a","a","b","a","c","a","b","b","c","c","a","c","a","c","c","c","c","c","b","b","b","c","a","b","a","b","b","b","b","c"
"82","a","c","a","b","c","a","c","b","a","c","c","c","b","c","c","a","c","b","b","b","b","a","a","b","b","a","a","c","b","b","a","c","c","a","b","c","c","c","c","c","b","c","a","c","c","b","b","b","a","c","c","c","b","c","c"
"83","b","b","b","b","c","c","b","c","b","c","b","c","c","b","c","c","c","b","b","c","a","c","a","b","b","c","c","c","b","b","b","c","a","a","c","a","a","c","c","c","a","b","b","b","b","a","a","c","b","a","b","a","c","b","a"
"84","b","b","c","c","c","b","c","a","a","a","b","b","b","c","a","c","a","a","b","a","b","a","b","b","a","b","a","c","a","a","c","c","b","c","a","a","c","b","b","a","a","c","b","b","c","a","c","b","a","c","a","c","a","c","c"
"85","b","b","c","c","a","c","a","c","b","a","a","c","c","b","a","a","c","c","a","a","c","c","b","a","a","b","c","b","a","a","a","c","b","c","a","a","c","b","c","a","b","c","a","a","a","c","b","c","c","a","b","a","c","b","a"
"86","a","c","c","c","c","a","c","c","a","c","a","c","c","a","c","c","c","a","c","c","a","c","c","c","c","a","b","c","c","c","a","c","b","b","c","a","c","a","b","c","a","c","c","b","c","a","c","c","b","c","a","c","c","a","b"
"87","a","b","b","b","c","a","c","b","b","c","a","c","a","a","c","b","c","b","b","c","a","b","b","b","c","b","c","c","b","b","c","a","a","b","b","b","b","c","b","b","a","a","a","a","a","a","b","c","c","a","a","b","c","a","a"
"88","a","b","b","b","c","a","c","b","b","b","a","c","b","b","b","a","b","b","a","b","c","c","a","c","b","b","c","c","a","a","a","b","c","c","a","b","b","c","b","a","c","b","c","b","a","a","a","c","b","a","a","a","b","b","a"
"89","a","b","b","b","a","c","a","c","b","a","b","a","c","b","a","b","b","c","b","a","c","a","c","b","a","c","a","b","b","a","a","c","c","b","a","b","c","c","c","a","c","b","b","b","a","b","b","a","b","a","a","a","b","b","a"
"90","a","b","c","b","c","c","b","c","b","c","a","b","c","b","c","c","b","b","b","c","b","c","b","b","b","c","c","b","b","b","b","c","b","b","b","c","c","b","b","b","c","a","b","b","a","b","a","b","b","a","c","a","b","a","b"
"91","a","b","c","c","c","a","a","c","a","a","a","a","a","b","a","b","a","c","b","a","a","a","c","b","a","c","a","c","b","a","c","b","c","a","a","b","a","c","c","a","c","a","c","c","a","c","b","a","c","a","c","a","c","a","a"
"92","a","b","b","b","c","c","a","b","a","b","a","a","b","c","a","a","a","b","b","a","a","b","b","b","a","c","a","b","b","a","a","b","b","b","a","b","a","b","b","a","b","b","c","b","a","c","a","c","b","a","b","a","c","b","a"
"93","c","a","b","b","c","b","b","a","b","c","b","c","c","b","c","b","c","c","b","a","b","a","c","a","a","c","c","b","c","a","b","c","a","b","a","b","c","a","a","a","a","a","a","b","a","b","b","c","b","a","c","c","a","b","a"
"94","a","b","b","c","c","a","b","b","c","c","a","c","c","a","b","c","c","c","a","b","a","c","b","b","b","a","c","b","a","b","c","c","c","c","a","c","c","c","b","a","a","a","c","a","a","a","c","c","b","a","a","c","c","a","a"
"95","a","b","c","a","b","a","b","c","b","a","b","a","c","b","a","b","a","a","b","a","b","a","c","a","a","c","b","c","a","a","c","b","c","c","a","c","b","c","c","a","c","a","c","c","a","a","b","c","c","a","c","a","c","b","a"
"96","a","c","b","b","c","c","c","b","a","c","c","c","c","c","c","b","c","c","a","c","c","c","c","c","b","c","c","c","b","a","c","a","c","b","a","b","a","b","b","a","c","a","b","b","a","b","a","a","b","a","c","a","c","b","a"
"97","b","b","a","c","b","b","a","c","b","b","c","a","c","b","a","c","b","b","b","a","b","a","c","b","a","c","b","c","b","a","b","b","c","b","c","c","a","b","b","a","c","a","b","b","a","c","a","c","b","a","b","a","c","b","a"
"98","b","a","b","b","c","b","c","a","b","c","c","c","c","b","c","c","c","c","b","c","b","b","c","a","c","c","c","c","b","c","a","b","c","b","b","b","c","c","b","b","a","c","c","b","b","a","c","a","a","c","a","c","a","c","c"
"99","b","b","c","a","a","c","a","b","a","a","c","a","b","c","a","c","a","a","a","a","b","a","c","c","a","b","b","c","b","a","c","c","c","b","a","c","c","a","b","c","b","b","c","a","c","c","b","c","c","c","a","b","c","a","c"
"100","c","a","b","b","c","a","c","b","b","c","a","a","a","a","b","a","a","c","c","a","c","a","c","a","a","c","a","c","c","a","c","b","c","a","b","c","b","c","c","c","a","c","c","b","a","c","b","a","b","a","c","a","c","b","a"
"101","a","b","c","c","b","c","b","c","a","a","b","a","c","b","a","b","b","c","b","a","b","a","c","b","a","a","a","c","a","a","b","a","b","c","a","a","c","b","b","c","c","b","a","b","a","a","a","c","b","a","a","b","b","a","b"
"102","a","c","a","c","a","c","c","c","c","a","b","c","a","a","a","b","a","b","c","a","c","a","c","a","a","c","a","c","c","a","a","b","c","b","a","a","a","c","b","a","a","a","c","b","a","a","a","b","b","a","c","b","c","b","a"
"103","c","b","c","a","c","c","c","c","c","b","a","c","b","b","a","a","a","c","b","a","a","b","c","b","a","a","a","a","b","a","a","a","b","b","a","a","a","b","a","a","a","a","a","b","a","c","b","c","b","a","c","c","c","b","a"
"104","b","b","b","a","b","c","a","b","c","a","b","a","a","c","a","b","c","c","b","a","b","c","a","b","a","b","a","c","a","a","c","c","c","c","c","b","c","a","b","c","a","b","c","b","b","c","b","c","b","b","b","b","c","b","a"
"105","b","b","b","a","b","b","a","c","c","a","c","a","b","a","a","c","a","c","c","a","a","a","c","b","a","a","b","b","b","a","a","c","b","b","a","c","b","c","b","a","a","a","c","b","a","a","c","c","b","a","a","b","c","b","a"
"106","a","c","c","a","a","c","c","c","c","b","a","c","c","b","a","a","c","c","b","a","a","a","c","b","a","c","c","c","b","a","a","b","a","b","a","b","c","c","a","a","c","b","c","c","a","b","b","a","b","c","a","b","b","b","c"
"107","c","b","b","b","a","c","c","a","b","a","b","c","b","b","b","b","c","a","b","c","c","a","c","b","b","c","c","b","b","b","c","a","b","c","a","b","a","b","a","a","c","a","b","c","a","c","a","b","c","a","b","a","b","c","a"
"108","a","c","a","c","a","c","c","c","b","a","a","c","c","b","a","c","b","c","b","c","b","a","c","b","b","c","b","b","a","b","c","c","c","c","b","b","a","b","b","b","c","a","a","b","b","b","a","c","b","a","b","a","c","b","a"
"109","a","c","a","a","a","c","c","c","c","a","c","b","c","b","c","a","a","c","b","a","a","a","c","b","a","a","a","c","b","a","a","b","c","b","a","c","a","c","b","a","b","a","c","b","a","c","c","b","b","b","c","a","a","b","b"
"110","b","b","b","b","c","c","b","a","b","c","b","c","c","b","b","b","c","b","b","c","a","c","c","b","c","b","b","c","a","c","c","c","c","c","c","b","c","c","a","a","a","c","c","c","a","a","b","c","a","a","c","a","c","a","a"
"111","b","b","c","b","c","c","c","b","b","b","b","c","b","a","a","c","c","b","c","a","b","c","a","a","a","c","c","c","b","a","a","c","c","b","a","a","a","c","b","a","a","b","c","b","a","a","a","c","b","a","a","c","b","b","c"
"112","a","b","c","b","a","c","a","b","b","a","b","a","c","a","a","c","b","c","c","c","c","b","c","a","c","a","a","c","a","a","a","a","c","c","a","c","b","a","b","a","a","a","c","b","a","a","a","c","b","a","a","a","c","a","a"
"113","a","b","a","b","c","b","b","c","a","c","c","c","c","b","b","b","c","c","b","b","c","c","a","a","a","a","a","c","c","a","c","a","a","a","a","c","b","c","c","a","c","a","b","c","a","a","a","b","c","a","a","a","b","c","a"
"114","b","b","c","a","a","b","a","c","b","a","a","c","a","b","a","c","c","c","b","a","a","c","c","b","a","a","a","c","a","a","b","b","a","c","c","c","b","c","a","c","c","c","c","c","c","a","c","c","a","c","b","c","c","c","b"
"115","b","b","c","c","c","c","c","c","c","b","b","c","b","a","a","a","c","c","c","a","b","a","c","b","a","c","a","b","a","a","b","a","a","b","a","c","a","c","b","a","b","c","c","b","a","a","a","c","b","a","a","a","b","b","a"
"116","a","b","b","b","a","a","a","a","a","a","c","b","a","c","a","c","c","c","a","a","c","a","b","c","a","c","a","b","a","a","b","a","b","b","a","c","b","b","b","a","c","c","b","b","a","a","b","b","b","a","a","b","a","b","a"
