"subject_id","X0__0","X1__0","X2__0","X3__0","X4__0","X0__1","X1__1","X2__1","X3__1","X4__1","X0__2","X1__2","X2__2","X3__2","X4__2","X0__3","X1__3","X2__3","X3__3","X4__3","X0__4","X1__4","X2__4","X3__4","X4__4","X0__5","X1__5","X2__5","X3__5","X4__5","X0__6","X1__6","X2__6","X3__6","X4__6","X0__7","X1__7","X2__7","X3__7","X4__7","X0__8","X1__8","X2__8","X3__8","X4__8","X0__9","X1__9","X2__9","X3__9","X4__9","X0__10","X1__10","X2__10","X3__10","X4__10"
"54","a","b","c","a","a","b","c","a","c","b","a","c","a","a","a","a","b","b","a","c","b","b","b","b","a","b","a","b","a","a","a","b","b","a","b","b","c","b","a","b","b","b","b","a","b","a","b","b","c","a","b","c","b","a","b"
"55","b","c","c","a","a","c","a","a","b","b","b","a","a","a","a","a","c","a","a","b","b","c","a","b","a","c","c","a","b","b","a","c","b","a","a","b","a","b","c","b","c","c","b","b","a","a","c","b","b","a","a","b","b","a","b"
"56","a","c","c","a","a","b","b","a","c","c","c","c","b","c","c","a","a","b","c","c","b","c","b","a","c","c","a","b","c","a","a","c","b","c","b","c","b","b","c","b","a","c","b","c","c","a","b","c","b","a","c","c","b","c","c"
"57","a","c","a","b","b","a","c","a","b","a","b","a","b","b","c","c","c","b","b","c","a","b","b","b","c","c","b","b","b","c","a","a","b","a","c","b","c","b","a","c","b","c","b","b","a","c","b","b","b","c","c","c","b","a","c"
"58","c","a","c","c","c","b","b","a","a","a","b","a","c","b","c","a","c","a","b","c","a","a","a","a","c","a","b","a","a","b","b","a","a","a","c","c","c","a","a","c","a","b","c","a","c","b","a","b","a","c","a","c","b","a","a"
"59","c","b","a","c","b","a","a","a","c","b","b","c","a","a","c","c","b","a","a","c","a","c","a","a","c","b","a","a","a","c","b","c","b","b","c","c","b","b","a","a","a","b","b","a","b","b","c","b","a","a","b","c","b","a","a"
"60","a","b","c","c","c","b","b","b","b","c","c","c","b","a","a","b","a","b","a","b","c","c","b","a","c","a","c","b","a","c","b","b","b","c","c","c","c","b","a","c","c","b","a","c","c","a","a","a","a","c","b","a","b","a","c"
"61","a","b","c","c","c","b","c","b","c","a","c","c","b","c","a","a","c","b","c","a","b","a","c","b","c","c","c","a","c","a","a","b","a","a","b","b","c","a","a","a","b","c","b","a","a","a","c","b","b","b","b","a","b","a","c"
"62","a","a","b","b","b","b","c","b","a","b","a","b","b","a","b","b","c","c","a","c","c","c","b","a","a","c","c","c","a","b","c","c","b","a","a","b","b","c","a","b","a","a","a","a","c","b","c","b","a","c","b","a","b","c","c"
"63","a","a","c","a","a","c","b","c","a","a","b","c","a","a","c","c","b","b","a","c","a","c","b","a","c","b","b","a","b","c","c","b","a","b","a","a","c","a","a","b","b","b","a","a","c","a","c","a","a","a","b","b","a","c","b"
"64","a","c","b","a","c","b","b","b","a","c","a","a","b","a","c","b","c","b","c","c","a","a","b","a","c","b","b","a","c","a","c","c","b","a","b","a","a","b","c","b","b","c","b","b","c","c","a","c","a","b","c","b","c","c","b"
"65","a","b","c","c","c","b","a","c","c","c","b","c","c","a","c","c","a","a","a","c","c","c","a","a","c","c","c","a","c","a","b","c","a","c","a","a","a","b","a","b","b","a","b","a","a","b","c","b","c","c","a","b","b","b","c"
"66","a","a","b","b","b","b","b","b","a","a","a","a","b","a","c","a","c","b","a","c","b","b","b","a","c","c","b","b","c","a","a","c","b","c","a","b","b","b","c","b","c","b","c","c","b","c","b","b","a","b","c","c","b","a","a"
"67","c","b","c","a","c","a","a","a","a","c","b","c","b","c","c","c","c","b","a","a","a","c","c","b","a","b","b","a","b","c","a","c","b","b","c","b","b","b","b","c","c","a","b","a","c","c","a","b","b","c","b","b","b","b","a"
"68","c","a","b","b","a","a","b","b","b","b","b","a","b","a","b","a","a","b","a","c","a","c","b","a","b","b","b","b","a","c","c","c","b","b","c","c","a","b","c","c","b","c","b","b","c","a","a","b","a","c","b","a","b","a","c"
"69","a","c","b","b","c","a","c","b","a","a","a","b","b","b","b","b","b","b","b","c","c","b","b","a","a","c","a","b","a","b","b","a","b","a","b","c","c","b","c","a","c","b","b","a","b","a","c","b","c","b","b","a","b","c","c"
"70","a","c","a","c","c","a","a","b","b","c","b","c","b","b","c","b","b","c","a","c","a","b","b","a","a","a","c","b","a","c","b","b","b","a","c","a","c","b","a","c","b","a","b","a","c","a","c","b","a","c","b","c","b","c","c"
"71","a","b","c","c","c","b","c","b","c","c","c","a","b","a","c","b","a","b","a","c","a","b","b","a","a","c","a","b","a","a","b","c","b","c","a","a","b","b","c","b","a","c","b","c","c","b","a","c","a","c","b","c","c","b","c"
"72","c","a","b","a","c","c","c","b","a","c","c","a","c","a","c","a","c","b","a","c","a","c","b","c","a","b","c","b","a","b","a","a","b","a","b","b","c","b","c","c","c","b","b","b","c","b","a","c","b","c","a","a","c","a","a"
"73","a","a","b","b","c","a","c","b","b","c","b","a","b","a","c","c","c","b","a","c","b","b","b","b","c","c","a","b","a","c","a","c","b","a","c","a","a","b","a","c","b","c","b","a","c","b","c","b","c","a","c","c","b","a","b"
"74","a","c","c","c","c","b","c","a","c","a","a","a","a","c","b","b","c","a","c","a","c","c","a","c","a","b","a","a","c","b","c","a","a","a","b","c","b","a","b","b","a","b","a","c","b","b","b","a","c","b","c","b","b","a","b"
"75","a","c","b","b","b","a","c","b","b","c","a","c","b","b","a","b","a","b","b","b","c","a","b","b","a","a","a","b","a","b","b","b","b","a","b","c","c","b","a","b","a","b","b","a","c","c","b","b","a","b","a","b","a","a","b"
"76","a","b","c","c","c","b","a","c","a","c","a","c","b","a","c","c","b","b","a","c","a","b","b","a","a","b","b","b","b","b","a","c","b","b","a","b","c","b","a","a","c","b","b","a","b","a","b","b","c","b","a","b","b","c","a"
"77","a","b","c","a","c","b","a","b","a","a","c","c","b","a","c","c","b","b","a","c","a","a","b","a","c","b","a","b","a","a","b","c","b","a","a","c","a","c","c","c","a","c","b","c","c","b","b","b","c","c","a","a","b","c","a"
"78","a","b","a","a","a","b","c","b","c","c","c","b","b","a","c","a","c","b","a","a","b","c","b","a","b","a","c","b","c","b","b","c","b","a","b","a","b","b","a","c","a","a","b","a","c","b","a","b","a","c","c","c","a","a","c"
"79","c","c","a","c","c","a","b","b","b","c","b","c","b","a","b","a","b","b","a","c","b","a","b","c","c","b","c","b","a","c","c","a","b","a","c","a","c","b","c","c","b","b","b","a","c","a","c","b","a","c","a","c","b","a","a"
"80","b","a","b","b","a","c","c","c","c","b","a","a","a","b","a","b","b","b","c","b","c","c","c","c","a","b","b","a","c","b","a","c","c","a","c","c","a","a","c","b","a","a","c","a","a","b","a","b","c","c","a","c","a","c","b"
"81","a","c","a","a","b","b","a","a","c","a","a","c","a","a","c","b","a","b","c","c","c","a","b","b","c","b","c","c","a","c","a","a","c","c","c","c","c","b","b","a","b","b","c","c","c","a","a","a","c","c","c","c","b","b","c"
"82","b","c","a","b","c","c","b","a","c","c","a","c","c","b","b","c","b","a","c","c","a","c","a","c","c","b","a","b","c","c","a","c","b","b","b","a","b","b","c","a","b","c","a","b","c","c","b","a","b","c","a","a","b","c","b"
"83","a","b","a","c","b","c","a","c","c","c","a","a","b","a","c","b","b","a","c","c","c","c","c","b","b","a","b","a","b","a","b","c","c","c","a","c","b","b","b","b","b","a","c","c","c","a","b","c","b","c","c","c","a","a","a"
"84","b","a","c","a","b","a","c","c","c","c","b","a","c","a","c","a","a","b","c","b","b","c","b","c","c","a","a","a","b","c","b","a","b","c","b","a","a","c","c","c","b","a","b","a","b","c","a","c","c","a","a","c","b","b","c"
"85","a","c","a","c","c","c","b","c","c","c","b","c","b","c","b","a","c","c","c","a","b","a","b","c","c","c","a","c","b","b","b","a","a","b","a","c","c","b","a","c","a","b","b","c","b","b","a","a","c","c","a","a","b","a","b"
"86","a","c","a","c","b","b","a","a","b","c","a","c","c","b","c","b","a","a","c","b","c","b","c","b","a","b","c","c","c","c","c","c","a","b","c","a","a","a","c","b","b","a","c","b","c","a","a","b","c","b","b","a","c","b","a"
"87","a","c","c","a","b","b","b","a","b","a","c","c","c","a","c","b","b","b","c","b","a","c","b","b","a","b","a","b","a","c","c","a","c","c","b","b","a","c","b","a","c","a","b","b","c","a","a","b","b","c","c","a","c","c","c"
"88","a","c","c","a","b","b","a","b","c","a","a","a","b","b","b","b","a","a","b","a","a","b","c","b","c","b","c","a","a","a","a","a","c","b","c","b","a","c","c","c","c","a","b","b","c","a","c","c","c","c","c","a","c","c","b"
"89","b","a","a","c","b","c","b","a","c","c","a","a","a","b","a","b","b","c","c","c","a","c","a","b","c","b","a","c","a","c","c","b","c","c","a","c","b","c","a","b","a","a","c","c","c","a","a","b","a","c","c","a","a","c","a"
"90","a","b","a","b","c","b","c","c","a","c","c","a","c","b","c","b","b","a","c","b","a","c","b","b","c","b","a","b","a","c","a","c","b","c","b","c","a","c","b","a","a","c","c","b","b","b","a","c","c","a","a","a","c","b","b"
"91","a","c","c","b","c","b","a","c","c","a","c","a","a","b","c","a","a","c","c","c","b","a","b","a","c","c","a","a","c","a","b","b","a","b","b","c","c","a","b","a","a","a","b","a","c","b","a","b","c","b","c","b","a","b","c"
"92","b","b","c","a","c","b","c","b","c","b","a","c","b","c","a","c","a","c","c","c","b","a","a","c","a","a","b","a","b","b","b","a","c","c","a","a","c","b","a","c","b","b","c","c","b","a","c","b","c","c","b","c","b","b","c"
"93","a","c","c","a","a","b","b","c","c","b","c","a","c","a","a","a","c","c","c","b","b","a","b","a","c","a","a","a","c","a","c","c","c","a","b","b","b","c","c","a","a","a","b","b","c","b","a","a","a","a","c","a","c","c","c"
"94","a","c","a","b","c","c","a","b","c","a","a","a","b","b","c","b","c","c","b","b","c","a","a","c","a","b","a","c","a","b","a","a","b","c","a","c","a","b","b","c","b","b","c","c","b","b","a","c","b","c","c","c","c","b","b"
"95","b","c","c","c","a","c","b","a","b","b","a","c","b","c","a","b","c","a","b","b","a","c","c","b","a","b","a","b","b","b","a","a","c","c","a","c","a","a","c","b","a","c","c","a","c","b","a","b","c","c","a","c","a","b","a"
"96","c","c","c","a","c","b","b","a","c","b","c","c","b","b","a","b","a","a","c","c","c","b","c","b","b","a","c","c","a","c","b","b","c","c","a","c","c","b","c","b","b","a","c","b","c","a","a","b","b","c","b","a","b","c","b"
"97","a","b","a","b","c","b","b","a","c","a","c","a","a","c","c","b","a","a","b","a","c","c","a","c","c","a","a","a","b","c","b","b","b","c","c","c","c","c","b","a","b","a","c","a","b","a","a","c","b","b","b","a","b","b","a"
"98","a","c","a","c","b","c","b","c","c","c","b","c","b","b","c","c","b","c","c","b","a","b","a","b","a","c","c","b","b","c","a","a","c","b","a","b","a","c","b","c","a","c","c","c","c","b","a","b","c","c","c","c","b","a","a"
"99","b","b","b","a","b","a","a","a","b","c","b","a","b","c","c","c","b","a","c","b","b","c","c","a","c","c","a","a","c","a","b","a","b","c","b","c","a","a","a","a","a","a","a","c","c","b","a","a","a","b","a","a","c","c","c"
