"subject_id","X0__0","X1__0","X2__0","X3__0","X4__0","X0__1","X1__1","X2__1","X3__1","X4__1","X0__2","X1__2","X2__2","X3__2","X4__2","X0__3","X1__3","X2__3","X3__3","X4__3","X0__4","X1__4","X2__4","X3__4","X4__4","X0__5","X1__5","X2__5","X3__5","X4__5","X0__6","X1__6","X2__6","X3__6","X4__6","X0__7","X1__7","X2__7","X3__7","X4__7","X0__8","X1__8","X2__8","X3__8","X4__8","X0__9","X1__9","X2__9","X3__9","X4__9","X0__10","X1__10","X2__10","X3__10","X4__10"
"10","a","a","a","b","a","b","c","a","b","b","b","a","c","a","a","c","b","a","b","c","c","a","c","b","b","b","a","a","c","a","b","b","c","a","c","c","c","c","b","c","c","a","b","b","c","c","b","a","b","c","b","a","a","b","a"
"11","a","c","c","a","a","b","c","c","b","b","b","a","b","b","a","c","b","a","b","a","b","a","a","b","a","c","b","c","b","c","c","b","b","b","c","a","a","c","a","b","b","b","a","b","a","c","a","c","b","c","b","b","c","b","b"
"12","c","b","b","c","a","a","a","a","a","c","a","c","c","a","b","b","a","c","b","a","c","b","b","b","b","b","c","a","a","a","a","b","c","b","c","b","a","b","b","b","c","b","a","a","a","c","a","c","a","c","a","b","c","c","b"
"13","c","b","b","a","a","a","a","a","b","a","a","a","a","b","c","b","c","a","b","b","c","c","a","b","c","c","a","c","a","b","b","c","c","a","a","c","a","c","a","a","a","c","a","b","b","b","b","c","a","a","c","a","b","b","c"
"14","c","a","a","b","a","b","b","b","a","a","c","a","a","b","c","a","c","c","a","c","b","b","a","b","b","c","c","a","b","a","c","c","a","a","c","b","c","c","c","c","c","a","b","b","a","b","b","c","b","c","b","c","a","b","c"
"15","c","a","c","b","b","a","b","a","a","a","b","a","c","c","b","c","b","c","a","a","b","a","c","a","a","a","c","c","c","c","b","a","b","a","b","a","b","a","a","a","b","b","c","c","c","c","a","c","b","b","b","c","b","b","a"
"16","c","a","c","b","b","b","a","a","b","a","b","a","c","a","b","a","c","b","b","a","b","b","a","a","c","c","a","a","a","b","a","c","c","b","a","b","c","c","b","c","c","a","c","a","b","c","c","b","b","a","c","b","c","b","a"
"17","c","a","c","b","b","a","a","c","a","a","b","a","b","a","b","a","a","c","b","a","b","c","c","b","c","c","a","c","a","a","a","c","a","a","b","b","a","c","c","a","b","b","b","c","c","c","a","a","b","b","a","b","c","c","a"
"18","c","a","a","c","a","a","a","c","c","b","a","c","a","c","a","b","b","c","c","b","c","a","a","b","a","b","b","c","a","c","c","a","a","a","c","b","b","c","b","c","c","a","a","a","b","c","b","c","a","a","b","a","c","a","c"
"19","a","c","c","c","a","a","a","c","a","a","b","b","a","c","c","c","c","c","c","a","c","c","a","b","b","a","b","c","a","a","a","b","b","b","a","a","b","a","a","c","b","a","a","b","b","c","a","a","b","a","b","b","a","b","c"
"20","a","c","c","c","a","a","a","b","b","a","b","b","c","a","c","c","b","b","a","a","b","a","a","a","b","c","a","a","c","a","c","b","c","c","c","c","c","a","a","a","c","a","a","b","a","a","b","c","a","a","b","a","b","b","b"
"21","a","a","a","c","a","a","b","c","b","a","b","a","c","b","b","c","c","c","b","a","c","a","b","a","a","b","b","c","b","c","c","b","c","b","c","a","a","c","b","c","b","b","b","a","c","c","a","a","c","c","b","c","c","c","b"
"22","c","a","a","c","a","a","b","c","b","c","b","a","b","a","b","c","b","a","b","a","a","a","c","b","b","b","b","a","b","a","a","a","c","b","b","a","b","b","b","a","b","a","c","a","b","b","b","b","a","a","c","a","a","b","c"
"23","b","b","b","c","a","c","a","a","c","c","c","c","a","a","a","c","a","a","a","b","a","a","c","a","a","b","c","a","b","b","c","b","c","b","a","a","b","c","b","c","b","a","c","b","b","a","b","c","b","a","b","a","b","b","c"
"24","b","a","c","c","a","c","b","a","a","c","a","c","a","a","b","b","a","c","a","a","c","b","b","b","a","c","b","c","b","c","a","c","a","b","a","a","b","c","a","b","b","c","c","b","a","c","c","c","a","c","b","b","c","b","c"
"25","c","b","b","c","a","a","a","a","a","b","b","b","c","a","a","c","c","a","a","a","a","a","a","a","b","b","a","c","b","a","c","c","a","a","b","a","b","c","b","a","b","a","a","b","c","c","c","c","a","b","b","b","c","b","a"
"26","c","a","c","b","b","c","b","c","b","a","b","b","c","c","a","c","b","a","a","c","a","a","c","b","b","b","b","c","b","a","c","b","c","a","c","b","a","b","b","b","c","c","a","b","a","a","b","c","b","a","b","a","a","b","b"
"27","c","b","a","b","b","b","c","c","b","a","b","a","c","b","c","c","b","b","a","b","a","a","c","a","a","b","b","c","a","c","a","c","a","b","b","b","b","c","a","a","c","b","c","b","a","a","b","c","c","a","b","c","a","b","a"
"28","c","a","a","b","a","c","b","c","a","a","b","a","a","a","c","c","c","a","b","b","b","b","c","a","a","c","c","b","c","a","a","c","a","b","c","b","a","c","c","b","a","b","a","b","a","b","b","c","c","c","c","b","b","c","a"
"29","c","a","a","b","c","a","c","a","b","b","b","b","a","a","a","a","b","c","b","a","b","a","b","b","b","c","a","c","b","a","c","b","a","b","c","b","a","c","b","b","c","b","a","a","a","b","b","a","a","a","c","b","b","c","c"
"30","a","a","a","b","c","b","c","c","a","b","a","b","a","b","a","a","a","c","b","b","b","b","b","a","a","c","c","a","a","c","b","a","c","b","c","c","c","c","b","a","a","b","b","b","c","b","c","a","a","c","c","c","c","a","b"
"31","c","a","c","b","a","a","c","c","a","a","a","b","b","b","c","b","a","c","a","b","c","c","a","a","a","b","a","c","c","c","b","b","c","a","c","c","a","c","a","b","a","b","c","a","a","b","b","c","b","a","b","a","b","a","b"
"32","a","b","b","a","a","a","a","c","b","b","c","b","c","c","a","b","a","a","a","a","c","b","c","a","c","b","a","c","b","b","c","c","c","a","a","a","b","b","a","c","b","a","a","c","b","c","c","c","a","a","a","a","c","a","a"
"33","c","c","b","a","c","a","a","c","a","b","b","b","b","b","a","b","b","a","a","c","a","c","c","a","b","a","c","c","c","c","b","a","b","a","b","c","a","a","b","b","b","c","c","a","a","c","a","b","a","b","a","b","a","b","a"
"34","c","a","a","b","a","a","c","a","b","b","b","b","c","b","c","c","a","a","b","b","a","b","b","b","a","b","c","a","b","c","a","a","c","a","b","a","b","a","a","a","b","a","c","c","b","c","b","c","a","a","a","a","c","c","c"
"35","a","c","b","a","a","b","c","c","c","c","a","a","b","a","b","a","b","a","b","a","a","a","c","b","a","b","c","b","b","c","a","c","a","a","b","b","b","c","b","a","c","c","a","b","c","b","c","c","a","b","a","a","b","a","a"
"36","b","c","c","c","a","c","a","b","a","a","a","a","c","a","b","b","b","c","a","a","c","a","b","b","a","a","c","a","a","a","b","b","c","a","a","a","c","b","a","c","b","a","c","c","a","a","b","a","c","c","b","a","c","b","b"
"37","c","b","b","c","a","a","c","c","a","b","a","a","c","c","a","b","b","c","b","c","c","a","a","b","b","a","c","a","a","a","b","c","a","a","c","a","b","c","a","c","b","a","c","b","b","c","b","a","b","a","b","b","b","c","a"
"38","b","a","c","c","a","c","c","a","a","c","a","a","c","a","c","b","a","a","b","b","c","b","c","b","a","b","b","c","a","a","c","b","b","a","c","c","a","c","a","b","b","b","b","a","a","a","c","c","b","b","b","b","b","a","a"
"39","c","a","c","c","a","c","b","c","a","c","c","a","b","b","b","a","c","c","a","a","b","a","b","a","c","a","c","a","b","b","b","c","c","a","a","a","b","b","b","c","b","c","a","a","a","c","b","c","a","b","c","b","b","a","a"
"40","c","c","b","b","b","a","b","a","b","a","b","c","c","a","c","a","c","a","c","b","b","a","c","b","a","c","b","c","a","c","a","c","b","b","b","a","a","c","b","a","b","c","c","c","b","a","b","b","a","a","b","a","a","a","b"
"41","c","a","c","c","a","a","b","c","a","c","c","a","c","b","b","a","c","b","b","a","b","a","a","b","c","a","c","c","a","b","a","b","a","a","a","b","a","c","a","c","c","c","c","c","b","c","a","a","a","a","b","c","c","c","c"
"42","c","b","b","a","a","b","b","a","c","c","c","c","c","c","a","b","c","b","a","c","a","a","c","b","c","b","c","c","b","c","c","a","b","a","a","c","b","a","b","c","a","a","b","b","b","b","b","c","b","a","c","a","c","b","a"
"43","c","a","c","b","a","b","a","c","a","a","c","c","b","b","a","b","b","a","b","a","c","b","c","b","c","a","c","c","b","b","b","a","c","a","a","c","b","b","c","c","a","c","c","c","a","b","c","b","a","c","c","c","b","a","b"
"44","a","c","b","c","a","b","a","a","a","b","a","b","a","b","a","b","b","c","b","c","c","b","c","a","a","c","a","b","b","b","b","a","c","a","a","c","b","b","c","c","a","c","a","a","b","b","b","c","a","a","a","a","b","b","c"
"45","a","c","c","a","a","b","a","c","b","a","c","b","b","b","c","b","a","c","b","a","c","b","c","a","c","a","b","c","b","a","b","c","c","a","c","c","a","a","b","b","a","a","a","b","a","a","b","c","b","a","b","c","c","b","b"
"46","c","b","b","b","b","a","a","a","b","b","b","c","c","b","a","b","c","c","b","c","c","b","b","b","b","b","a","c","c","a","c","c","a","a","b","c","a","a","b","a","a","a","c","a","a","b","b","c","b","c","a","c","b","b","a"
"47","a","c","c","c","a","b","c","a","b","b","c","c","c","b","a","a","c","c","b","c","b","c","a","b","c","c","a","a","b","a","c","a","a","a","a","a","b","c","c","a","b","a","c","a","c","c","c","a","c","b","a","b","c","b","a"
"48","c","a","a","b","a","a","a","c","b","a","b","b","c","b","c","a","a","a","b","c","b","b","a","b","a","c","a","c","a","b","a","b","c","c","a","b","b","c","a","c","c","a","c","b","b","b","b","c","a","a","c","a","a","c","c"
"49","b","c","c","c","a","a","b","b","b","c","b","a","c","b","b","b","b","c","b","a","c","b","c","a","c","c","a","b","b","b","a","b","a","b","a","b","a","c","b","b","a","a","a","c","a","b","b","a","a","a","c","a","c","b","a"
"50","a","c","c","a","a","b","a","b","a","b","b","b","a","a","a","c","c","a","a","c","c","b","b","a","c","a","c","a","b","a","b","b","c","b","a","a","a","b","c","b","b","c","c","a","a","c","b","b","a","c","c","a","a","b","b"
"51","a","a","a","b","a","b","c","a","c","a","c","c","c","a","b","c","b","a","b","a","a","c","b","c","c","b","a","a","b","b","b","a","c","a","a","a","c","b","b","c","c","b","a","b","a","a","a","c","b","b","b","c","a","b","a"
"52","c","c","c","b","a","b","c","b","a","c","c","a","a","a","b","b","c","a","a","a","a","b","a","c","c","b","a","a","b","b","c","a","a","b","a","b","b","a","a","a","a","a","c","b","b","b","c","b","a","a","c","b","a","b","a"
"53","a","c","c","c","a","b","c","a","a","c","c","a","a","a","b","a","a","a","b","a","b","c","c","b","b","a","a","b","a","a","b","c","a","a","b","c","c","c","c","a","c","a","b","a","a","a","c","c","c","b","b","a","c","b","a"
"54","c","a","c","b","a","b","b","a","b","c","a","a","c","b","a","b","b","b","a","c","c","a","a","b","b","a","b","c","c","a","b","b","b","a","c","c","a","c","a","a","c","c","a","c","c","a","b","c","a","b","a","c","b","a","a"
"55","c","a","c","b","a","b","c","c","b","a","c","a","c","b","a","a","c","c","b","a","b","a","b","b","c","c","c","c","a","b","c","a","b","c","a","a","b","a","a","c","b","c","c","a","a","c","a","a","a","a","b","b","c","a","a"
"56","a","a","c","b","a","a","c","c","b","a","b","c","a","a","c","c","b","c","a","c","a","a","c","b","b","b","b","c","b","a","a","a","a","b","c","a","c","a","b","b","a","b","a","b","a","b","a","c","b","c","a","a","b","b","b"
"57","c","a","a","b","c","a","b","c","b","a","b","a","b","a","b","b","c","c","a","a","a","a","b","a","c","b","b","a","c","a","c","b","a","b","a","b","b","c","b","c","c","a","c","a","b","c","c","b","b","a","a","a","c","a","a"
"58","c","a","c","c","a","a","b","c","b","c","a","a","c","b","b","b","b","c","b","a","b","a","a","a","b","c","b","a","b","a","c","a","c","a","b","b","b","b","a","a","c","a","c","b","b","c","b","a","a","a","b","a","c","b","b"
"59","a","c","c","b","b","b","a","c","a","a","a","b","b","a","b","b","a","a","b","a","c","b","a","b","c","a","a","b","a","b","b","a","c","c","a","c","b","a","a","a","a","a","c","b","c","b","b","a","b","a","c","c","a","b","c"
"60","b","a","a","c","a","c","b","b","a","c","b","a","a","b","b","c","a","a","b","a","a","b","c","a","a","a","a","b","b","b","b","b","c","a","a","a","a","c","a","a","b","c","b","a","a","c","c","a","b","b","a","a","c","a","a"
"61","c","a","c","c","a","b","c","b","b","b","c","a","a","b","a","a","c","c","a","b","b","c","c","c","a","b","c","a","a","b","a","a","a","b","a","b","c","c","b","c","c","a","b","c","a","c","c","b","b","a","c","b","c","a","c"
"62","c","a","c","c","a","c","b","b","b","c","b","c","c","b","a","c","a","c","c","a","c","b","c","a","c","b","b","b","a","c","c","a","a","a","b","c","b","c","c","a","a","b","a","a","c","b","c","c","a","a","c","a","c","c","a"
"63","a","c","a","b","b","b","a","c","b","a","c","c","a","b","b","a","a","c","c","a","b","b","a","a","c","c","c","a","a","a","c","a","a","a","b","a","c","c","c","a","b","b","c","a","c","c","c","a","b","a","c","b","c","b","c"
"64","a","a","a","b","b","b","b","c","b","a","c","a","c","b","c","a","b","c","b","b","b","c","b","c","a","b","c","c","c","b","c","a","a","b","a","c","c","c","b","c","a","a","a","a","a","b","c","c","b","b","c","b","b","a","a"
"65","b","a","a","b","a","c","b","c","a","c","b","a","c","b","b","a","a","a","a","a","b","b","c","b","c","c","a","a","a","b","a","c","c","b","a","b","b","a","a","c","c","c","a","b","b","c","a","c","a","a","c","b","b","a","c"
"66","a","c","c","c","a","b","c","c","a","b","a","a","c","a","a","b","b","b","b","a","c","a","c","a","b","a","c","b","b","a","a","b","c","b","c","b","a","c","b","b","c","c","b","b","a","a","a","c","b","b","b","c","b","b","a"
"67","c","a","c","c","a","a","c","c","b","b","a","a","b","b","a","b","c","c","c","c","a","c","a","b","b","b","a","c","a","a","c","b","b","a","b","a","b","c","a","a","a","a","c","b","c","b","c","c","a","b","c","a","a","b","a"
"68","b","c","c","b","b","c","a","c","a","a","c","c","c","b","b","b","a","c","b","a","c","b","c","a","c","c","b","a","b","a","c","c","a","b","c","b","a","c","b","a","c","c","b","b","a","b","a","c","a","c","a","b","a","a","c"
"69","c","a","c","c","a","c","c","c","a","b","c","b","b","a","a","a","c","c","c","b","b","b","c","b","a","c","c","c","a","c","a","c","b","c","b","b","a","c","a","a","a","b","c","c","a","a","b","c","a","c","b","a","c","a","b"
"70","c","a","c","a","a","a","b","b","c","c","b","a","c","b","b","c","c","b","a","a","c","a","a","a","b","a","a","b","a","a","b","b","c","c","a","c","c","c","c","c","c","b","c","a","b","a","a","b","c","a","b","b","c","a","a"
"71","c","a","a","b","a","a","c","a","a","b","a","a","c","b","a","a","c","a","b","c","b","a","c","b","b","c","c","b","b","a","a","a","a","a","a","b","c","c","c","a","c","b","a","a","b","c","c","a","a","a","a","b","c","a","c"
"72","c","c","b","c","a","c","b","c","b","c","a","a","c","b","b","b","b","c","b","a","c","c","c","b","c","b","c","a","b","b","c","a","c","a","a","a","a","c","a","a","b","b","a","a","a","c","a","a","a","c","b","a","a","a","b"
"73","c","b","b","b","a","c","b","a","b","c","c","c","c","a","c","b","b","b","b","b","b","a","c","a","c","c","c","b","b","b","c","a","c","b","a","a","b","c","a","a","b","c","c","c","c","a","a","a","a","b","b","b","c","b","a"
"74","c","a","a","b","b","b","a","c","b","a","c","b","b","b","a","c","b","c","b","c","a","a","a","a","b","b","c","c","b","a","c","a","c","b","b","a","b","b","a","a","b","a","a","a","b","c","b","c","b","a","b","c","c","b","a"
"75","a","a","b","c","a","a","b","a","a","c","b","a","c","b","b","b","c","c","a","a","c","c","b","a","c","b","c","c","b","c","c","c","c","b","b","a","a","c","b","a","b","c","b","a","b","b","c","a","a","a","c","c","c","c","a"
"76","a","c","b","c","a","b","b","c","a","c","c","c","c","c","b","a","a","b","a","a","b","a","c","a","a","c","b","b","c","c","b","b","a","a","a","c","a","a","a","c","c","c","a","a","b","a","a","c","a","a","b","c","b","c","b"
"77","c","a","c","b","c","a","c","a","b","b","b","b","c","b","a","c","b","c","b","c","c","a","b","b","b","c","b","a","b","a","a","c","a","a","c","b","a","c","a","a","a","c","b","b","b","a","b","a","b","a","b","c","c","b","b"
"78","a","c","a","c","a","b","a","c","b","b","c","b","b","a","a","c","a","c","a","a","b","c","a","c","c","c","c","a","a","c","c","a","c","c","a","c","c","b","a","c","b","c","a","b","b","c","a","c","b","a","b","b","b","b","c"
"79","c","b","b","c","a","c","b","a","b","c","b","a","a","a","b","c","c","c","b","a","c","c","c","a","b","a","b","c","a","a","a","a","b","b","b","b","b","c","a","a","c","c","b","a","a","a","b","a","a","c","b","a","c","b","b"
"80","b","b","c","c","a","c","a","c","a","b","b","a","a","b","a","a","c","a","b","b","b","a","c","a","a","c","b","c","c","a","b","a","b","a","a","b","a","c","a","b","c","b","c","a","a","c","a","b","b","c","a","b","c","a","a"
"81","a","c","b","b","b","b","a","a","b","a","b","c","c","b","c","c","a","c","b","a","b","c","c","b","a","c","c","c","b","c","c","c","c","a","b","c","b","b","b","a","a","a","a","b","c","a","a","a","b","a","b","b","c","a","c"
"82","b","c","c","c","a","c","c","a","a","b","b","a","b","a","a","b","c","c","b","b","c","a","b","b","a","c","b","c","b","c","a","a","c","b","b","b","b","b","b","a","c","a","c","b","a","b","b","b","a","c","c","b","c","a","c"
"83","a","c","a","c","b","b","a","a","a","a","c","b","c","b","c","c","a","b","b","b","a","c","a","b","a","b","b","c","b","a","c","a","a","a","c","c","c","c","b","b","a","a","b","a","a","b","a","a","a","a","c","b","c","b","a"
"84","a","a","a","b","c","b","c","c","b","b","a","b","a","b","a","b","a","a","b","c","c","c","a","b","b","a","a","c","b","a","b","a","c","a","a","b","a","c","b","a","a","b","c","b","c","b","a","a","b","b","c","c","c","b","a"
"85","a","a","c","c","a","b","b","b","b","a","c","a","a","b","b","b","b","c","b","a","b","c","b","b","c","c","c","a","a","b","b","c","a","a","c","c","a","a","a","c","c","c","b","b","b","a","a","c","a","a","b","b","b","b","c"
"86","a","c","c","c","a","b","c","b","a","b","b","b","c","b","a","a","b","b","b","c","b","a","c","a","b","b","b","a","b","a","c","a","c","a","c","a","c","a","a","b","b","b","a","c","a","c","a","a","a","b","c","b","c","b","a"
"87","a","a","a","b","b","b","b","c","b","a","c","a","a","b","c","c","c","a","b","b","a","a","c","a","a","a","c","a","a","a","b","a","c","c","b","b","b","b","b","c","c","a","a","b","b","b","c","c","b","a","c","c","c","b","b"
"88","a","a","c","c","a","c","b","a","b","c","a","c","a","a","b","b","a","c","c","a","c","b","b","a","c","a","a","c","c","c","b","c","c","a","b","c","a","c","b","a","a","b","b","a","b","b","a","c","c","a","a","b","a","b","c"
"89","c","a","a","b","a","c","b","c","a","c","c","a","c","a","a","b","c","c","a","b","b","a","a","c","a","b","c","c","a","c","c","c","c","a","c","a","b","b","b","c","a","a","a","b","b","b","b","c","b","a","b","a","a","a","a"
"90","c","a","c","a","a","c","b","a","c","a","a","b","c","c","a","b","a","c","a","a","a","b","c","c","c","b","a","b","b","b","c","c","c","a","a","a","b","b","b","c","b","a","a","c","b","c","b","c","c","a","c","c","c","a","a"
"91","c","a","a","b","a","b","c","a","b","a","c","a","a","a","c","a","c","c","a","b","c","b","b","a","a","b","b","c","a","a","c","a","b","a","a","c","b","c","c","c","c","a","c","a","b","b","c","b","b","a","a","a","a","a","a"
"92","c","b","b","c","b","a","a","c","a","a","b","b","b","c","c","b","a","a","a","b","c","c","c","a","b","a","a","b","c","a","a","b","a","b","c","b","b","a","c","b","a","b","c","a","a","b","a","a","a","c","c","c","a","b","b"
"93","c","a","a","c","a","b","a","c","a","c","c","a","a","b","b","b","b","c","a","a","c","a","c","b","c","a","c","a","a","a","b","c","c","a","c","c","a","a","c","a","a","b","a","b","c","a","a","b","a","b","a","c","a","b","a"
"94","a","c","c","b","a","b","b","b","a","b","c","a","c","c","a","a","b","c","b","a","b","b","a","b","a","c","b","a","b","a","a","c","c","b","a","b","a","a","a","a","c","c","a","c","b","c","a","c","c","a","a","c","c","a","a"
"95","a","c","a","a","b","a","a","b","a","a","c","b","c","a","b","c","c","b","a","a","a","a","c","a","a","c","b","b","b","a","b","a","b","a","b","c","a","a","a","b","c","b","b","a","a","b","a","b","b","a","a","b","b","a","b"
"96","c","c","c","b","a","c","b","c","c","a","b","a","b","b","a","a","b","b","a","a","a","a","b","b","a","a","a","c","c","a","a","b","a","c","a","c","a","b","c","c","b","b","b","c","a","a","a","b","b","c","a","b","b","a","b"
"97","a","c","b","a","b","c","c","b","a","c","c","a","c","b","a","b","b","c","c","b","a","a","b","b","a","c","a","b","c","a","c","b","a","b","c","b","a","b","c","c","a","b","b","b","c","b","a","b","c","a","c","a","b","b","c"
"98","a","c","b","a","b","a","b","b","a","a","a","b","b","a","c","a","a","c","a","a","a","a","b","a","b","a","a","a","a","c","c","a","a","b","b","c","a","c","a","b","c","a","a","a","a","c","a","b","a","c","c","b","c","b","c"
"99","c","b","a","a","a","c","b","b","b","a","c","c","b","c","a","c","a","c","b","c","c","b","b","a","c","b","a","b","b","c","a","b","b","c","a","b","a","b","b","b","b","a","c","c","a","c","b","b","b","a","c","a","c","c","b"
