"subject_id","X0__0","X1__0","X2__0","X3__0","X4__0","X0__1","X1__1","X2__1","X3__1","X4__1","X0__2","X1__2","X2__2","X3__2","X4__2","X0__3","X1__3","X2__3","X3__3","X4__3","X0__4","X1__4","X2__4","X3__4","X4__4","X0__5","X1__5","X2__5","X3__5","X4__5","X0__6","X1__6","X2__6","X3__6","X4__6","X0__7","X1__7","X2__7","X3__7","X4__7","X0__8","X1__8","X2__8","X3__8","X4__8","X0__9","X1__9","X2__9","X3__9","X4__9","X0__10","X1__10","X2__10","X3__10","X4__10"
"33","b","b","c","c","a","c","c","a","c","a","c","c","a","c","b","a","b","b","b","a","a","c","a","c","c","c","b","b","b","a","c","b","a","c","a","c","b","b","b","a","a","b","a","c","a","a","b","b","c","c","c","b","a","c","a"
"34","c","c","a","b","a","c","c","b","b","b","a","b","a","c","c","a","a","a","b","a","c","a","a","c","a","b","a","b","c","c","c","a","a","c","a","b","a","c","c","a","c","b","a","c","a","c","c","a","a","a","b","b","a","c","a"
"35","b","b","b","c","a","b","a","c","c","a","c","a","c","c","a","b","b","a","b","a","c","a","a","a","a","b","c","b","c","a","b","a","a","c","b","c","b","b","c","a","b","c","c","c","b","a","a","a","b","c","c","c","b","b","c"
"36","c","c","a","a","b","a","b","b","c","a","a","a","a","b","a","b","b","b","c","a","c","c","c","c","c","b","b","c","c","a","c","c","c","c","a","a","b","c","c","a","c","b","c","b","a","a","b","c","b","a","c","c","a","c","b"
"37","b","b","c","b","b","c","b","c","c","a","a","b","c","c","a","c","b","a","b","a","a","b","b","a","a","c","b","a","c","a","c","b","b","b","a","a","c","c","c","b","c","c","c","c","a","c","a","c","b","c","b","a","c","b","b"
"38","b","b","b","b","a","a","b","a","c","a","c","b","b","c","a","a","b","c","c","a","c","a","b","c","a","b","c","c","b","a","a","b","b","a","a","c","c","a","c","c","a","c","a","c","b","b","b","b","b","a","a","b","a","a","a"
"39","b","b","b","a","a","c","b","c","c","a","a","c","a","c","c","a","c","b","c","a","b","b","a","c","a","a","c","b","c","c","c","c","a","b","c","c","c","b","a","b","b","a","a","b","a","c","b","c","c","c","b","c","c","b","b"
"40","b","a","b","b","b","c","b","a","c","a","a","b","b","b","a","c","b","a","a","b","b","a","a","c","c","c","c","b","b","a","c","a","c","c","a","b","c","b","b","a","c","b","c","c","a","c","c","a","c","b","a","c","a","c","a"
"41","c","c","b","b","b","b","b","a","c","c","a","b","b","c","a","b","a","a","c","a","c","c","b","c","c","c","c","a","c","a","b","b","a","c","c","b","c","b","c","b","c","b","a","c","a","b","c","b","c","b","c","a","a","c","a"
"42","b","c","c","b","b","c","c","c","c","c","b","a","c","c","a","c","a","b","b","c","b","a","c","c","a","b","a","c","c","a","c","a","a","c","a","b","b","b","b","c","b","b","c","a","a","c","b","c","c","a","b","b","c","c","c"
"43","b","b","b","a","b","a","c","a","c","c","c","a","a","b","a","b","a","a","c","a","b","c","a","c","c","c","c","b","b","a","a","c","a","a","a","c","b","b","c","a","a","a","a","c","a","b","b","b","b","a","c","c","a","c","b"
"44","b","b","c","a","a","c","b","c","c","a","b","b","c","c","a","c","b","a","c","a","c","b","b","c","a","c","c","a","c","a","b","a","b","b","a","c","b","a","c","c","a","a","b","b","a","a","b","c","c","a","a","b","c","b","a"
"45","b","b","b","b","a","c","a","a","a","a","b","b","a","c","a","b","a","b","b","c","c","a","a","c","a","c","a","a","c","c","c","b","b","c","a","b","a","c","b","a","a","b","c","a","a","b","b","c","b","a","a","b","a","c","a"
"46","b","b","a","a","a","a","b","a","c","a","c","b","b","c","a","b","c","a","c","c","c","c","b","c","b","b","b","a","b","a","c","b","a","c","a","a","a","a","c","a","b","c","a","b","b","c","b","a","c","c","a","b","b","b","a"
"47","c","c","a","b","a","a","b","c","c","a","c","a","a","b","a","b","a","b","c","a","c","b","a","c","a","b","b","b","b","a","c","b","a","c","a","c","b","a","b","a","c","c","c","a","b","b","b","c","a","a","c","b","c","c","a"
"48","c","c","a","c","a","a","b","b","c","a","a","c","a","b","c","c","c","a","c","a","c","b","b","c","a","a","c","a","b","a","a","b","b","b","a","a","a","c","c","a","c","a","c","b","a","a","b","b","a","c","c","c","a","c","b"
"49","b","b","c","b","b","c","c","c","c","c","b","b","c","b","a","a","b","c","c","a","a","c","c","c","c","c","c","c","b","a","a","c","c","b","a","c","a","b","c","a","b","c","c","c","b","c","b","c","c","c","b","b","a","b","a"
"50","b","b","c","a","a","c","b","c","c","a","c","b","a","b","a","b","b","a","a","c","a","c","a","b","a","b","c","b","c","a","c","b","a","b","a","a","b","b","a","a","c","c","a","c","c","a","b","b","c","a","a","b","b","c","a"
"51","b","c","b","b","b","c","b","a","a","a","b","c","b","c","c","c","c","c","b","a","b","c","c","c","a","b","b","c","c","a","a","c","c","b","a","c","b","c","c","a","b","c","a","c","b","b","b","b","a","c","c","c","c","c","b"
"52","b","b","c","b","a","a","b","a","c","a","b","c","b","b","c","a","c","a","c","a","c","b","b","b","a","b","b","a","a","a","c","b","a","a","a","c","a","b","c","a","b","c","c","c","a","a","b","c","b","a","c","b","a","a","a"
"53","b","b","c","b","b","c","b","c","c","a","b","b","a","b","a","a","b","b","c","c","c","b","c","b","c","b","c","c","c","c","c","a","c","b","a","a","b","c","c","a","c","a","a","c","a","a","b","a","c","c","c","a","b","c","b"
"54","b","a","b","a","a","a","b","c","b","a","c","b","a","c","a","b","c","b","b","c","c","c","c","b","a","c","c","c","a","a","b","c","c","c","a","c","b","a","c","a","a","b","a","b","a","a","c","b","c","c","c","c","a","b","b"
"55","c","c","a","b","a","b","c","b","c","c","c","b","a","b","a","b","c","a","c","b","c","a","b","a","a","c","b","c","c","a","b","b","c","b","a","b","c","c","a","b","c","b","c","c","a","a","b","b","b","a","a","a","a","c","a"
"56","a","b","b","a","b","c","a","a","c","a","a","a","b","c","a","b","c","c","c","c","c","a","c","c","a","c","c","c","b","a","a","b","a","c","c","c","c","a","c","b","c","b","b","b","a","c","b","c","a","a","a","b","c","b","c"
"57","b","b","c","a","b","a","c","c","c","c","c","a","c","c","a","a","a","b","c","a","b","b","c","b","b","c","b","c","c","a","b","c","c","b","b","a","b","c","a","a","a","c","c","c","b","c","b","c","c","c","b","b","c","c","a"
"58","b","c","a","c","a","c","b","b","b","a","a","c","a","a","a","b","a","b","a","a","c","b","c","a","a","b","a","c","b","a","a","a","a","a","a","b","c","b","c","a","c","c","a","c","a","b","c","b","a","c","c","b","c","c","a"
"59","c","c","a","b","a","a","c","b","c","a","c","b","a","a","a","b","c","b","b","c","a","b","c","b","a","c","b","a","b","a","b","a","a","a","c","a","b","c","c","a","b","c","a","b","a","c","b","b","a","c","b","b","a","c","a"
"60","c","a","a","b","b","c","a","a","c","a","c","b","a","b","a","b","c","a","c","c","b","b","a","c","a","b","a","b","c","a","c","b","a","b","a","b","c","b","c","a","a","b","a","b","a","c","c","a","c","a","a","a","b","b","a"
"61","c","c","c","b","a","b","b","c","c","a","c","b","b","b","a","b","b","a","c","a","b","b","c","b","a","c","c","c","a","a","c","c","c","c","a","b","c","a","b","c","b","b","a","a","a","c","b","a","a","a","b","b","b","c","a"
"62","b","b","c","a","b","c","c","c","b","c","b","b","c","c","b","a","b","c","b","a","a","c","c","c","b","b","c","c","c","a","b","c","c","b","a","c","b","c","a","a","b","b","b","c","a","a","b","a","c","a","b","c","a","b","a"
"63","c","c","b","b","a","b","c","a","c","a","a","a","b","c","a","c","b","a","b","a","c","b","b","a","a","c","b","a","c","a","b","a","b","b","a","c","a","a","c","a","b","b","b","c","a","a","c","c","b","c","a","c","a","c","a"
"64","c","c","c","c","b","b","b","b","c","a","a","b","a","c","a","b","b","b","b","a","b","b","a","c","a","c","b","b","c","a","b","b","a","b","a","c","c","a","c","c","b","b","b","b","a","a","b","a","c","a","c","c","a","c","a"
"65","b","b","c","a","b","c","c","c","c","a","c","b","c","c","a","b","a","c","b","a","c","a","c","a","a","a","b","c","b","a","c","a","b","c","a","b","a","a","b","a","c","a","b","c","a","b","b","a","c","a","a","b","b","c","a"
"66","c","c","a","b","a","c","b","b","b","a","b","b","a","c","a","c","b","b","c","a","b","c","a","c","a","c","b","a","b","a","b","b","a","a","a","c","c","c","c","c","b","b","a","b","a","c","c","b","b","c","b","c","a","c","c"
"67","c","c","a","b","a","a","a","a","c","a","c","b","a","b","a","b","b","a","c","a","a","b","b","b","a","b","b","a","c","a","b","b","b","c","a","a","c","a","c","a","c","a","b","b","a","b","a","a","b","a","b","c","b","c","c"
"68","b","b","c","b","a","c","b","c","b","a","a","b","a","a","a","c","c","a","c","a","b","c","b","c","a","b","a","a","c","a","c","a","a","c","c","a","b","b","b","b","a","c","a","c","c","c","b","a","c","a","b","b","b","c","a"
"69","c","c","a","c","a","c","b","b","c","c","b","b","a","c","a","a","c","a","b","c","c","b","b","c","a","a","c","a","b","c","c","c","a","c","a","a","a","b","c","a","c","a","a","c","a","a","b","b","c","a","c","c","c","b","b"
"70","c","c","a","a","b","c","b","a","c","c","c","b","a","b","a","b","b","a","a","a","c","c","a","c","a","a","b","a","c","a","c","b","b","b","a","a","b","c","a","a","c","b","c","c","a","a","c","a","c","a","c","a","c","c","a"
"71","b","a","b","c","a","c","c","a","c","c","b","c","b","c","a","c","b","a","c","a","b","c","a","c","c","c","c","b","b","b","c","b","a","c","c","b","c","b","a","c","a","b","c","a","a","c","a","c","c","b","a","c","c","a","c"
"72","c","c","b","b","a","c","a","a","a","a","a","b","b","c","b","c","c","c","b","c","a","b","a","a","b","a","b","b","c","c","c","c","a","b","b","b","a","b","b","c","c","b","a","c","a","b","b","b","c","a","a","b","c","b","a"
"73","b","b","c","b","a","c","b","c","a","a","b","c","c","a","a","c","b","b","c","a","a","a","a","c","c","b","b","b","c","a","a","c","a","c","c","c","b","b","b","a","a","c","c","c","a","c","c","c","b","a","a","a","c","c","a"
"74","c","c","a","b","a","a","b","b","c","a","c","b","a","c","a","b","b","a","c","a","c","a","b","b","a","a","c","a","a","c","a","c","b","c","b","c","b","a","c","a","a","a","a","b","a","c","c","a","b","a","c","b","b","c","a"
"75","c","c","c","b","a","b","c","b","a","a","c","b","c","c","a","a","b","a","a","a","b","b","b","c","a","c","c","c","b","a","b","b","c","c","a","c","b","c","c","a","b","c","c","c","c","c","a","c","c","a","c","a","c","b","a"
"76","c","c","a","a","a","a","a","b","b","a","b","b","c","c","c","c","b","a","c","a","a","b","a","c","a","b","b","b","b","a","c","b","c","c","a","c","a","c","b","a","a","b","c","c","a","c","b","c","b","a","c","b","c","a","a"
"77","b","b","c","b","a","c","c","c","c","a","c","b","b","c","c","a","b","c","c","a","c","c","c","a","b","a","c","c","b","c","c","b","c","b","a","a","b","a","c","a","c","c","a","b","a","a","b","b","b","c","c","b","c","a","a"
"78","c","c","b","c","a","b","a","a","b","a","c","b","b","b","b","c","c","a","c","a","b","b","b","c","a","b","a","a","c","a","a","b","b","b","a","c","b","a","c","a","b","b","b","c","c","c","b","a","c","a","a","b","a","c","a"
"79","c","c","a","b","b","a","a","b","c","a","c","c","a","c","a","b","b","b","b","a","c","b","c","c","a","c","c","c","b","c","c","b","b","a","a","b","c","a","c","a","c","a","a","b","b","c","a","a","c","c","a","a","b","b","a"
"80","c","a","b","b","b","a","c","a","c","a","c","a","b","b","a","b","c","c","c","c","c","b","c","c","a","c","b","c","b","a","a","c","c","a","a","c","b","c","b","a","c","b","c","c","a","a","b","c","c","a","c","b","b","b","a"
"81","c","c","a","b","b","a","b","b","a","c","b","b","a","a","a","c","c","a","a","c","b","b","b","c","a","b","b","a","b","a","b","b","b","b","a","b","c","a","c","c","a","c","b","b","b","c","b","c","a","c","b","b","c","a","a"
"82","c","a","b","c","b","a","a","a","c","a","a","c","b","b","b","c","a","a","c","a","c","b","a","c","a","b","c","b","c","a","a","b","c","c","a","a","b","c","b","a","a","b","c","c","a","a","b","c","c","a","c","c","c","c","a"
"83","c","a","b","c","a","a","a","c","b","a","a","b","c","c","a","c","b","a","c","a","b","a","b","c","a","c","a","a","b","a","b","b","b","b","a","a","b","a","a","a","c","a","a","c","c","b","b","a","b","a","a","b","b","c","a"
"84","b","c","a","a","a","b","b","b","c","a","c","b","a","b","a","b","b","b","a","a","c","b","a","c","a","b","c","b","a","c","b","c","c","c","a","c","b","c","b","a","a","c","a","c","a","b","c","b","c","a","c","c","a","c","a"
"85","c","a","b","a","b","b","b","a","c","a","c","b","b","c","a","a","c","a","b","a","a","b","b","c","a","c","b","a","b","a","b","c","b","c","b","c","b","a","b","a","b","b","b","c","a","c","b","c","b","a","a","c","b","a","c"
"86","a","b","c","a","a","a","b","c","a","a","c","a","b","c","a","a","a","c","c","a","a","b","c","c","a","b","c","c","a","a","c","c","c","c","b","a","a","c","c","a","c","a","c","c","c","b","a","c","c","b","b","b","a","c","a"
"87","c","c","a","c","b","b","b","a","c","c","b","b","b","b","a","b","b","a","c","a","c","c","b","c","b","c","c","a","c","a","a","b","b","b","b","c","b","a","c","a","b","b","b","b","a","c","b","c","c","a","b","c","c","b","a"
"88","c","c","a","c","a","b","b","a","c","a","a","c","b","b","b","c","b","a","c","a","a","b","b","b","a","c","c","c","c","a","a","b","c","c","a","a","b","c","b","a","b","b","c","c","a","b","c","c","c","b","c","b","c","c","a"
"89","c","a","b","a","a","b","b","a","c","a","a","c","a","b","b","b","a","b","c","a","c","b","a","c","c","c","c","a","b","b","b","c","b","a","a","c","b","c","c","a","b","a","c","b","a","c","b","c","c","a","b","a","c","b","a"
"90","b","b","c","b","a","a","b","b","a","a","c","b","c","c","a","c","b","c","b","a","c","b","c","c","a","b","a","a","b","c","c","c","a","c","a","c","b","a","c","c","c","b","b","c","a","b","b","a","b","a","c","b","b","a","a"
"91","c","a","b","c","a","b","c","c","b","c","c","a","c","c","b","b","a","c","b","a","b","b","c","b","a","c","b","c","c","a","c","c","c","b","a","b","c","a","c","a","a","c","b","b","b","a","c","a","c","a","b","c","b","b","a"
"92","b","a","b","b","b","c","a","c","a","a","b","b","a","a","a","c","c","b","b","b","a","b","a","c","c","b","b","b","c","a","a","b","a","b","a","b","b","b","c","a","a","a","a","b","a","c","a","b","a","a","b","a","a","c","a"
"93","c","c","b","c","b","c","a","a","b","a","b","b","b","b","a","c","a","a","a","a","a","b","b","b","a","c","b","c","a","a","a","b","c","c","a","c","b","c","c","a","a","b","c","c","a","c","b","c","c","a","c","c","c","c","a"
"94","b","c","a","b","b","a","b","b","c","a","c","c","a","b","a","b","c","b","a","a","c","c","a","c","a","a","c","b","c","c","c","b","c","b","a","c","b","a","c","a","b","b","a","c","a","c","c","a","c","c","c","c","b","b","a"
"95","c","c","b","b","a","b","b","a","c","a","c","b","b","c","a","b","a","a","c","a","b","a","a","c","a","a","b","b","c","a","c","a","a","c","a","a","b","b","b","c","b","c","a","b","a","c","b","b","c","a","a","a","a","a","a"
"96","b","b","c","c","b","a","b","c","b","a","b","c","c","c","c","c","a","a","c","a","a","c","b","b","c","c","a","c","c","a","a","a","b","b","b","c","b","c","a","a","a","c","c","c","c","c","c","c","b","b","b","b","c","c","a"
"97","c","c","a","c","a","b","c","b","c","a","a","b","a","c","a","c","b","b","b","a","a","c","c","a","b","c","b","c","c","c","b","b","a","b","a","a","b","a","c","a","b","a","b","c","c","c","a","a","b","a","c","a","a","c","a"
"98","c","c","a","c","a","c","c","b","a","a","a","c","a","c","a","c","b","b","c","a","b","b","a","c","a","a","c","b","c","a","a","c","a","b","b","c","c","b","a","c","b","c","a","c","a","a","b","b","c","a","c","b","a","b","a"
"99","b","a","c","b","a","c","b","c","a","a","b","c","b","c","c","c","b","a","b","a","b","b","a","b","a","c","c","a","c","b","c","a","b","c","a","a","a","c","c","a","c","a","c","c","b","b","a","c","b","a","c","a","a","c","c"
"100","b","b","c","b","a","c","b","a","a","a","b","b","b","c","a","b","c","a","b","b","c","b","a","c","a","c","c","a","b","a","a","c","a","a","b","a","b","b","c","a","c","b","a","a","a","b","b","b","c","a","a","c","a","c","a"
"101","b","c","b","b","a","c","b","a","c","c","c","b","b","c","a","b","b","a","b","c","c","a","b","a","a","b","c","a","c","b","c","b","b","c","a","c","b","a","b","a","a","b","b","c","a","b","c","a","c","a","a","b","b","b","a"
"102","b","a","c","c","a","c","b","a","c","a","b","c","b","b","a","c","c","a","b","a","b","c","a","c","a","a","b","a","c","a","b","b","c","c","a","c","c","c","c","b","c","b","c","c","a","b","b","a","b","a","a","a","b","c","a"
"103","c","a","a","b","a","c","c","a","c","c","b","a","b","c","a","c","b","c","c","a","b","b","c","c","a","c","c","a","c","a","c","b","b","b","c","b","b","a","a","a","a","b","b","c","a","c","b","a","c","a","b","b","a","c","a"
"104","b","b","c","b","a","c","b","c","c","a","a","b","c","b","a","a","a","c","c","a","c","b","a","c","a","a","b","b","b","a","c","b","a","c","a","b","c","b","c","b","c","c","c","c","c","b","c","c","b","b","c","b","c","c","a"
"105","c","c","a","c","b","b","b","b","c","c","a","c","a","b","b","c","b","a","a","a","b","c","b","c","a","c","b","a","c","a","b","c","b","b","b","c","b","a","a","a","a","c","a","b","c","b","a","b","a","a","c","b","a","b","c"
"106","c","c","c","c","a","b","b","c","c","b","c","b","a","c","a","c","a","a","c","a","c","a","b","b","b","a","b","a","c","c","b","b","b","c","a","c","c","a","b","a","a","b","b","a","a","b","c","a","a","a","a","b","b","b","a"
"107","c","c","c","b","b","b","b","c","c","a","a","b","a","c","a","b","c","b","c","c","c","b","a","b","a","a","b","a","c","a","c","b","b","c","a","a","c","c","c","c","c","c","c","c","a","b","b","c","b","a","c","b","b","a","a"
"108","c","c","a","a","c","b","a","c","c","a","c","b","c","b","a","b","c","a","a","c","c","b","b","c","a","b","b","c","c","a","c","c","c","c","a","a","b","c","b","a","a","c","a","a","b","c","b","a","b","c","a","b","a","c","a"
"109","b","b","c","b","a","c","b","c","c","a","c","c","b","c","b","a","b","a","c","a","a","b","b","a","a","b","b","c","c","a","c","b","a","b","a","c","a","b","c","a","b","b","a","b","a","c","c","a","a","b","a","b","a","c","c"
"110","c","a","a","c","b","b","a","a","b","a","b","b","b","a","c","c","c","c","c","b","c","b","a","c","c","b","b","b","b","a","c","c","a","a","a","a","b","b","c","a","c","b","a","b","a","b","b","b","a","a","a","b","c","c","a"
"111","b","b","b","a","b","c","a","c","c","a","b","b","c","b","a","c","c","c","a","a","b","b","c","c","a","a","b","c","b","a","b","b","c","c","a","c","b","c","b","a","a","c","c","c","a","a","b","c","b","a","c","c","c","a","a"
"112","c","c","a","a","b","b","b","a","c","c","c","b","b","c","a","b","c","a","b","b","a","b","b","a","a","a","c","a","c","c","a","b","a","b","a","b","c","a","c","c","b","b","b","b","a","c","b","a","c","a","b","b","b","b","a"
"113","b","c","a","b","b","a","b","b","b","a","b","b","a","c","a","b","b","b","b","a","b","c","a","c","a","c","c","a","c","a","b","a","a","a","b","c","c","b","c","c","b","b","a","c","a","a","a","a","c","a","c","a","b","c","a"
"114","b","b","c","c","a","c","c","a","c","c","c","b","b","b","a","b","b","c","a","a","c","a","c","c","c","b","b","c","b","a","a","b","c","a","a","b","b","c","a","a","c","b","c","c","a","a","c","c","b","a","a","b","c","c","a"
"115","b","b","c","c","a","c","a","a","b","a","b","b","b","c","a","c","c","b","c","b","c","b","a","b","c","c","c","b","c","a","c","b","a","b","a","a","b","a","c","a","c","c","b","b","c","a","a","c","a","b","b","b","c","c","c"
"116","b","b","c","b","a","c","c","a","c","b","a","b","b","c","a","c","a","a","c","a","a","a","b","b","a","b","b","c","c","a","c","b","c","b","a","b","b","c","a","a","b","a","c","c","a","a","a","c","b","a","b","b","c","c","a"
