"subject_id","X0__0","X1__0","X2__0","X3__0","X4__0","X0__1","X1__1","X2__1","X3__1","X4__1","X0__2","X1__2","X2__2","X3__2","X4__2","X0__3","X1__3","X2__3","X3__3","X4__3","X0__4","X1__4","X2__4","X3__4","X4__4","X0__5","X1__5","X2__5","X3__5","X4__5","X0__6","X1__6","X2__6","X3__6","X4__6","X0__7","X1__7","X2__7","X3__7","X4__7","X0__8","X1__8","X2__8","X3__8","X4__8","X0__9","X1__9","X2__9","X3__9","X4__9","X0__10","X1__10","X2__10","X3__10","X4__10"
"10","b","c","b","a","c","a","b","a","c","c","c","a","a","b","c","a","a","a","c","a","c","c","a","a","c","b","c","a","b","b","a","a","c","c","c","b","b","b","b","a","c","a","c","c","c","b","a","b","a","a","c","c","c","a","b"
"11","b","c","a","a","b","c","b","a","c","a","b","c","a","b","a","a","c","c","c","b","a","c","b","c","a","c","a","a","c","c","a","c","a","b","b","c","c","a","c","c","a","c","a","b","a","b","c","a","c","a","c","b","a","a","c"
"12","b","a","a","a","a","c","b","c","c","a","b","c","b","b","a","c","a","c","c","c","b","c","c","c","a","c","a","b","a","a","a","b","c","a","a","b","b","b","c","c","b","c","b","b","c","c","c","b","a","b","a","b","b","c","c"
"13","c","b","b","c","b","b","c","c","c","c","c","c","c","b","a","a","a","c","c","a","c","b","c","b","c","b","c","b","c","a","c","b","c","a","c","b","b","b","c","a","c","b","b","b","a","a","b","a","c","b","b","c","a","c","a"
"14","b","b","c","b","b","c","b","b","c","c","a","c","c","c","a","c","b","b","c","a","b","b","a","b","a","b","c","a","a","a","c","c","b","c","b","a","b","c","a","c","b","c","c","c","a","c","c","b","c","a","a","c","c","c","a"
"15","c","b","a","a","b","c","c","b","c","c","b","c","c","c","a","a","c","b","a","a","b","a","a","c","a","c","a","b","c","a","b","c","a","a","c","c","c","b","a","b","a","b","a","c","c","c","b","a","c","a","b","b","a","b","c"
"16","b","a","a","a","b","b","c","a","c","c","c","c","a","b","b","b","b","a","c","c","c","b","a","b","b","b","c","a","b","c","c","b","a","c","a","b","c","b","c","b","c","a","a","a","c","b","c","a","c","c","c","a","a","b","c"
"17","b","b","b","a","b","b","b","a","c","b","c","a","a","a","c","b","c","a","b","a","c","c","a","c","a","b","c","a","c","a","b","c","a","a","b","c","c","b","c","a","b","a","a","c","a","c","a","a","c","a","b","b","a","a","b"
"18","b","b","b","a","b","c","c","a","c","a","b","b","a","a","b","c","c","b","c","c","b","a","c","c","c","a","b","b","c","a","c","c","c","c","a","b","c","c","c","a","c","c","c","a","b","b","a","b","c","c","c","c","b","a","b"
"19","b","c","b","a","b","c","b","a","a","c","a","b","a","a","c","c","c","a","a","a","a","b","a","a","a","a","a","a","b","b","c","c","a","c","b","c","c","a","c","a","b","c","b","a","a","c","a","c","b","a","b","a","b","b","a"
"20","b","c","a","b","c","c","c","a","c","a","a","a","a","c","a","a","b","a","a","a","c","b","a","a","c","b","b","b","c","a","c","a","a","a","b","b","c","a","a","c","b","c","a","c","a","c","c","a","c","a","b","a","a","a","c"
"21","b","a","a","c","b","c","b","a","a","b","b","c","a","b","c","c","c","c","c","b","b","a","c","a","c","c","b","a","a","b","a","b","c","c","c","c","b","b","b","a","b","b","b","b","a","c","c","c","c","c","a","c","b","a","a"
"22","b","a","a","a","b","c","b","a","b","b","b","b","c","c","c","c","b","c","a","a","b","c","b","c","a","c","c","a","c","a","a","c","a","b","b","b","b","a","c","c","c","a","b","c","b","b","a","a","c","a","b","a","a","a","a"
"23","b","b","c","b","b","c","b","c","c","c","a","b","b","c","b","c","b","a","a","c","b","b","a","c","b","c","b","a","a","c","b","b","b","c","a","c","c","a","a","a","b","c","b","c","b","c","c","c","b","a","b","b","c","c","c"
"24","b","a","a","a","b","c","a","a","a","a","b","b","a","c","a","c","b","a","a","a","a","a","a","c","b","c","c","a","b","b","b","b","a","c","c","a","b","a","b","a","c","b","a","c","c","b","c","a","c","a","b","c","b","c","a"
"25","b","a","a","a","b","b","c","a","a","c","c","b","a","b","a","b","c","a","c","a","c","a","a","b","a","b","b","a","c","b","b","a","a","c","c","c","c","a","b","b","b","a","a","c","c","c","c","a","a","c","b","a","c","c","c"
"26","b","b","c","a","b","c","b","b","c","c","b","c","a","c","a","c","c","a","b","a","b","a","a","c","a","b","a","a","c","a","c","a","a","b","a","b","a","a","c","a","c","b","a","c","a","a","c","a","b","a","c","a","a","b","c"
"27","c","b","c","b","a","b","b","c","b","a","b","a","b","b","c","c","c","c","a","c","b","b","b","a","b","b","b","b","a","a","c","b","a","c","c","b","c","b","c","a","c","a","b","b","c","a","b","a","c","a","b","b","a","b","b"
"28","b","a","a","a","b","b","c","a","c","c","c","a","a","b","c","a","a","b","b","a","b","a","a","b","a","c","b","a","c","a","b","b","b","a","b","c","b","c","a","b","b","c","c","c","a","c","c","b","a","a","b","a","a","c","c"
"29","b","c","b","a","c","c","b","c","c","a","a","b","c","a","a","c","b","c","b","a","a","c","b","b","c","c","a","a","a","a","b","b","a","a","a","c","b","a","c","a","b","b","a","b","c","a","c","a","b","a","b","b","b","c","a"
"30","b","c","b","a","c","c","b","c","a","b","b","b","c","a","c","c","a","b","a","b","b","c","a","b","c","c","a","a","c","a","a","a","a","c","a","a","b","a","a","a","b","c","a","c","a","b","c","a","a","b","c","a","b","c","c"
"31","b","b","c","b","a","c","b","c","c","a","b","c","b","c","a","c","c","a","b","b","a","a","a","c","c","c","a","c","b","a","b","c","b","c","a","c","a","a","b","a","c","c","a","a","c","a","c","a","a","a","b","a","a","c","a"
"32","b","a","a","a","b","b","c","c","a","c","c","a","a","a","c","b","a","a","c","a","c","b","a","a","a","a","b","b","a","a","c","b","c","c","a","b","c","a","b","a","c","a","a","b","a","b","a","a","c","a","b","a","b","c","a"
"33","b","b","a","a","a","c","b","a","c","c","c","c","a","b","a","a","c","b","c","a","b","b","c","b","a","c","c","c","c","a","b","c","c","c","a","c","c","b","b","b","b","a","a","b","a","b","b","a","b","a","c","b","b","c","a"
"34","b","a","a","a","b","c","c","b","c","c","b","c","a","c","a","a","b","a","c","a","c","a","a","a","b","b","c","c","c","c","c","c","b","b","b","b","b","b","a","c","b","c","a","b","a","c","c","a","b","b","b","b","a","c","b"
"35","b","a","a","c","a","b","a","a","b","a","c","c","a","c","a","b","c","a","b","a","c","a","a","c","a","a","c","a","c","b","c","c","b","c","c","b","a","a","c","a","b","c","b","c","a","c","a","a","a","a","b","c","a","c","b"
"36","b","a","a","a","b","c","c","c","a","c","b","b","b","a","c","c","b","c","c","a","b","c","c","c","a","c","b","a","b","a","b","b","c","c","b","c","b","a","c","a","a","a","a","c","c","b","b","b","c","c","a","a","b","b","c"
"37","b","b","b","a","b","b","a","c","c","c","c","c","b","a","a","b","b","c","c","c","c","b","c","a","b","b","c","b","c","a","c","c","a","c","b","a","c","a","a","b","b","a","b","c","a","c","a","c","c","a","b","a","c","c","a"
"38","b","a","a","c","a","a","b","a","c","c","a","b","a","a","a","c","b","a","c","b","b","c","a","c","b","c","b","c","c","c","c","c","b","a","a","b","a","c","b","c","c","a","b","a","a","a","c","a","c","c","c","c","a","b","a"
"39","b","a","a","a","b","b","a","b","c","c","c","a","a","a","a","b","c","a","c","a","c","c","a","c","c","b","c","b","c","a","c","a","b","b","a","a","c","c","c","b","c","c","b","a","a","b","a","a","c","a","c","a","b","c","a"
"40","b","b","b","a","b","c","c","c","c","a","b","c","b","c","a","c","c","a","c","a","b","c","a","b","b","c","c","c","c","a","b","c","b","b","a","b","a","c","c","a","c","a","c","a","a","b","c","c","c","c","a","b","b","c","b"
"41","b","b","c","b","c","b","b","b","c","a","c","b","c","b","c","b","b","b","c","b","c","b","a","c","a","a","c","a","b","a","c","a","a","b","a","b","b","a","a","a","c","c","a","c","a","b","a","a","a","a","c","c","a","c","b"
"42","b","b","c","a","b","c","b","b","a","c","b","a","a","c","a","c","a","a","b","a","a","a","b","c","a","c","c","b","a","a","b","c","b","a","a","c","c","b","c","a","b","c","c","a","a","a","a","b","c","a","c","c","a","c","b"
"43","b","a","a","a","b","c","b","a","a","c","a","b","a","c","a","b","b","a","a","a","b","b","a","b","c","c","b","a","a","a","a","b","c","c","b","c","b","c","a","c","a","a","c","a","b","c","c","b","c","c","b","c","c","a","a"
"44","c","b","b","a","b","a","c","b","a","c","c","a","a","c","a","a","b","c","a","a","b","b","b","c","a","b","b","b","a","a","c","c","c","b","a","b","b","c","c","c","c","c","a","c","a","b","c","a","c","b","b","b","b","c","c"
"45","c","a","a","a","a","b","b","b","c","a","c","c","c","a","a","b","a","c","c","a","c","a","c","a","a","b","c","c","c","b","c","a","c","b","c","a","b","c","c","b","c","b","b","a","c","b","a","b","c","b","c","c","a","c","c"
"46","c","b","c","a","b","b","c","c","a","c","c","a","b","c","c","a","b","a","c","b","c","b","b","c","c","b","b","c","c","a","c","b","c","a","a","b","c","c","c","c","c","a","b","a","a","b","a","c","a","a","c","b","b","a","a"
"47","b","b","b","a","b","c","a","c","c","b","b","b","c","a","a","c","c","b","c","a","a","a","c","a","a","c","a","c","c","a","b","b","c","b","a","b","b","c","c","b","c","b","c","a","b","b","a","b","c","c","b","b","c","b","a"
"48","b","a","a","c","b","c","c","a","a","c","b","c","a","a","a","c","c","a","a","a","b","c","a","a","b","c","a","b","c","c","a","a","c","c","a","b","a","b","c","a","a","b","a","b","a","b","c","a","c","a","c","c","a","b","b"
"49","b","a","a","a","b","c","a","b","c","a","b","c","c","c","c","c","b","b","c","a","a","c","c","b","a","c","a","c","c","c","b","c","c","a","c","c","c","c","b","a","a","c","c","a","a","c","c","b","a","b","b","a","a","a","c"
"50","c","b","c","b","b","b","c","b","b","c","b","a","a","c","a","c","c","a","b","a","b","c","a","c","b","b","c","b","a","a","c","c","a","b","a","b","a","a","b","c","c","a","a","c","a","a","c","c","c","b","c","b","c","b","c"
"51","c","b","c","a","b","b","c","b","c","c","c","c","b","a","a","a","a","c","b","a","a","b","b","b","c","c","c","b","c","a","a","c","a","b","b","b","c","a","c","b","c","b","a","c","c","a","b","a","a","a","b","c","a","c","a"
"52","b","a","c","a","a","b","a","b","c","a","c","a","b","a","a","b","c","c","c","b","c","a","b","a","c","a","b","a","a","b","c","b","a","a","c","b","a","a","b","b","b","b","a","b","c","c","c","c","c","a","a","a","a","c","a"
"53","b","a","a","a","b","c","b","a","a","a","b","b","a","c","a","a","c","a","a","a","b","a","b","a","c","c","b","b","a","a","a","a","c","a","b","b","b","b","a","c","b","c","c","c","a","c","b","b","c","c","b","c","a","b","a"
"54","b","a","a","a","c","c","b","a","c","a","b","c","a","c","b","c","a","a","c","c","b","a","a","b","c","c","b","b","c","a","b","b","c","a","a","c","c","b","c","a","b","a","b","a","c","c","a","c","a","a","b","b","b","c","a"
"55","b","a","a","c","a","c","a","a","a","a","b","b","a","c","a","c","c","a","a","b","b","b","c","b","a","a","c","b","c","a","c","c","c","c","a","b","a","c","c","a","b","a","b","a","a","c","a","c","c","a","a","a","c","b","a"
"56","b","a","a","a","a","c","b","a","c","a","a","b","a","c","b","a","c","a","b","c","a","b","b","c","c","c","b","a","c","a","b","c","a","c","c","c","b","c","b","c","b","a","c","b","c","c","b","c","c","a","b","c","b","c","a"
"57","b","b","a","a","a","c","c","a","c","a","b","b","c","c","a","c","a","b","a","c","b","b","a","c","a","c","c","a","b","a","b","b","a","c","a","c","c","a","a","c","b","c","a","c","b","c","a","a","c","c","b","a","b","a","a"
"58","b","a","a","b","b","c","c","a","c","c","b","c","a","c","b","c","b","b","b","b","b","c","c","c","c","c","a","b","b","c","a","c","a","b","c","c","b","a","c","c","b","c","c","b","b","c","a","c","b","c","b","b","c","c","a"
"59","b","b","c","b","c","c","a","b","c","c","b","a","a","b","c","c","b","a","c","a","c","b","a","b","a","b","b","b","c","a","c","c","c","b","a","b","c","b","b","a","c","c","b","b","b","b","b","c","c","c","c","b","a","c","a"
"60","b","a","a","c","b","c","b","a","c","b","a","a","a","c","c","c","a","c","a","b","b","c","b","a","c","c","b","b","a","a","a","b","c","a","b","b","b","c","c","b","b","b","c","c","a","c","b","b","a","c","b","c","c","c","a"
"61","c","b","b","a","a","c","b","a","a","a","a","c","a","c","a","b","b","a","b","a","c","c","b","a","a","b","a","b","a","a","b","b","c","c","b","c","b","c","b","c","a","c","b","c","a","c","c","a","b","a","a","a","a","c","c"
"62","b","b","b","a","b","c","c","a","c","a","b","c","a","c","c","b","a","c","a","c","c","a","c","a","a","b","c","c","c","c","c","a","c","a","a","b","c","b","a","b","c","b","b","c","a","a","c","a","a","a","c","b","b","c","a"
"63","b","a","a","c","c","c","b","a","c","b","b","b","a","b","c","c","c","a","c","a","a","c","a","b","a","b","c","a","c","a","b","b","c","c","a","c","b","b","c","c","b","c","c","a","a","c","a","c","c","a","c","c","b","a","c"
"64","c","b","a","c","a","b","b","a","b","a","b","b","a","c","a","a","c","a","c","a","b","c","a","c","a","c","c","a","a","a","b","c","a","a","a","c","c","a","c","a","a","a","a","a","a","b","c","a","a","c","c","c","a","a","b"
"65","c","a","a","a","b","c","b","a","c","b","a","c","a","a","a","c","a","a","b","c","b","b","a","c","a","c","c","a","c","a","b","c","a","b","a","c","b","b","c","b","a","a","c","b","c","b","a","b","c","a","c","a","c","c","a"
"66","b","b","b","a","a","b","b","c","c","a","c","c","c","b","a","b","b","c","c","c","c","a","b","b","b","a","c","c","c","b","c","b","c","b","c","b","b","c","c","a","c","c","b","b","a","b","c","b","a","b","c","a","a","c","a"
"67","c","b","a","a","b","b","b","a","c","c","c","b","c","b","b","b","b","c","c","b","c","c","c","c","a","b","c","c","a","a","c","c","b","b","c","b","a","c","c","c","c","b","c","b","b","a","a","c","b","c","c","b","c","a","a"
"68","b","a","a","c","c","c","b","a","b","a","b","c","a","b","a","c","c","b","c","a","b","a","b","b","c","c","c","a","b","a","b","a","a","c","c","c","b","a","b","b","b","c","a","c","c","c","c","a","b","a","b","c","a","c","a"
"69","b","c","b","a","b","c","a","a","c","c","b","a","a","a","a","c","a","b","c","a","b","a","b","c","a","c","c","c","c","c","b","a","a","c","c","c","a","a","a","a","c","a","a","c","a","b","c","a","a","c","c","a","a","a","a"
"70","b","c","b","a","a","c","c","a","a","a","b","c","a","c","a","b","c","b","a","c","a","c","c","c","a","b","a","c","a","a","c","a","b","a","a","b","a","b","a","a","c","b","b","c","c","a","a","b","b","b","c","c","b","c","b"
"71","b","c","b","a","b","c","c","a","c","b","b","b","a","a","c","c","c","a","b","a","b","c","a","a","a","c","b","a","a","a","b","c","a","a","a","c","b","c","c","a","b","b","c","a","c","c","b","c","a","a","b","c","b","a","a"
"72","b","b","c","a","b","c","b","c","c","c","b","b","b","a","a","c","c","b","c","a","b","a","a","c","a","c","a","b","c","a","a","a","c","b","a","c","b","a","a","a","b","a","a","a","c","c","a","b","c","a","b","a","b","c","a"
"73","b","b","c","b","b","c","b","b","b","c","b","c","c","c","a","c","c","b","a","a","b","c","a","a","a","b","c","a","c","a","c","a","a","b","c","b","a","a","c","a","c","b","c","a","a","a","c","b","a","a","c","b","b","a","a"
"74","b","a","a","a","b","b","b","a","b","c","c","a","a","a","b","a","c","c","b","c","b","c","c","c","a","c","a","b","a","a","b","a","b","a","a","c","c","b","c","a","b","a","a","b","a","c","b","a","c","a","a","c","c","b","a"
"75","c","b","b","a","a","b","b","a","b","c","c","c","a","b","a","b","a","b","a","a","c","b","c","a","c","a","b","b","c","a","c","b","b","c","b","c","b","b","c","c","b","c","c","a","a","c","c","b","c","b","b","b","a","b","c"
"76","b","a","a","c","b","c","b","a","a","c","a","a","a","b","c","b","c","a","c","b","b","b","a","b","c","c","a","b","b","b","a","c","a","c","c","b","b","b","c","b","c","b","a","c","c","a","b","a","b","a","b","b","a","c","a"
"77","c","b","c","a","b","b","b","c","c","c","c","b","b","b","b","b","c","c","b","c","c","a","c","c","a","a","a","c","b","a","c","c","c","c","c","c","c","b","c","b","b","a","a","c","a","c","a","a","c","b","b","b","a","c","c"
"78","a","c","c","a","b","b","b","b","a","b","c","a","a","b","c","b","b","c","a","a","c","c","b","a","a","a","c","c","c","b","b","a","c","b","c","b","b","b","a","c","c","c","a","c","a","b","a","b","c","c","c","b","b","b","b"
"79","b","a","a","a","b","c","b","a","c","b","b","b","a","b","c","c","c","a","c","a","b","a","a","c","c","c","b","a","b","b","b","c","a","b","c","c","a","a","c","a","a","c","a","c","c","c","a","a","a","c","b","b","a","c","a"
"80","b","c","c","a","b","c","a","c","b","c","b","c","b","c","a","b","a","a","a","a","c","c","b","c","a","b","a","a","c","a","c","b","a","c","a","b","b","b","c","a","c","b","b","b","b","b","c","b","c","c","c","c","a","c","a"
"81","c","b","b","a","a","c","b","a","b","b","a","b","a","c","c","c","a","a","a","b","b","b","b","a","c","c","c","c","c","a","b","a","b","a","a","c","c","a","a","c","b","c","a","a","a","c","c","c","c","a","b","b","c","c","a"
"82","b","a","a","c","a","c","b","a","a","b","b","b","b","c","c","c","c","b","a","a","a","c","a","a","b","b","a","b","a","c","c","b","a","a","a","b","c","a","c","c","b","a","a","c","a","a","b","c","a","b","b","b","b","b","c"
"83","b","a","a","c","b","c","c","a","a","c","a","c","a","c","a","b","c","a","b","b","c","a","a","c","a","b","c","a","b","c","b","b","b","b","c","c","b","a","a","a","b","b","b","b","a","c","b","b","a","a","b","b","c","a","b"
"84","b","a","a","a","b","c","b","a","c","c","b","c","a","b","a","c","c","a","b","a","a","c","c","c","b","b","a","c","c","c","c","a","b","a","a","b","a","b","c","a","c","b","a","c","a","b","b","b","b","c","c","a","c","b","b"
"85","c","b","c","a","a","a","b","b","c","b","b","c","a","c","c","c","a","a","a","b","a","b","a","c","c","c","a","b","a","b","a","b","c","c","c","c","a","c","b","c","a","a","c","c","a","c","a","c","a","a","c","a","c","c","a"
"86","b","a","a","c","a","c","a","a","a","a","b","b","a","c","b","c","a","a","c","c","b","b","a","a","b","c","a","a","c","c","a","c","b","a","c","c","c","a","a","a","b","a","a","c","a","c","a","a","c","a","a","a","a","c","a"
"87","a","c","a","a","a","c","b","a","c","a","b","c","a","a","a","c","c","b","a","b","a","a","b","c","b","c","b","b","c","c","b","a","a","a","c","a","b","a","a","b","b","b","a","c","b","c","c","b","b","c","b","c","a","c","a"
"88","a","c","b","a","b","b","a","a","c","c","b","b","b","a","b","c","b","c","a","c","a","c","b","a","a","c","c","c","c","a","a","b","c","a","a","c","b","b","c","c","b","c","a","c","a","c","c","a","c","a","a","b","a","b","b"
"89","a","c","a","a","a","b","a","a","c","a","b","a","a","a","a","c","a","a","c","a","b","a","c","a","a","c","a","b","c","a","b","c","b","a","b","b","b","a","c","c","c","b","a","b","a","b","b","a","a","a","c","b","a","c","c"
"90","b","b","c","c","b","c","c","b","a","a","b","b","b","c","a","c","c","a","a","a","b","c","b","a","c","c","a","b","b","c","b","c","c","c","b","c","a","c","c","c","b","a","c","c","a","b","b","b","b","b","c","b","c","a","c"
"91","c","b","c","a","b","b","b","b","a","c","a","a","a","c","b","c","c","a","c","c","b","c","a","b","b","c","b","b","c","c","b","b","a","b","a","c","b","a","c","b","a","c","a","c","c","c","a","a","c","b","b","b","b","c","a"
"92","b","c","b","a","b","b","c","a","c","c","b","c","a","a","a","c","a","a","c","c","b","a","a","a","a","c","b","a","c","a","b","c","a","c","a","c","b","c","c","c","b","b","b","a","a","c","a","b","a","b","c","c","a","a","c"
"93","b","a","a","a","b","c","b","a","a","b","b","b","a","c","c","c","b","a","a","b","b","b","a","c","a","c","c","a","c","a","b","c","b","c","a","c","b","b","b","c","b","b","a","b","a","c","c","a","c","a","b","a","a","a","a"
"94","b","c","c","b","c","a","c","b","a","b","b","b","b","c","a","c","c","c","c","a","a","a","b","c","a","a","b","a","a","a","c","b","a","a","a","a","c","a","a","a","c","c","a","c","b","b","b","a","c","c","b","b","a","b","a"
"95","b","b","a","a","a","b","c","a","c","a","c","c","a","b","a","b","a","b","b","a","c","c","a","c","b","b","a","b","b","c","c","a","b","a","a","c","b","b","a","b","a","b","b","c","a","c","b","b","a","a","b","c","b","a","c"
"96","c","b","c","b","b","b","a","c","a","c","c","b","b","c","b","b","c","a","a","a","b","c","b","c","a","b","a","c","a","c","b","c","b","c","c","c","c","c","c","b","b","a","b","a","c","b","b","c","c","a","c","b","c","a","a"
"97","c","a","a","c","b","a","a","a","c","c","c","c","a","c","c","a","c","b","b","a","b","a","c","c","c","c","b","b","b","a","b","b","c","c","a","c","c","b","c","a","b","a","c","b","a","c","a","b","c","a","a","b","c","c","a"
"98","c","c","b","a","a","b","a","c","c","a","c","b","b","c","a","b","c","b","c","c","c","a","c","a","c","b","c","a","c","b","c","b","c","c","c","b","b","b","a","a","a","b","a","a","a","c","c","a","b","a","b","c","c","c","a"
"99","b","c","b","a","b","c","a","a","a","c","a","a","a","c","a","c","c","a","b","a","b","c","b","a","a","a","c","a","c","a","b","c","b","a","a","c","c","b","c","a","a","c","a","c","a","a","c","a","c","a","b","b","a","c","a"
"100","b","a","a","c","c","b","c","a","b","b","c","a","a","c","c","a","a","a","b","a","a","a","b","b","a","a","b","a","c","a","b","b","b","b","a","c","b","a","c","b","c","c","a","a","a","c","c","a","a","a","b","a","b","c","a"
"101","b","b","c","b","b","b","a","c","c","c","c","a","c","c","a","a","c","c","c","c","c","c","c","b","a","c","c","b","b","a","a","c","c","b","b","c","c","b","c","c","b","b","b","a","b","c","b","a","c","c","b","c","a","a","a"
"102","b","a","a","a","a","c","b","a","c","a","b","b","a","c","a","c","c","a","c","a","a","c","a","a","a","b","b","a","c","a","c","b","a","b","b","b","c","a","b","a","c","b","a","c","b","b","b","c","b","c","c","c","c","c","a"
"103","b","c","b","c","a","c","c","b","b","b","b","a","c","a","c","c","b","b","b","a","a","b","a","c","c","a","c","a","b","a","c","c","a","a","b","a","b","a","c","c","b","c","a","b","a","c","c","a","b","a","b","a","a","c","a"
"104","b","b","c","a","b","c","c","c","c","a","a","b","c","a","b","b","c","b","c","c","c","b","c","b","a","c","c","c","c","a","b","c","b","c","a","c","b","a","b","a","b","c","a","b","a","c","b","a","a","c","b","b","a","c","c"
"105","c","b","b","a","a","b","b","a","c","a","c","b","a","b","a","a","c","c","c","a","b","a","b","b","c","c","b","c","c","a","b","c","c","c","a","c","c","b","b","a","b","b","a","c","c","b","b","a","b","a","a","b","a","c","b"
"106","b","b","c","b","a","c","b","b","c","b","b","c","a","b","a","b","c","a","a","b","b","b","c","c","c","c","a","b","c","b","b","b","c","b","b","b","c","b","c","c","c","a","a","b","a","b","a","a","c","a","c","c","a","a","c"
"107","c","a","a","a","b","b","c","a","b","c","c","c","b","c","b","b","a","c","c","c","c","a","b","b","a","b","b","a","c","b","c","b","b","c","b","b","c","c","a","c","b","c","c","c","a","c","c","c","b","b","b","a","c","c","c"
"108","b","a","a","a","a","c","b","a","a","a","b","c","a","a","a","c","b","a","c","a","b","c","a","c","a","c","c","a","c","a","b","a","a","b","c","c","b","c","a","b","b","b","c","c","c","c","b","b","b","a","b","b","a","c","a"
"109","b","c","c","a","b","b","b","b","c","b","c","b","b","b","c","b","c","a","c","b","c","c","c","c","a","b","c","b","a","a","c","a","a","a","a","a","b","a","c","a","c","c","b","a","a","b","a","c","b","a","c","b","b","a","a"
"110","b","b","b","a","a","c","a","c","c","c","a","a","c","c","a","c","a","c","b","a","b","c","b","c","a","c","c","b","a","a","b","c","c","b","b","c","c","c","c","b","a","b","c","c","c","a","c","c","b","a","b","c","c","c","a"
"111","b","a","a","a","b","c","c","a","a","c","a","c","a","b","a","b","c","a","c","a","c","a","a","c","a","a","b","b","b","a","c","c","c","a","a","b","c","c","c","b","b","a","b","b","c","b","a","a","c","a","c","a","a","c","a"
"112","b","a","a","a","b","c","c","b","a","c","a","a","a","a","a","b","c","a","c","c","c","c","a","c","b","b","c","a","c","a","c","a","b","a","a","b","b","a","a","a","c","b","b","a","b","a","c","c","c","c","b","c","c","a","a"
"113","b","a","a","c","b","b","a","a","a","a","c","c","c","c","c","a","a","c","a","a","b","c","b","c","a","c","a","c","c","a","b","b","c","c","a","c","b","a","b","a","b","b","a","c","c","c","b","a","a","a","a","b","a","c","a"
"114","b","b","c","a","a","c","b","b","a","a","b","c","c","c","a","c","c","b","a","a","b","b","c","c","c","c","c","b","c","a","b","c","a","a","a","b","a","b","c","c","b","b","a","c","c","c","b","a","c","c","b","b","b","a","a"
"115","b","a","a","c","c","c","a","a","b","a","b","c","a","c","c","a","b","a","a","a","b","c","a","c","a","c","c","b","c","b","b","a","c","b","c","c","c","b","c","c","b","a","a","a","c","b","c","a","c","b","c","a","b","a","c"
"116","b","a","a","a","b","c","b","a","a","b","b","b","a","b","b","c","b","a","b","c","b","c","a","c","c","c","c","a","c","a","a","c","b","b","b","c","a","c","b","c","b","b","b","c","a","c","c","c","b","a","b","c","b","a","a"
