"subject_id","X0__0","X1__0","X2__0","X3__0","X4__0","X0__1","X1__1","X2__1","X3__1","X4__1","X0__2","X1__2","X2__2","X3__2","X4__2","X0__3","X1__3","X2__3","X3__3","X4__3","X0__4","X1__4","X2__4","X3__4","X4__4","X0__5","X1__5","X2__5","X3__5","X4__5","X0__6","X1__6","X2__6","X3__6","X4__6","X0__7","X1__7","X2__7","X3__7","X4__7","X0__8","X1__8","X2__8","X3__8","X4__8","X0__9","X1__9","X2__9","X3__9","X4__9","X0__10","X1__10","X2__10","X3__10","X4__10"
"37","c","b","b","c","c","a","a","a","b","a","b","b","c","a","b","a","a","c","c","a","b","a","c","b","a","b","c","b","b","c","c","b","a","a","c","a","b","c","b","c","c","c","c","b","c","a","a","c","a","c","b","b","b","b","c"
"38","c","b","a","c","b","a","b","a","b","c","b","a","c","b","b","a","a","c","a","c","c","b","c","c","c","b","c","b","c","c","a","b","c","b","a","a","c","c","b","b","c","b","c","a","b","c","b","b","a","b","c","b","b","b","c"
"39","c","a","b","a","b","c","b","b","b","c","a","b","b","a","b","c","c","a","b","b","a","a","a","a","c","b","a","a","a","b","a","b","c","a","b","c","b","c","c","c","b","a","b","b","a","b","b","b","a","b","a","c","b","c","c"
"40","c","b","c","a","a","c","b","c","b","b","c","c","b","b","b","c","a","b","b","c","a","a","c","a","c","c","b","c","b","a","b","a","c","a","b","c","a","b","b","c","c","b","a","b","a","b","b","c","a","b","c","b","c","b","b"
"41","b","b","a","a","a","a","b","c","b","b","c","a","c","b","a","b","a","c","a","b","a","a","c","a","b","a","b","c","c","c","c","b","c","b","c","a","a","b","b","a","b","a","c","b","b","b","a","b","a","c","a","a","a","b","c"
"42","a","a","b","c","c","c","a","b","b","c","c","c","b","b","a","a","b","c","a","b","c","b","b","b","a","c","b","c","a","b","a","c","c","b","b","c","b","c","a","b","b","b","c","c","b","a","c","c","c","b","c","b","c","b","c"
"43","c","b","b","c","c","a","a","b","c","a","b","a","a","c","b","c","b","a","b","b","c","a","c","a","b","a","c","c","b","c","c","b","a","b","a","c","b","a","a","b","c","b","c","a","c","c","c","b","c","a","c","b","c","b","b"
"44","b","b","a","c","c","a","b","b","c","c","b","c","b","b","a","b","c","c","b","c","b","b","c","a","b","b","b","b","c","c","a","b","c","b","b","b","b","b","a","c","a","b","a","c","c","a","b","c","c","b","c","b","b","c","c"
"45","c","a","b","c","c","a","a","a","b","a","c","a","c","b","c","a","b","c","a","c","c","b","c","a","b","c","c","b","c","b","a","b","c","b","b","c","c","b","a","b","c","a","c","b","c","a","c","c","a","c","a","a","b","a","c"
"46","c","a","b","c","c","a","a","a","c","a","c","b","a","c","b","a","b","c","b","a","b","b","b","b","b","a","c","a","b","c","c","b","c","a","a","c","a","b","a","b","a","b","b","c","b","b","b","b","c","c","a","a","b","b","a"
"47","b","b","a","c","c","b","b","a","c","c","b","a","c","b","c","b","a","c","b","b","b","b","a","a","b","a","b","c","b","c","b","a","c","a","c","b","b","c","a","a","c","b","b","c","b","c","c","b","b","b","c","a","c","a","b"
"48","c","b","a","c","c","c","a","c","b","c","a","b","c","b","b","c","b","c","a","a","b","b","b","a","b","b","a","c","a","b","b","c","b","b","c","c","a","c","a","c","c","a","c","c","a","b","b","c","c","b","c","c","b","c","b"
"49","b","b","b","c","c","b","a","c","c","c","b","a","b","b","c","b","c","a","a","a","b","a","c","b","b","a","b","a","a","b","b","b","b","c","b","b","b","c","b","c","a","a","b","a","a","c","a","c","c","c","a","a","b","b","c"
"50","c","b","b","c","c","a","b","b","b","c","b","c","a","b","b","c","a","a","a","a","c","b","c","c","a","b","b","b","c","b","c","b","b","b","c","c","b","b","a","c","a","c","c","c","a","c","b","c","c","b","c","b","c","c","c"
"51","c","a","b","c","c","a","c","a","b","a","c","b","b","a","c","c","c","c","c","c","b","a","b","b","b","a","b","c","a","c","c","a","c","c","a","a","b","a","c","a","b","c","c","c","b","b","a","c","b","b","c","a","c","a","c"
"52","b","b","a","c","a","c","b","c","b","b","b","c","c","a","c","a","a","c","c","c","b","b","b","c","c","a","c","c","c","b","a","a","b","b","c","b","b","c","a","b","a","a","c","b","a","b","a","c","a","b","a","b","b","b","b"
"53","c","b","b","c","c","c","b","b","a","c","a","b","a","a","c","c","c","a","a","b","c","b","a","a","a","a","c","c","a","b","a","b","b","b","b","c","c","b","b","b","a","b","c","b","b","c","a","b","b","b","b","b","c","a","a"
"54","c","b","b","a","b","c","c","b","a","b","a","a","b","c","a","b","b","b","c","b","c","c","a","b","b","b","a","c","b","c","a","b","c","a","c","c","b","b","c","c","b","b","c","b","c","b","b","c","b","a","a","a","b","a","b"
"55","c","b","a","a","a","a","b","c","a","c","b","b","b","a","a","c","b","c","a","c","a","a","a","c","a","a","b","c","c","b","a","b","c","b","c","c","b","b","a","b","c","a","a","c","b","c","c","c","c","a","c","c","c","c","b"
"56","c","b","b","a","b","a","c","c","b","c","c","a","b","a","c","b","a","b","c","c","a","b","b","c","c","c","b","a","b","a","c","c","c","b","b","b","a","c","a","c","b","b","b","a","a","a","a","b","c","b","b","c","c","c","b"
"57","a","a","b","c","c","c","a","b","c","a","c","c","c","c","a","a","c","c","b","b","c","b","b","a","a","c","c","a","c","b","a","b","c","b","c","c","c","c","b","a","c","a","c","a","b","a","a","b","c","c","b","b","b","b","b"
"58","c","b","c","a","b","b","c","b","a","b","a","b","a","c","c","a","b","a","c","c","b","a","c","c","a","c","b","c","c","b","c","b","b","b","c","a","b","a","a","c","c","b","c","a","c","b","c","c","a","a","c","b","c","b","b"
"59","a","b","c","b","c","b","b","c","a","a","a","c","b","a","b","b","a","b","b","c","a","b","c","a","b","b","a","c","c","c","a","c","c","b","c","b","c","b","b","a","a","a","b","a","b","c","c","c","b","c","a","b","c","a","a"
"60","c","b","b","a","b","c","c","b","a","b","a","b","b","b","a","c","a","b","a","b","c","b","b","c","c","c","c","b","c","a","c","b","b","c","b","a","b","c","b","c","c","b","b","b","c","c","b","a","a","a","a","b","c","a","b"
"61","a","b","a","a","a","a","c","c","c","c","c","b","c","c","b","b","b","c","c","c","a","b","c","c","c","c","b","c","b","c","c","a","c","b","b","c","c","c","b","a","b","b","c","a","a","a","a","b","b","a","c","b","b","b","b"
"62","a","a","b","a","a","b","b","c","b","b","a","c","c","a","c","b","b","b","c","b","a","b","c","b","c","b","c","c","b","a","a","b","a","a","b","c","b","c","a","c","a","b","b","c","a","b","b","b","c","b","a","c","c","c","b"
"63","c","b","b","c","a","c","c","a","c","b","a","b","a","b","a","c","b","a","a","b","a","c","a","a","c","c","c","c","c","b","b","a","b","b","c","a","b","b","b","a","c","b","a","b","b","c","a","c","a","a","c","b","b","a","b"
"64","b","b","a","c","c","b","a","c","b","b","b","b","c","c","b","b","c","b","b","a","c","a","c","b","b","c","a","c","b","c","c","b","c","a","c","a","c","b","a","a","b","b","c","b","b","b","b","a","a","b","c","b","a","b","b"
"65","a","b","a","c","c","b","b","a","b","c","a","a","c","a","a","c","a","b","b","c","a","a","b","b","c","b","a","b","b","c","c","a","a","a","a","c","b","c","c","b","a","a","b","c","b","c","b","b","a","c","a","b","c","b","c"
"66","c","b","b","a","b","a","a","c","a","a","c","b","c","a","b","c","c","c","c","b","b","b","b","c","b","a","a","b","a","b","b","a","c","b","c","a","a","b","a","c","c","a","b","b","c","b","c","b","a","a","a","a","c","a","b"
"67","c","b","c","a","b","b","a","b","b","a","a","a","c","a","b","c","a","c","c","b","a","a","b","c","c","c","c","a","b","c","c","a","c","b","b","b","a","c","a","c","a","b","c","b","b","c","b","c","a","b","a","a","c","c","c"
"68","c","b","a","c","a","b","a","c","c","b","a","b","c","b","b","c","a","b","a","a","b","a","c","a","b","a","b","a","a","b","c","b","c","a","c","c","b","c","b","c","a","a","c","a","a","b","b","b","c","b","a","b","b","a","c"
"69","b","b","a","c","c","b","a","a","b","a","c","a","c","a","a","b","c","c","c","b","b","a","c","c","c","a","a","b","b","c","c","a","c","b","c","c","a","b","a","c","c","a","c","b","c","a","a","c","a","c","b","a","c","c","c"
"70","b","a","b","c","a","a","c","a","b","a","c","b","c","b","b","c","c","b","a","c","c","a","c","b","c","a","b","a","a","c","a","b","c","b","b","c","b","c","b","c","c","a","c","a","a","a","b","b","a","b","c","a","c","c","a"
"71","c","b","c","b","c","c","b","c","a","c","a","b","c","a","b","c","c","c","c","c","a","a","b","b","a","b","b","b","a","b","a","a","c","b","a","b","b","c","b","b","c","c","b","a","b","a","a","c","a","c","b","b","b","c","c"
"72","c","a","b","b","b","c","a","a","a","a","b","b","c","b","b","c","b","c","b","c","b","a","b","a","a","a","a","b","c","c","c","a","a","b","a","c","b","a","a","b","b","c","a","a","b","c","b","a","b","b","c","a","c","a","c"
"73","b","b","b","c","c","b","b","c","c","c","c","a","b","b","c","a","b","b","a","c","a","b","a","c","c","b","b","c","b","c","a","b","a","b","c","c","b","a","a","a","a","b","c","c","b","c","b","b","c","c","c","b","c","c","b"
"74","c","b","b","a","c","a","a","b","a","a","b","b","c","c","b","b","c","b","b","c","a","b","b","a","a","c","c","b","c","b","b","a","a","c","b","b","b","c","c","a","b","c","c","c","c","b","b","b","c","a","c","b","a","b","b"
"75","c","b","b","c","c","c","b","b","b","b","a","c","c","a","b","b","a","b","a","c","c","a","a","b","b","c","b","b","b","c","b","c","c","a","a","b","b","c","b","b","b","b","b","a","c","b","a","a","c","c","b","a","c","b","c"
"76","b","a","b","c","c","b","c","b","b","c","c","b","a","a","c","a","b","a","a","c","c","c","c","a","b","c","b","b","b","b","c","a","b","a","c","a","a","b","a","a","b","a","a","a","b","c","b","b","a","c","b","c","a","a","b"
"77","a","a","b","c","c","b","a","a","b","b","a","b","c","b","a","b","a","c","a","b","c","a","b","c","c","a","c","b","c","c","c","c","c","b","c","b","a","b","a","c","c","c","c","a","c","c","a","c","c","c","c","a","b","c","c"
"78","c","b","a","a","b","c","b","c","c","c","a","b","b","b","c","b","b","b","b","c","c","b","a","b","c","c","b","a","a","c","b","a","c","a","b","c","b","c","a","b","a","b","c","c","c","b","a","b","c","b","a","b","b","b","b"
"79","b","b","b","b","b","a","b","b","a","b","b","b","a","b","c","c","c","c","b","c","c","b","c","b","a","c","c","c","a","a","c","b","c","a","b","c","b","b","b","c","a","b","c","a","c","c","c","c","b","c","b","b","c","a","b"
"80","c","b","b","b","b","c","c","c","b","b","a","a","b","b","c","c","b","b","a","c","a","a","a","c","c","c","b","c","b","a","a","b","c","b","b","b","c","b","b","c","a","b","a","b","b","b","c","c","b","c","b","b","a","a","a"
"81","b","b","c","a","c","a","b","c","a","c","c","c","c","c","a","a","a","c","c","b","a","a","b","b","c","c","b","b","b","b","c","b","b","b","b","a","b","a","a","c","c","c","c","c","b","b","a","a","b","b","b","b","a","a","b"
"82","c","c","c","a","b","c","b","c","b","b","c","c","c","a","c","a","b","b","a","c","b","c","b","b","b","c","a","b","a","c","c","b","a","c","a","a","b","c","b","b","c","c","c","b","b","a","b","c","b","c","c","b","c","a","c"
"83","a","a","b","a","b","c","b","c","c","a","c","c","c","c","b","c","b","b","b","b","a","c","b","a","c","a","a","b","b","c","c","b","b","b","c","a","b","a","b","a","b","b","c","a","b","b","a","b","a","b","a","b","b","b","a"
"84","a","b","a","a","a","c","c","a","a","b","c","a","c","a","b","c","a","b","a","a","a","c","a","c","a","c","b","c","c","b","a","a","b","b","b","c","a","b","b","b","c","b","b","a","b","c","b","b","c","c","b","a","b","c","a"
"85","c","b","c","a","b","c","b","c","b","c","b","c","b","a","a","c","b","a","c","b","b","b","c","b","c","b","c","c","a","c","b","b","c","c","a","b","c","a","b","b","b","a","c","b","c","b","b","b","a","a","a","b","a","c","b"
"86","c","b","a","a","a","a","c","c","a","b","b","a","b","a","b","c","b","b","b","c","c","b","a","b","b","a","b","c","b","c","a","c","c","b","c","b","b","a","b","a","b","a","c","b","a","b","c","c","a","b","c","b","c","a","b"
"87","b","b","b","a","b","a","b","a","c","b","c","a","c","b","c","c","a","c","b","c","a","b","c","b","c","c","c","b","b","a","a","a","a","a","a","c","b","c","a","b","c","c","b","a","b","a","a","a","b","c","c","b","a","a","b"
"88","c","b","b","c","c","a","c","a","b","c","b","b","c","a","c","a","b","c","b","b","b","b","b","b","c","b","a","c","a","a","b","c","c","c","b","c","a","c","c","c","a","b","c","b","a","c","c","b","b","c","a","b","a","b","b"
"89","b","b","a","a","b","a","a","c","a","c","c","a","c","c","c","c","a","c","b","c","a","a","c","b","c","c","a","b","a","c","a","c","a","a","a","b","b","c","a","b","a","c","c","c","c","b","b","c","c","b","b","c","b","b","c"
"90","c","b","a","a","a","a","b","a","a","c","c","b","a","c","c","a","c","c","c","c","b","b","c","c","a","a","b","b","b","a","b","a","b","a","b","b","c","c","c","c","b","b","c","b","a","c","c","b","b","b","a","a","a","a","b"
"91","c","b","a","c","a","c","c","a","c","b","c","b","a","c","c","b","b","c","b","c","b","b","c","a","c","b","c","c","b","b","a","a","c","b","c","c","b","b","b","b","c","b","c","a","c","c","b","a","b","c","a","c","c","b","b"
"92","b","b","c","a","b","b","c","c","c","b","a","b","a","c","b","b","c","a","b","b","c","b","c","a","a","a","c","c","c","b","b","c","c","c","c","c","b","a","b","c","a","c","c","a","c","c","c","b","b","c","a","b","b","a","b"
"93","a","a","b","c","c","b","c","a","c","a","a","b","c","b","a","b","a","b","b","b","b","a","c","b","c","a","a","b","a","c","c","a","b","c","c","c","a","b","c","b","a","b","a","c","b","c","a","c","b","c","c","b","c","a","a"
"94","c","b","b","c","c","a","c","c","b","c","b","b","b","a","c","a","c","b","c","b","b","b","b","b","c","a","b","b","b","c","c","c","b","a","b","a","a","b","a","c","b","c","a","c","c","b","b","c","b","a","a","a","b","a","b"
"95","c","b","a","a","b","a","b","c","c","c","b","b","b","c","c","b","a","b","a","c","a","a","c","c","a","b","b","c","b","b","b","b","b","a","c","b","b","b","c","c","c","c","c","c","c","a","b","b","c","b","b","b","c","c","c"
"96","b","b","a","c","c","a","b","a","b","c","b","c","c","a","c","a","a","b","b","c","b","b","b","a","b","c","a","c","c","a","b","b","b","b","b","c","a","b","b","b","c","a","a","a","b","c","a","c","b","b","b","a","b","a","a"
"97","c","b","a","c","c","b","b","c","b","c","a","b","c","b","c","b","b","c","b","a","b","c","a","b","c","c","b","c","a","b","c","a","b","c","a","b","a","b","b","b","a","a","a","a","a","b","a","c","a","b","a","b","c","a","c"
"98","b","a","a","b","b","a","a","c","a","c","c","a","b","a","b","b","b","a","a","c","a","a","a","b","b","b","c","a","a","a","a","a","c","c","c","b","a","b","c","a","b","b","c","b","b","c","c","c","b","b","c","b","b","b","a"
"99","c","b","b","a","a","a","b","c","c","c","c","c","c","b","b","a","a","c","a","c","b","b","c","a","b","a","b","a","a","b","b","b","c","c","b","a","b","b","c","c","c","c","b","c","a","c","a","b","b","b","a","b","b","a","c"
"100","c","b","b","c","c","c","a","c","b","a","b","a","c","a","b","b","b","b","c","b","b","b","b","b","a","c","a","b","a","b","c","b","b","a","b","c","a","a","b","a","c","a","c","a","b","a","a","b","c","a","b","b","a","b","b"
"101","c","b","b","a","b","c","b","a","c","c","c","a","c","b","a","a","b","c","a","b","b","c","b","a","b","a","a","a","c","c","c","b","b","c","b","a","b","b","b","c","c","a","b","a","a","a","b","a","a","b","c","b","c","a","c"
"102","c","b","a","a","b","b","c","c","a","b","b","b","b","b","c","c","b","b","a","b","a","b","b","b","c","c","a","b","a","b","a","b","b","b","b","c","b","b","b","c","a","a","c","a","a","b","b","c","c","b","b","c","c","b","a"
"103","c","b","b","c","c","a","c","c","b","c","b","a","c","b","c","c","a","a","b","a","a","a","c","b","c","b","b","c","a","c","c","a","b","a","c","a","c","c","b","a","b","a","c","a","b","a","b","b","b","b","b","b","c","a","c"
"104","c","b","a","c","a","a","b","a","b","b","c","b","c","a","c","b","c","c","c","b","a","a","c","c","c","c","a","c","c","c","c","a","b","c","a","a","b","c","c","b","b","b","a","c","b","b","c","c","c","b","a","a","c","c","b"
"105","a","c","c","a","b","b","b","b","a","b","a","b","c","c","c","a","b","b","c","b","c","b","a","c","c","a","c","a","b","b","c","c","c","a","b","a","a","b","c","c","c","a","b","c","c","c","c","b","b","c","c","b","b","a","c"
"106","b","b","b","a","a","a","b","a","c","b","b","b","c","a","c","c","c","b","c","c","c","a","c","b","b","c","a","a","b","a","a","b","a","a","b","c","c","c","a","b","b","b","c","c","c","c","c","b","c","c","c","b","b","a","b"
"107","c","b","b","c","c","a","b","c","b","a","b","b","c","b","c","b","c","c","b","c","c","b","b","b","b","a","a","a","b","b","b","b","c","a","c","a","b","c","b","b","c","b","c","a","b","c","c","c","c","c","b","b","c","c","c"
"108","b","b","b","c","c","b","b","a","b","c","a","a","c","a","c","b","b","b","a","a","c","a","b","b","b","b","c","c","b","c","b","b","c","a","a","b","b","a","c","b","c","a","c","c","a","c","a","c","b","c","a","b","b","a","b"
"109","b","b","a","a","c","a","a","c","c","a","b","b","c","c","b","c","b","b","b","c","a","b","c","b","c","b","a","c","a","b","a","b","b","c","b","c","b","c","b","c","c","c","c","b","a","b","a","b","a","b","a","c","b","a","a"
"110","c","b","c","a","a","c","c","a","a","b","a","b","c","c","b","b","a","a","b","b","b","a","a","a","c","a","a","c","c","c","c","b","a","c","b","a","b","a","b","c","b","b","a","a","c","b","c","c","c","c","a","a","b","c","c"
"111","c","b","a","c","c","c","b","b","c","b","c","a","c","c","a","a","b","c","c","b","c","b","a","b","c","a","c","c","b","a","b","b","b","a","b","a","b","c","b","c","b","b","b","b","c","a","c","c","b","b","c","b","b","b","a"
"112","c","a","b","c","c","c","a","c","a","a","a","b","c","b","b","c","b","c","a","c","a","c","b","b","b","a","b","c","a","b","c","b","b","a","b","c","c","b","c","b","c","b","b","c","a","c","a","c","c","b","c","b","b","b","a"
"113","c","c","c","a","c","c","a","c","a","b","c","a","c","c","b","a","b","c","b","b","b","c","c","b","b","a","b","c","a","c","a","a","b","c","a","b","a","c","c","b","b","a","c","b","b","a","a","c","a","a","c","b","b","b","b"
"114","c","b","b","c","c","c","b","a","c","c","c","c","b","b","a","a","b","c","a","b","c","b","c","a","b","a","c","b","c","c","a","b","c","c","a","c","b","c","b","b","c","b","c","a","c","c","b","c","b","c","c","b","b","a","c"
"115","b","b","a","c","c","b","a","a","c","b","a","b","a","b","a","b","a","a","a","a","b","b","c","b","b","a","b","c","a","b","c","b","b","c","b","c","c","b","c","b","a","a","c","b","b","b","c","c","a","c","b","a","c","c","c"
"116","b","b","a","a","a","c","a","c","b","b","a","b","b","b","c","b","a","b","a","c","a","a","a","a","c","c","a","c","a","c","b","b","b","a","b","a","a","a","c","b","a","a","a","c","c","c","a","c","c","c","c","a","b","b","c"
