"subject_id","X0__0","X1__0","X2__0","X3__0","X4__0","X0__1","X1__1","X2__1","X3__1","X4__1","X0__2","X1__2","X2__2","X3__2","X4__2","X0__3","X1__3","X2__3","X3__3","X4__3","X0__4","X1__4","X2__4","X3__4","X4__4","X0__5","X1__5","X2__5","X3__5","X4__5","X0__6","X1__6","X2__6","X3__6","X4__6","X0__7","X1__7","X2__7","X3__7","X4__7","X0__8","X1__8","X2__8","X3__8","X4__8","X0__9","X1__9","X2__9","X3__9","X4__9","X0__10","X1__10","X2__10","X3__10","X4__10"
"10","b","a","b","b","a","b","c","b","b","c","c","c","c","b","c","b","a","b","a","a","a","b","b","a","a","b","b","c","a","a","a","a","a","b","a","a","b","b","b","a","a","c","b","b","a","b","a","b","b","a","a","c","c","b","c"
"11","b","a","b","b","a","a","c","a","b","c","a","b","a","b","c","a","a","a","b","c","b","b","b","b","a","a","b","a","b","a","a","a","c","a","a","c","c","a","a","c","b","c","b","a","c","a","c","b","b","b","a","a","b","b","a"
"12","a","b","a","c","a","a","c","c","a","a","a","c","b","c","c","a","a","b","a","a","b","c","c","a","c","a","a","a","b","a","b","a","b","b","c","a","c","b","b","c","a","c","b","b","c","a","b","c","b","c","a","c","c","b","c"
"13","b","a","a","a","a","a","b","b","a","a","a","a","b","a","c","b","b","c","c","a","a","a","c","b","c","c","c","b","b","c","b","a","b","b","a","b","b","b","b","a","c","b","b","b","a","b","b","c","c","a","b","a","c","c","c"
"14","b","a","b","b","c","b","a","c","b","c","a","b","c","b","b","a","b","b","b","a","a","b","c","c","b","b","a","b","a","c","a","a","c","c","c","a","c","c","c","c","a","b","c","c","c","b","a","a","c","a","a","a","b","c","b"
"15","b","a","b","b","c","b","b","b","b","b","a","c","b","c","a","b","a","c","c","a","a","c","c","c","a","a","c","c","c","c","b","a","c","c","c","a","a","c","c","b","b","c","c","c","a","a","b","c","a","b","a","c","b","a","b"
"16","b","a","a","a","b","a","c","a","b","a","a","a","b","b","a","a","b","b","b","a","a","b","b","b","c","a","a","a","c","c","c","b","b","c","a","b","a","b","a","a","b","b","b","a","a","a","c","c","b","c","b","c","c","b","c"
"17","b","a","b","b","a","a","b","b","b","a","c","a","c","b","a","b","b","a","a","a","b","c","a","a","a","a","a","b","a","a","c","c","c","b","c","c","c","b","b","c","b","c","b","b","c","b","b","b","b","b","a","b","a","b","b"
"18","a","a","b","b","c","c","c","b","b","c","b","c","b","a","c","a","a","b","a","a","a","b","b","c","a","a","a","a","a","a","b","a","a","c","c","b","b","c","a","a","a","a","b","c","c","a","b","b","c","c","a","a","c","c","c"
"19","a","c","a","a","a","b","c","b","b","c","a","b","b","b","c","b","c","b","b","c","a","c","b","b","c","c","c","b","b","b","a","c","b","b","c","a","a","b","b","c","a","c","b","b","c","b","c","b","b","c","a","c","c","b","c"
"20","b","a","b","b","c","a","c","b","c","c","b","b","b","c","c","a","a","c","a","b","a","a","a","b","b","b","a","b","b","b","b","a","b","b","b","a","b","c","b","a","c","a","b","b","c","b","c","c","b","c","a","c","c","a","b"
"21","a","b","a","b","a","a","a","c","a","c","a","c","b","b","c","a","b","b","a","c","b","c","c","a","c","a","a","c","c","a","a","b","c","b","a","a","a","c","b","a","a","b","c","b","a","b","a","b","a","a","b","c","b","a","a"
"22","a","a","b","b","c","c","b","b","b","b","b","c","b","b","a","a","a","b","a","a","c","c","c","b","c","b","a","c","b","a","b","c","b","b","a","a","a","b","b","a","a","b","b","b","a","a","a","a","b","c","a","c","b","b","c"
"23","a","c","a","c","b","a","a","b","c","a","a","c","b","c","c","b","c","b","a","c","a","a","c","a","c","a","a","c","a","c","c","c","c","a","c","c","c","a","c","c","b","a","b","c","a","a","b","b","c","a","a","a","c","c","a"
"24","a","a","b","b","a","c","c","b","b","c","a","b","b","b","b","a","c","a","b","b","a","c","b","b","a","b","a","b","b","c","b","c","b","a","c","a","c","b","c","b","b","a","b","c","a","b","b","c","c","a","a","c","b","c","b"
"25","b","a","a","a","b","a","a","a","a","b","a","b","b","a","a","c","a","b","a","c","b","b","b","a","c","b","a","c","a","c","b","c","c","c","c","a","a","c","b","a","a","b","b","a","a","b","a","b","b","c","a","c","b","b","c"
"26","b","a","a","a","b","a","a","b","a","b","a","a","b","c","b","b","c","b","c","a","a","a","c","c","a","c","c","a","a","a","c","a","b","c","a","b","c","b","a","b","c","a","b","a","b","b","b","c","a","a","a","a","b","c","a"
"27","b","a","a","c","b","b","b","b","a","a","b","a","b","c","b","a","a","b","c","b","c","b","b","c","b","b","a","c","c","a","b","b","c","c","a","a","a","b","c","c","b","b","b","c","a","a","a","c","a","c","c","c","c","a","c"
"28","b","a","b","c","a","a","b","b","c","a","b","a","c","c","c","a","c","c","c","c","a","a","b","c","a","b","b","c","c","a","b","a","c","c","c","b","c","b","a","c","b","a","b","c","a","a","b","b","c","a","c","b","b","c","a"
"29","a","a","b","b","a","c","c","c","b","c","b","c","b","a","c","b","b","c","a","c","b","a","c","a","c","a","c","b","c","c","b","b","c","c","c","b","b","c","a","b","a","c","a","a","b","a","a","b","c","a","a","c","c","c","c"
"30","b","a","a","c","b","a","b","b","b","a","c","c","c","b","c","b","a","b","b","a","a","c","a","b","c","c","c","c","b","c","b","b","c","b","c","b","a","b","b","c","a","b","b","b","c","c","a","b","b","a","b","c","c","b","c"
"31","a","b","a","a","a","b","b","b","b","a","a","a","b","c","c","a","c","c","c","c","c","c","b","c","c","a","b","c","a","c","a","b","c","a","a","a","b","a","a","a","a","a","a","a","a","a","c","a","b","c","a","c","b","b","a"
"32","b","c","a","b","a","b","a","c","b","a","b","c","c","b","a","b","c","b","b","c","a","a","b","b","a","b","b","c","b","a","b","a","b","b","c","b","c","b","b","b","a","a","b","b","a","b","b","b","b","a","a","a","c","b","a"
"33","a","c","a","a","b","b","c","a","a","b","a","a","a","a","a","b","b","b","c","a","b","a","c","c","a","b","b","b","c","a","b","b","b","c","c","a","c","b","c","b","a","a","a","c","a","a","b","a","c","c","a","a","a","c","c"
"34","a","b","a","a","b","a","a","a","a","a","a","c","a","c","c","c","a","a","c","a","b","c","a","a","c","c","a","a","b","a","b","b","b","a","a","a","c","b","c","b","a","a","c","c","a","a","b","b","c","a","c","c","a","c","a"
"35","b","a","a","a","b","b","a","b","a","a","a","c","b","a","c","a","c","a","c","c","c","a","b","c","a","b","c","b","c","a","b","a","b","a","a","b","b","b","c","a","b","a","c","a","c","a","c","b","a","b","a","a","c","c","a"
"36","b","a","b","b","c","a","a","c","b","a","b","b","b","c","a","a","a","c","a","a","a","b","b","c","c","b","a","c","c","c","a","b","b","c","c","b","a","a","c","c","b","c","a","a","c","c","c","a","b","b","b","a","a","b","a"
"37","a","a","b","b","b","a","c","c","b","a","b","a","c","b","a","b","b","b","a","a","b","a","a","b","c","b","c","b","b","c","a","c","b","b","c","b","b","b","c","c","b","b","c","a","a","b","b","c","b","a","a","b","b","b","c"
"38","b","a","b","c","a","b","c","b","c","c","a","b","c","c","c","a","a","c","a","c","a","c","c","c","c","b","c","b","a","c","a","b","c","c","c","a","b","c","b","a","a","a","b","b","a","a","c","b","b","c","b","c","c","b","c"
"39","b","c","a","c","c","b","c","a","b","c","b","a","a","b","a","b","b","b","b","a","b","c","b","b","a","b","a","c","b","a","b","b","b","b","a","a","a","b","a","a","c","c","b","b","a","b","a","a","b","a","b","c","a","b","a"
"40","a","b","a","a","b","a","c","a","a","b","a","a","b","c","a","a","c","c","c","c","a","c","b","c","c","c","c","b","c","c","b","a","b","c","a","a","c","c","c","c","a","c","c","c","c","b","c","c","b","c","a","a","c","b","a"
"41","b","a","a","c","b","a","b","c","c","a","c","b","c","a","a","b","c","c","c","a","b","a","c","c","a","a","b","a","a","a","b","b","a","b","c","b","a","a","b","c","b","c","a","a","c","a","a","a","b","a","b","b","b","b","a"
"42","a","c","a","c","b","a","b","a","a","c","a","b","b","a","a","a","b","c","c","a","b","b","c","c","a","b","b","c","a","a","b","a","c","b","a","b","b","a","b","a","b","a","b","b","a","a","c","c","b","a","c","c","b","b","c"
"43","a","b","a","a","c","a","a","a","c","c","c","a","b","a","c","b","b","b","a","a","a","a","b","c","c","a","b","b","a","a","a","b","c","c","a","a","a","b","a","c","a","a","c","c","b","c","a","c","a","b","b","c","c","c","b"
"44","b","a","b","b","a","b","c","a","b","a","a","c","a","b","b","a","a","a","b","a","b","c","a","b","c","b","b","b","b","c","a","a","b","b","c","c","c","a","b","c","c","b","a","b","c","b","b","b","b","a","b","a","b","b","c"
"45","b","a","a","a","c","a","c","a","a","a","c","a","b","c","a","b","c","b","c","c","a","b","b","c","c","b","b","b","a","b","b","a","b","c","b","b","a","b","c","b","b","a","c","c","a","b","c","b","c","c","b","b","b","c","c"
"46","a","c","a","c","b","a","a","a","a","a","a","b","a","a","a","c","a","b","a","a","b","c","b","c","b","a","a","c","b","a","a","a","b","b","a","a","c","c","b","a","a","a","c","b","a","b","b","b","b","a","b","a","b","b","a"
"47","b","a","b","c","c","a","c","b","c","c","a","b","c","c","c","a","b","c","c","b","a","b","b","a","b","b","c","b","b","a","b","c","b","b","c","a","c","c","b","c","a","b","b","b","c","a","a","c","b","c","a","a","c","b","b"
"48","b","c","a","c","a","a","c","b","a","c","a","b","a","a","c","b","a","a","a","c","a","b","c","c","a","b","c","c","c","c","b","a","b","c","a","a","c","c","c","a","a","a","a","a","a","a","a","c","a","c","a","c","c","c","c"
"49","a","b","a","c","b","c","a","a","c","b","c","c","c","a","c","a","c","c","a","c","a","a","b","b","b","a","c","b","b","a","a","c","b","b","b","a","a","c","b","a","a","c","c","c","c","a","c","b","a","c","a","b","b","c","c"
"50","b","a","b","b","c","b","b","b","b","a","c","a","c","c","a","b","b","c","c","a","a","c","c","a","c","b","c","c","a","c","b","c","b","a","b","b","a","c","a","a","a","b","c","b","a","a","a","b","b","c","c","c","b","b","c"
"51","b","a","a","c","c","a","a","b","c","c","b","c","a","a","c","a","c","b","b","c","a","a","b","b","a","c","c","b","c","c","b","c","b","c","c","c","a","b","c","c","c","c","c","c","c","a","c","c","c","c","a","c","a","a","c"
"52","a","b","a","c","c","a","c","b","c","b","a","c","c","c","b","b","b","c","c","c","a","a","c","a","c","b","c","c","a","a","b","b","c","a","c","a","b","c","c","c","b","b","c","c","c","a","a","a","c","c","a","c","a","c","c"
"53","a","c","a","c","a","a","b","b","b","c","a","c","b","b","c","a","b","c","b","c","a","b","c","b","a","c","a","b","b","a","b","c","b","b","a","a","c","c","c","c","a","b","b","a","c","b","a","b","a","a","a","a","c","b","b"
"54","a","a","b","b","b","b","a","b","c","a","a","b","b","c","a","c","b","b","c","c","b","a","c","c","c","a","b","c","b","a","a","b","b","b","a","a","b","a","b","a","a","b","b","c","a","a","a","c","c","a","a","c","c","c","c"
"55","a","b","a","b","c","b","b","a","a","a","a","a","a","a","c","a","c","b","a","c","a","b","b","c","c","a","b","b","a","a","a","a","b","c","a","a","c","a","c","c","b","c","b","c","c","a","c","a","a","c","a","a","a","c","a"
"56","b","a","a","c","c","b","c","a","a","b","a","a","c","c","a","a","c","a","a","a","a","a","b","c","a","a","c","c","c","a","b","c","c","c","c","b","b","b","c","c","a","a","b","a","a","a","c","b","c","c","a","a","c","c","a"
"57","b","a","b","b","c","a","c","b","b","c","a","c","b","a","a","a","b","b","a","c","a","a","a","c","c","a","a","a","a","b","a","b","b","c","a","a","a","b","c","c","a","c","c","a","c","a","a","c","a","c","a","c","c","c","c"
"58","b","c","a","a","b","b","b","b","b","c","a","a","c","b","c","c","c","c","a","c","b","a","b","c","a","b","a","b","a","a","a","b","b","c","a","a","a","a","c","c","a","c","b","c","c","a","a","c","a","a","a","a","c","c","b"
"59","b","a","a","c","b","a","c","a","c","a","c","a","b","c","a","c","c","b","c","a","b","c","b","c","c","b","a","c","c","c","b","c","c","b","c","a","c","a","b","c","c","c","c","b","c","b","a","c","b","a","b","a","c","b","c"
"60","b","a","a","a","b","b","a","a","b","b","a","b","c","b","a","a","a","c","b","a","c","c","c","a","a","b","a","b","b","a","b","b","b","b","a","a","b","b","a","a","c","b","b","c","a","b","b","a","b","a","a","b","a","b","a"
"61","a","c","a","c","b","c","c","a","c","b","b","a","b","c","b","a","b","b","b","a","c","b","b","b","a","b","b","b","b","b","a","a","b","b","b","b","c","b","b","b","a","c","c","b","c","c","a","c","b","c","b","c","c","b","c"
"62","b","a","b","b","c","a","b","b","b","c","c","a","a","b","c","c","c","a","a","c","b","a","a","b","c","a","c","b","b","a","a","a","c","b","a","c","b","c","a","c","b","c","c","c","c","b","b","c","c","c","b","c","b","c","a"
"63","c","b","a","a","b","c","c","a","a","b","b","a","a","a","a","a","c","b","c","a","a","a","c","c","a","a","c","b","c","c","a","b","a","c","c","a","a","c","c","c","a","c","a","b","c","a","b","b","b","c","a","c","b","b","c"
"64","a","c","a","a","c","b","c","a","a","c","a","a","b","a","a","b","b","b","c","a","b","b","c","c","a","a","a","b","c","c","c","c","b","c","c","b","a","b","b","a","a","c","b","b","a","b","a","a","b","c","b","c","b","b","c"
"65","b","a","b","b","a","b","b","b","b","a","a","a","a","b","b","b","b","a","a","a","b","b","b","a","c","a","b","b","a","a","a","a","b","c","c","a","b","c","c","c","a","b","b","c","a","a","c","c","c","a","a","a","a","c","a"
"66","b","a","b","b","a","b","c","b","b","c","a","a","b","b","a","a","b","b","b","a","a","b","c","b","a","a","b","c","b","a","b","b","a","b","a","a","a","b","b","a","b","c","b","b","c","a","b","c","b","c","a","a","a","b","c"
"67","a","b","a","a","a","c","b","a","a","a","a","a","b","c","c","a","b","c","c","a","a","a","c","a","a","a","b","a","c","a","a","b","a","b","b","c","a","a","b","a","c","c","b","b","c","c","a","c","b","c","a","c","b","b","c"
"68","b","a","b","c","b","b","b","c","a","a","a","a","c","c","c","b","c","c","a","c","b","c","c","a","c","b","c","b","a","c","b","b","c","a","c","a","a","b","c","b","a","c","b","a","a","a","c","b","c","b","a","a","c","c","c"
"69","b","a","b","c","a","a","a","a","a","c","a","a","b","c","c","b","c","b","c","a","b","a","b","a","a","b","b","b","c","a","c","b","c","a","a","a","b","b","a","b","a","a","b","a","a","a","c","c","c","a","a","c","b","c","c"
"70","b","a","a","c","c","b","c","a","c","c","b","a","b","a","c","a","c","c","a","c","c","c","c","a","c","b","b","c","c","c","b","c","c","c","b","b","b","a","b","b","a","c","b","b","b","a","c","c","b","b","a","a","c","b","a"
"71","a","c","a","a","b","b","a","a","c","a","b","c","b","a","a","a","a","b","a","a","c","b","b","c","a","b","b","c","c","a","a","b","c","b","a","a","a","a","b","c","a","c","c","b","c","a","c","c","b","c","a","b","c","c","b"
"72","b","a","b","b","b","a","c","b","b","b","a","a","c","b","a","c","c","b","b","c","c","b","a","c","c","c","a","a","c","a","c","a","c","c","b","b","b","b","c","a","b","a","b","a","a","b","a","b","a","b","a","a","b","c","b"
"73","b","a","b","b","a","b","c","b","b","a","c","a","b","b","a","b","b","b","b","a","a","b","c","b","a","c","a","c","b","c","b","c","a","b","a","b","a","a","b","a","c","c","a","c","c","b","a","c","a","a","b","a","c","a","a"
"74","a","a","a","c","b","c","b","a","a","a","b","c","a","c","c","b","b","b","c","c","b","a","c","a","a","a","a","b","a","c","a","c","b","a","c","a","a","c","a","a","a","c","c","a","c","a","a","c","c","a","a","c","c","c","c"
"75","b","a","b","b","a","a","b","b","c","a","c","a","c","b","a","c","c","c","b","a","c","b","b","b","c","b","a","c","b","c","a","c","a","b","c","b","c","b","b","c","b","a","b","b","a","b","b","b","b","a","a","a","b","b","a"
"76","a","a","b","b","c","a","c","c","b","c","c","b","b","b","c","b","a","c","b","c","a","b","c","b","a","c","b","c","b","a","b","a","b","b","c","a","c","a","a","c","a","c","b","b","c","a","c","b","b","c","a","b","b","b","c"
"77","a","b","a","c","a","c","a","b","c","a","b","c","b","c","a","b","a","c","c","a","b","b","b","c","a","b","a","c","c","a","b","c","b","a","c","a","a","c","a","a","b","c","c","c","a","a","a","c","c","a","a","c","b","c","c"
"78","b","a","b","b","a","a","c","b","a","c","a","c","c","a","c","a","c","c","c","b","a","c","c","b","b","a","a","c","b","a","a","c","a","a","a","a","a","c","a","a","a","b","c","c","a","a","b","c","a","a","b","a","a","a","c"
"79","a","c","a","a","b","c","a","b","c","a","b","c","a","c","c","b","a","b","c","a","c","c","c","c","a","b","a","c","a","a","b","b","c","b","c","a","b","b","b","b","a","c","b","b","b","a","c","c","b","b","a","b","b","c","b"
"80","b","c","b","c","c","c","c","c","b","b","a","c","b","c","c","b","c","a","b","a","a","c","c","a","a","c","c","c","b","c","a","a","a","c","a","b","c","b","b","a","b","c","a","a","a","a","a","c","c","c","b","a","b","b","c"
"81","b","b","c","a","b","c","b","b","b","a","c","b","c","c","a","b","a","a","b","b","a","a","a","a","a","c","c","b","b","c","a","c","b","a","c","a","c","b","c","a","b","c","a","b","b","b","c","a","c","a","b","c","b","c","c"
"82","a","c","b","b","a","a","c","b","a","a","a","c","a","c","a","c","c","c","b","c","a","c","b","c","c","b","c","a","b","a","a","c","b","a","c","b","c","b","c","a","c","c","c","b","b","a","c","c","a","c","c","c","c","c","b"
"83","a","b","c","c","c","c","c","b","b","a","a","c","b","a","c","a","c","b","c","a","b","c","a","b","b","a","c","c","a","b","b","a","b","c","c","c","a","c","b","c","a","c","b","a","a","a","c","b","a","a","b","c","c","c","c"
"84","b","c","b","a","a","c","c","c","c","c","c","c","c","b","b","a","c","b","c","c","c","c","c","b","a","a","c","a","c","b","c","c","b","b","b","b","b","b","c","c","b","a","c","b","b","a","c","b","c","a","c","c","c","b","a"
"85","c","c","b","a","b","c","c","a","b","b","c","c","b","a","a","c","c","c","c","c","a","c","b","a","c","b","c","b","c","a","b","c","b","b","a","b","b","a","b","b","a","a","c","c","b","c","a","b","b","c","c","c","c","c","b"
"86","a","b","b","a","a","b","b","b","c","a","b","a","a","c","b","c","c","c","b","a","a","c","b","a","a","a","c","b","c","c","c","c","c","b","b","a","c","b","a","c","b","c","c","c","c","c","c","c","b","c","a","c","b","c","a"
"87","a","b","b","b","a","a","b","b","c","c","b","c","a","b","a","a","c","b","a","a","c","a","c","c","c","c","b","c","b","b","c","a","c","a","c","c","a","c","c","a","a","b","b","c","c","c","c","c","b","a","a","c","a","a","b"
"88","a","b","a","b","a","c","a","c","a","b","a","b","b","c","c","a","b","b","a","c","a","a","b","c","a","c","a","c","b","a","b","a","c","c","c","c","c","c","b","a","a","c","c","a","b","b","c","b","c","a","c","c","c","b","b"
"89","a","c","b","b","a","a","c","c","c","c","c","c","b","b","a","c","c","c","c","a","b","c","c","b","b","c","c","a","b","a","c","c","c","b","a","a","c","b","a","c","c","c","c","c","b","b","c","c","b","a","b","c","b","b","a"
"90","c","c","b","a","a","b","c","a","c","a","b","c","a","b","b","b","c","b","a","a","a","c","b","c","a","c","c","c","b","b","c","c","c","b","a","a","c","b","a","c","a","c","a","c","a","b","c","c","b","a","a","c","a","a","b"
"91","c","b","b","a","b","a","b","b","c","c","c","a","c","b","c","c","c","c","b","b","a","c","b","a","c","a","c","b","c","c","b","c","b","b","c","b","c","c","c","a","c","c","c","b","b","c","c","c","b","b","c","c","a","c","b"
"92","a","c","c","a","b","a","c","a","c","a","b","c","b","b","a","a","b","b","c","c","c","b","b","b","c","c","b","c","a","b","c","c","c","b","b","c","c","b","a","a","a","c","b","c","a","c","b","c","b","c","a","c","b","c","a"
"93","a","b","a","c","c","c","a","c","b","b","a","b","c","a","c","b","a","c","c","a","c","c","c","b","c","a","c","c","a","c","c","c","a","c","a","b","c","b","b","a","a","c","a","a","b","a","c","b","c","a","b","c","b","b","a"
"94","c","a","b","a","c","c","a","c","b","a","a","b","b","a","c","a","c","b","c","a","c","c","b","b","c","a","c","b","a","c","a","c","b","c","a","b","c","b","a","a","c","c","a","c","b","b","c","b","b","a","c","c","c","c","c"
"95","c","b","b","b","a","a","b","a","c","b","c","c","c","b","c","a","c","b","a","c","b","c","b","b","c","c","c","c","a","a","a","c","b","c","c","b","c","b","b","c","c","c","c","a","b","a","b","a","c","b","c","a","c","b","c"
"96","b","c","b","b","b","a","c","c","a","b","c","c","c","c","b","c","c","c","a","b","a","c","a","c","a","b","b","b","b","a","a","a","b","a","c","c","c","a","a","b","a","c","a","c","b","c","c","b","b","c","a","c","c","a","a"
"97","c","a","a","b","a","c","c","c","b","c","c","c","c","a","a","b","c","b","c","c","b","c","a","b","a","a","c","b","a","a","c","c","c","c","a","c","c","c","b","b","a","c","b","a","c","a","c","b","c","a","c","c","c","b","c"
"98","a","c","c","c","a","b","c","a","b","a","c","c","b","c","a","b","c","a","b","a","c","c","c","a","b","b","c","b","c","a","b","c","b","a","a","b","c","b","c","a","c","c","c","b","c","a","c","b","a","c","a","c","b","a","c"
"99","a","b","b","c","c","b","c","c","b","a","a","c","b","a","a","b","c","b","c","a","c","c","c","b","b","b","c","c","a","c","a","c","b","c","a","a","c","b","c","c","c","c","c","b","c","c","c","b","a","c","c","c","c","c","c"
