"subject_id","X0__0","X1__0","X2__0","X3__0","X4__0","X0__1","X1__1","X2__1","X3__1","X4__1","X0__2","X1__2","X2__2","X3__2","X4__2","X0__3","X1__3","X2__3","X3__3","X4__3","X0__4","X1__4","X2__4","X3__4","X4__4","X0__5","X1__5","X2__5","X3__5","X4__5","X0__6","X1__6","X2__6","X3__6","X4__6","X0__7","X1__7","X2__7","X3__7","X4__7","X0__8","X1__8","X2__8","X3__8","X4__8","X0__9","X1__9","X2__9","X3__9","X4__9","X0__10","X1__10","X2__10","X3__10","X4__10"
"25","a","b","b","b","a","b","c","b","a","b","b","a","b","b","a","a","c","b","a","a","a","a","a","b","c","c","a","c","a","c","c","b","b","c","c","c","b","a","b","c","a","c","c","b","c","c","a","b","a","c","c","a","a","c","c"
"26","a","b","b","c","a","a","b","a","b","a","c","a","a","c","a","a","b","c","c","b","c","b","c","a","a","a","a","b","c","c","a","c","b","a","c","c","c","a","c","b","c","a","b","c","a","c","b","b","a","a","a","a","a","b","b"
"27","b","b","a","a","c","b","c","a","a","c","c","b","c","b","c","a","b","b","a","c","c","c","b","c","c","c","c","a","c","c","a","a","c","c","c","b","a","c","c","c","b","b","a","b","a","b","b","b","c","a","b","c","a","b","a"
"28","a","b","b","c","b","a","b","b","b","a","a","b","a","a","a","c","b","c","b","a","a","c","b","b","a","c","a","a","a","a","b","b","c","b","a","b","c","b","a","a","b","a","b","b","a","b","b","a","a","b","b","c","c","c","a"
"29","a","b","b","c","b","b","c","a","b","a","b","a","c","a","a","a","b","b","b","b","a","b","b","a","c","c","b","a","c","c","a","b","c","c","c","a","c","a","c","c","b","c","c","a","c","b","a","c","b","c","b","a","b","a","c"
"30","a","b","a","b","b","c","c","c","a","c","a","a","a","c","c","a","c","c","b","c","a","a","c","a","c","c","c","b","c","c","a","a","c","b","c","c","b","b","b","c","c","b","b","a","c","a","b","b","c","c","c","a","a","b","c"
"31","a","b","b","b","b","b","b","a","a","a","b","b","a","c","a","b","c","c","a","b","b","a","c","c","a","b","a","b","c","a","b","b","b","a","a","b","b","b","c","a","c","b","a","b","a","a","c","c","a","a","c","a","b","b","b"
"32","b","c","b","a","b","b","b","a","b","c","a","a","a","a","c","a","c","c","c","c","c","a","b","a","c","a","a","a","b","c","a","a","c","a","c","c","c","b","a","c","a","a","b","c","c","b","c","a","c","c","b","c","c","b","c"
"33","b","b","a","c","b","a","c","c","c","a","c","a","c","c","a","a","b","a","c","a","a","b","c","b","a","c","b","b","c","c","a","b","a","c","c","a","a","b","a","c","a","a","b","a","c","b","c","a","b","b","c","b","c","a","b"
"34","b","c","c","b","b","b","c","b","b","c","b","b","b","a","c","b","a","a","b","b","b","a","a","a","c","b","a","c","c","c","b","b","b","a","c","c","c","b","b","c","a","b","a","a","c","c","b","a","b","c","a","b","c","a","b"
"35","c","c","b","b","b","a","a","a","b","a","a","a","a","a","a","b","b","c","b","b","a","b","b","a","c","a","b","b","c","c","c","b","a","a","c","a","b","c","b","c","c","b","b","a","c","a","b","b","a","c","c","c","b","b","c"
"36","a","b","a","b","b","c","b","c","c","c","a","b","b","c","c","b","c","b","c","c","b","b","a","c","c","b","b","c","c","c","b","a","c","c","c","b","a","b","a","c","b","c","a","b","c","b","a","c","a","c","b","b","b","c","c"
"37","a","b","a","c","b","a","c","c","b","c","a","a","c","c","b","b","a","b","b","c","b","c","b","a","c","b","c","b","c","c","a","a","a","c","c","c","a","c","a","c","b","b","b","b","c","b","b","b","a","c","a","b","b","c","c"
"38","b","c","b","c","a","c","a","b","c","b","a","a","b","b","a","c","b","a","a","c","a","c","b","c","c","c","a","a","b","c","a","b","c","a","b","b","c","b","c","a","b","a","a","b","a","b","a","c","a","a","b","b","a","c","b"
"39","b","c","b","c","b","b","a","b","b","a","b","a","b","b","a","b","a","b","a","a","c","b","a","a","b","a","b","c","c","a","c","b","b","b","a","a","b","a","a","b","c","b","a","b","c","c","b","a","a","c","b","b","c","b","c"
"40","b","b","b","c","b","b","c","b","b","c","b","a","b","c","c","b","b","a","b","c","a","c","c","a","c","c","a","c","c","b","a","b","b","b","a","a","b","a","c","a","c","c","a","c","a","a","a","c","b","a","c","a","c","c","a"
"41","c","c","b","b","c","a","a","a","a","c","b","c","c","c","c","c","b","b","c","c","c","c","b","b","c","a","a","b","a","c","c","c","a","b","c","a","a","c","a","c","c","c","b","c","c","a","a","b","b","c","c","a","b","a","c"
"42","a","c","c","b","c","c","a","c","a","c","a","c","c","c","c","a","c","a","b","c","a","a","a","a","c","c","b","c","a","c","a","b","c","b","c","c","c","b","b","c","a","c","b","c","c","c","a","a","c","c","a","c","a","c","c"
"43","a","a","c","b","b","c","a","b","a","a","a","b","a","c","a","b","b","a","a","a","b","b","c","c","a","b","b","b","b","a","b","b","a","a","a","b","b","a","b","a","a","b","c","a","a","c","b","b","c","a","c","b","b","c","a"
"44","a","b","a","b","c","c","b","a","a","c","c","b","b","c","c","a","c","b","b","c","c","a","b","a","c","c","a","a","b","c","c","c","c","a","c","a","a","b","b","c","a","a","b","a","c","a","b","b","c","b","c","b","b","b","a"
"45","a","b","b","c","b","a","a","a","c","a","c","c","a","b","b","a","a","c","c","a","c","c","b","a","a","a","a","a","b","a","b","b","a","a","b","b","a","c","c","a","b","b","b","b","a","c","b","b","a","a","a","b","a","b","a"
"46","b","c","b","c","b","c","a","b","c","b","a","a","a","a","a","b","b","a","b","a","b","c","c","a","b","b","b","c","c","a","b","c","b","c","a","b","a","b","c","a","b","a","a","a","a","b","c","c","b","c","b","a","b","a","c"
"47","a","b","a","b","b","c","b","c","c","c","a","c","b","b","c","c","a","a","a","c","a","a","c","b","c","a","c","c","a","c","a","a","b","c","c","a","a","b","b","c","b","c","b","a","c","b","a","a","c","c","b","a","a","c","c"
"48","a","b","b","c","b","b","b","a","c","a","b","b","a","c","a","b","b","c","b","a","b","b","b","a","c","b","c","b","a","c","b","a","a","b","c","b","c","c","a","c","b","a","b","b","c","a","b","b","a","c","b","b","b","b","c"
"49","a","b","b","c","b","c","a","a","a","b","a","b","c","b","b","a","b","b","a","c","a","b","b","b","c","c","b","a","c","c","a","a","c","b","c","a","c","b","a","c","b","a","a","b","c","c","b","c","a","b","c","a","b","c","a"
"50","a","b","a","b","b","b","c","c","c","c","b","a","b","b","c","b","a","a","a","c","c","a","c","c","c","a","a","c","a","c","c","a","c","c","c","c","a","b","a","c","a","a","b","c","c","c","b","a","a","c","c","b","c","a","c"
"51","a","b","b","c","b","c","b","b","b","a","c","b","a","a","a","b","b","a","b","a","c","b","c","c","a","a","b","b","b","a","b","b","a","a","b","c","b","c","c","a","c","b","c","a","a","a","c","b","c","b","a","a","b","a","a"
"52","a","b","b","c","b","c","b","b","c","c","a","b","b","b","c","c","b","b","c","c","a","b","b","b","c","c","b","a","a","c","a","c","a","c","c","a","a","c","a","c","c","c","b","b","c","a","a","b","a","c","c","c","b","b","c"
"53","a","b","a","b","b","a","c","a","c","a","a","a","c","b","a","c","a","b","c","a","a","a","b","b","c","c","a","b","a","c","a","a","a","c","c","c","c","a","b","c","c","a","c","a","c","b","b","b","b","b","c","b","b","c","c"
"54","b","b","a","b","c","b","c","c","a","c","c","c","a","b","c","c","a","c","a","c","a","b","b","a","c","c","b","b","b","c","b","c","b","a","b","b","a","a","a","c","b","b","c","b","c","b","b","b","a","c","a","b","b","c","c"
"55","b","b","b","c","b","b","b","a","a","a","c","c","c","b","a","a","a","b","c","a","b","c","b","c","a","b","a","a","c","b","b","c","c","a","c","b","c","c","c","c","b","a","c","c","c","b","b","b","a","c","b","a","b","c","b"
"56","b","c","b","a","b","b","a","b","b","a","b","b","a","a","a","b","c","a","c","b","b","a","a","c","a","b","a","a","b","a","b","b","a","a","b","b","b","c","b","c","b","b","b","a","c","c","a","a","b","b","a","a","c","a","c"
"57","b","c","b","c","b","a","a","a","b","a","c","a","a","a","a","b","b","c","b","a","c","c","b","a","a","a","a","b","c","b","c","a","a","b","a","b","a","c","a","c","c","b","b","c","b","a","c","b","b","b","b","a","a","b","b"
"58","a","b","a","b","a","b","b","c","c","a","b","c","c","b","a","b","c","b","a","b","b","a","b","c","a","b","a","b","c","a","b","b","a","c","a","b","b","b","b","a","b","c","a","a","a","b","a","b","c","a","b","c","a","b","b"
"59","a","a","c","b","c","c","a","b","a","c","a","c","b","c","c","b","a","b","c","c","b","a","a","b","c","b","b","a","a","c","b","b","a","c","b","c","b","c","c","a","a","b","b","a","b","b","b","a","c","a","b","b","c","b","a"
"60","b","c","c","b","a","b","a","c","c","a","b","a","b","b","a","b","c","a","a","a","c","a","c","c","a","a","b","c","a","a","a","a","b","b","c","a","c","a","a","c","b","a","c","b","c","b","a","c","a","c","b","c","c","b","c"
"61","b","c","c","b","b","b","c","b","a","b","b","c","a","b","b","b","a","c","a","a","c","b","c","b","b","a","b","c","c","c","b","b","b","b","c","b","b","b","a","c","a","c","b","b","c","c","a","b","a","c","a","c","a","c","c"
"62","a","b","b","c","b","b","b","b","b","a","c","c","a","c","a","a","c","c","c","b","c","a","b","b","b","c","a","c","a","a","a","a","b","c","a","c","c","b","b","a","a","a","a","c","a","c","a","c","b","a","a","a","c","a","a"
"63","b","c","b","c","b","b","c","b","b","b","b","a","b","c","c","c","c","a","b","c","a","a","c","a","c","c","a","c","c","c","a","b","b","b","c","c","b","b","a","c","a","c","b","c","c","c","c","a","c","c","b","b","a","c","c"
"64","a","b","a","b","b","c","b","c","a","a","a","c","b","b","a","c","a","b","a","b","a","a","a","c","c","c","a","c","c","c","a","c","b","b","c","c","a","b","a","b","a","b","a","c","b","a","b","a","b","c","c","c","a","a","c"
"65","b","c","b","b","a","b","b","a","c","a","b","b","c","b","a","b","c","c","a","c","c","c","b","b","c","b","c","b","a","c","a","a","a","c","a","b","c","c","b","c","b","a","b","a","b","b","a","b","a","c","c","a","b","c","c"
"66","b","c","b","c","b","a","a","a","a","a","a","b","c","b","a","c","b","b","a","a","a","b","b","a","a","c","b","b","c","a","a","b","b","c","a","c","b","a","c","a","a","b","c","b","a","c","b","b","a","b","a","a","b","a","b"
"67","a","b","a","b","c","c","b","a","c","a","a","b","c","a","a","c","b","b","c","a","a","c","b","b","b","c","a","b","a","a","a","b","b","b","a","b","a","b","a","b","c","b","a","b","a","a","b","a","a","c","c","c","c","b","c"
"68","b","b","a","a","c","b","c","c","b","c","b","b","c","a","c","c","b","c","c","c","a","b","b","c","c","c","b","a","a","c","a","b","c","c","c","c","c","c","c","c","a","a","c","b","c","a","b","b","a","c","c","a","b","c","c"
"69","a","a","b","c","a","b","a","a","c","a","c","a","c","c","a","a","b","b","a","a","c","b","a","c","a","a","a","a","c","b","c","b","a","b","b","a","b","c","a","c","c","a","b","b","c","a","c","a","a","c","a","a","a","c","c"
"70","b","c","b","c","b","b","a","b","b","a","c","b","b","a","b","a","c","a","b","a","b","c","a","a","b","b","a","a","b","b","c","b","c","a","b","a","b","b","b","a","b","c","a","a","a","b","a","c","c","a","b","a","c","c","a"
"71","a","c","b","c","a","c","b","a","b","b","c","b","c","c","a","a","c","b","c","a","c","b","a","b","b","a","b","c","a","a","b","b","a","b","a","a","b","c","a","c","c","b","b","c","c","a","b","a","c","c","a","c","c","a","c"
"72","b","c","c","b","a","b","a","b","c","a","b","a","b","b","a","b","b","b","a","a","b","a","a","b","a","b","a","c","a","a","a","c","c","c","a","a","c","b","b","c","c","a","a","a","c","a","c","a","c","c","b","a","c","b","c"
"73","a","b","b","c","b","b","c","b","b","b","b","c","b","c","c","b","a","c","b","c","a","b","c","a","b","c","b","b","b","a","a","b","b","a","a","c","c","a","c","a","a","a","a","c","a","a","c","a","c","a","a","a","b","b","a"
"74","a","b","a","b","b","c","a","b","a","b","a","b","a","c","b","c","c","a","a","a","a","a","c","c","b","b","b","b","b","b","b","b","b","a","a","b","b","b","a","a","b","b","b","b","a","b","c","a","c","a","b","a","c","a","a"
"75","a","b","b","c","a","a","c","b","c","a","c","a","b","a","a","c","b","a","b","b","b","a","a","a","b","b","b","b","c","b","b","c","b","c","a","b","a","a","b","a","b","b","c","c","b","b","b","c","a","a","b","b","b","c","a"
"76","a","a","c","b","a","c","a","c","a","a","a","a","c","b","a","c","b","b","b","b","a","b","b","a","a","c","b","b","b","c","a","b","b","b","c","a","c","a","a","c","c","c","a","c","c","a","a","a","c","c","c","b","a","c","b"
"77","b","b","a","b","b","b","c","c","c","a","b","a","b","b","a","b","b","b","a","b","b","b","b","a","c","b","b","a","b","c","b","c","c","c","c","b","b","b","a","c","b","c","b","c","c","b","b","b","b","b","b","c","a","a","a"
"78","a","b","b","c","a","c","c","b","b","c","a","a","a","a","c","c","a","c","c","c","a","b","c","a","c","c","c","b","b","c","a","a","b","a","c","a","c","b","c","c","b","a","a","b","c","b","b","c","c","c","a","b","b","c","c"
"79","a","b","a","b","c","c","b","a","a","c","a","b","a","c","c","c","b","c","c","c","a","b","b","b","c","c","c","b","a","c","a","a","b","c","c","c","a","a","b","c","a","a","c","a","c","c","c","b","c","c","a","a","b","a","c"
"80","b","b","a","b","b","b","a","c","a","a","b","b","b","c","b","b","a","b","b","b","a","b","b","a","b","c","c","b","c","c","a","c","a","c","c","a","a","c","b","c","c","c","b","a","c","c","a","a","c","c","a","a","a","b","c"
"81","b","c","c","b","c","a","a","c","a","c","c","a","b","a","c","a","b","b","b","c","a","b","a","a","c","c","b","a","c","c","a","b","c","b","c","c","b","b","a","c","a","a","a","b","c","a","a","c","a","c","c","a","b","b","c"
"82","b","c","b","b","b","b","a","b","a","a","b","a","b","a","a","b","a","b","a","a","b","b","a","c","b","b","c","c","c","c","b","a","b","b","c","b","a","b","a","c","b","c","c","b","c","b","c","c","b","c","b","a","c","a","a"
"83","a","b","b","b","c","c","c","b","c","c","a","a","a","c","c","a","c","c","c","c","b","a","b","b","c","b","b","a","a","a","b","b","c","b","a","b","c","b","a","b","b","a","a","a","a","b","b","b","c","b","b","c","a","c","a"
"84","b","b","a","b","c","b","b","a","c","c","c","b","c","a","c","a","c","b","c","c","c","b","a","c","c","c","b","c","b","c","a","b","b","c","c","a","c","a","a","c","c","a","c","c","c","a","c","b","b","c","c","c","a","a","c"
"85","a","b","b","c","b","a","b","a","b","c","c","c","c","a","c","a","b","b","c","c","b","b","b","b","c","b","c","a","a","c","b","a","c","b","a","b","b","b","a","a","b","c","a","a","a","b","b","a","b","a","b","b","c","c","a"
"86","a","b","a","b","b","c","b","c","a","c","a","a","b","a","c","c","c","c","c","c","a","a","b","b","c","c","a","b","a","c","a","b","b","c","b","c","b","a","c","c","a","b","a","a","c","b","c","c","c","b","b","b","c","b","c"
"87","b","c","b","b","b","b","a","a","b","a","b","a","c","a","a","b","a","b","c","a","b","b","a","a","b","b","c","a","b","b","b","a","c","a","c","b","a","c","c","c","b","a","b","b","c","a","a","a","a","c","a","a","c","c","c"
"88","a","b","a","b","b","a","c","c","a","a","a","c","b","b","c","c","a","a","a","c","c","b","a","b","c","a","a","c","b","b","c","a","c","c","c","a","b","b","b","c","c","a","b","c","b","a","b","b","b","a","b","a","b","a","a"
"89","c","c","b","a","b","c","a","b","c","a","a","b","a","c","a","c","b","c","b","a","a","a","b","a","b","a","b","a","c","a","c","c","a","b","a","a","a","c","a","a","a","b","c","b","b","c","c","b","a","a","a","a","a","c","a"
"90","a","b","a","b","b","c","b","a","a","a","a","c","c","b","a","a","a","c","c","a","b","a","a","b","c","b","a","c","a","c","b","c","b","a","c","c","c","a","c","c","a","a","c","b","c","c","a","b","a","c","a","b","a","c","c"
"91","a","b","b","c","b","c","a","b","c","a","a","b","b","c","b","a","b","a","a","a","c","b","c","a","a","a","c","b","b","a","c","a","b","b","b","a","a","b","a","a","c","a","b","c","a","a","a","b","b","a","b","a","b","a","a"
"92","a","b","b","b","c","c","a","b","c","b","a","a","b","c","a","c","b","a","a","b","a","c","c","a","a","c","a","b","b","a","c","c","a","a","c","c","c","a","b","c","b","a","c","a","c","b","c","a","b","c","b","a","c","a","c"
"93","b","b","b","c","b","c","b","a","c","c","a","b","a","a","c","c","c","c","c","c","a","a","c","b","c","c","b","b","a","c","a","c","b","b","a","a","c","a","a","a","b","a","c","b","b","b","b","b","a","b","b","c","a","b","a"
"94","b","c","b","c","b","b","a","a","c","a","b","a","a","c","a","c","a","a","b","a","a","a","a","a","a","c","a","a","c","a","a","b","c","a","b","c","c","b","b","a","b","a","b","c","a","c","c","b","a","b","a","b","b","b","a"
"95","c","c","b","c","b","a","a","b","c","a","c","a","b","b","a","a","b","b","a","b","b","c","a","b","a","c","a","a","a","a","a","b","c","a","a","c","a","b","b","b","a","a","a","a","a","c","a","c","c","c","a","a","a","c","c"
"96","a","b","b","c","a","a","b","b","c","c","c","c","a","b","c","a","a","c","c","c","c","c","b","c","c","c","a","b","c","b","a","b","b","c","a","b","b","b","a","a","b","b","a","c","a","b","c","c","b","b","b","a","b","a","a"
"97","b","c","b","c","b","b","a","b","c","a","b","b","b","b","a","b","c","b","a","a","b","a","b","b","b","b","a","b","a","a","b","a","a","c","a","b","b","b","b","a","b","c","a","a","b","b","a","c","a","a","a","b","b","a","a"
"98","b","c","b","c","a","b","a","b","c","a","b","a","b","b","a","b","a","b","a","a","b","b","c","b","b","b","b","b","a","c","c","c","b","b","c","c","a","a","a","c","c","b","a","b","a","b","c","a","c","b","b","a","a","b","b"
"99","a","a","c","b","b","c","a","b","c","a","c","b","b","c","b","a","c","b","c","a","c","a","b","c","a","a","c","b","b","a","c","c","a","a","b","a","a","c","b","a","a","b","b","a","c","c","c","a","b","c","a","a","c","a","c"
"100","b","b","a","a","c","a","b","c","c","c","c","b","c","c","c","a","c","b","b","c","c","b","b","a","b","a","c","a","c","a","c","c","c","a","a","a","a","c","c","b","c","a","b","c","a","a","b","b","c","b","b","b","b","a","a"
"101","a","b","b","b","c","c","b","a","b","c","a","a","a","a","c","c","c","a","b","c","a","a","c","a","c","a","a","c","b","c","a","c","b","a","b","a","a","b","c","a","b","a","b","b","a","b","a","a","a","a","b","b","c","c","a"
"102","b","b","b","b","b","b","b","a","a","a","b","b","a","b","a","b","c","c","b","b","c","a","b","a","c","a","c","a","c","c","b","a","c","c","c","b","b","b","c","b","b","c","b","b","c","b","b","a","c","b","c","b","a","c","a"
"103","c","c","b","a","a","a","a","a","c","a","c","a","a","a","a","b","b","a","c","a","c","c","c","b","b","a","a","b","b","a","c","a","b","c","a","a","b","b","b","c","a","b","b","a","c","c","a","b","c","b","a","b","b","b","b"
"104","b","c","b","c","b","b","a","c","a","a","a","a","b","b","a","c","c","a","a","c","a","a","c","a","c","b","a","b","c","c","b","a","a","c","c","b","a","c","b","c","b","b","b","a","b","c","b","a","b","a","a","b","b","a","a"
"105","a","c","c","b","c","b","a","b","c","c","b","c","b","b","c","c","a","b","a","c","a","b","b","c","b","b","b","a","b","a","b","b","c","b","a","c","a","b","c","a","a","a","a","c","a","b","a","a","b","b","c","a","c","c","a"
"106","c","c","b","c","b","a","a","a","c","a","a","b","c","c","a","c","b","c","a","c","c","c","b","c","c","a","a","b","c","c","c","c","a","c","c","a","a","c","c","c","c","a","b","b","c","a","a","b","a","c","c","b","a","c","b"
"107","b","c","b","c","b","b","a","b","b","a","a","b","b","a","a","c","b","b","c","a","a","c","a","b","a","c","c","a","a","a","a","a","b","b","a","c","b","a","c","a","a","b","c","c","a","b","b","b","b","a","b","b","c","a","a"
"108","b","c","b","b","c","b","b","b","c","b","b","c","b","b","b","b","b","b","b","a","c","b","a","c","a","a","b","c","a","a","b","b","b","c","a","c","c","c","a","a","a","a","b","c","b","c","a","b","c","a","c","b","b","c","c"
"109","b","b","b","c","b","b","c","b","b","a","b","a","a","a","b","b","a","c","c","a","b","b","a","b","a","b","b","a","a","a","b","b","c","c","a","a","b","c","b","a","c","b","c","a","a","c","a","c","c","b","a","b","b","c","b"
"110","b","b","a","b","b","b","c","a","a","c","b","a","a","c","c","a","b","c","a","b","c","b","c","c","a","a","c","b","c","a","b","a","a","b","a","b","b","c","a","b","b","c","b","b","a","a","a","b","c","a","c","a","b","a","a"
"111","b","c","b","b","b","b","a","b","c","b","b","b","b","b","b","b","b","b","b","a","b","a","b","c","b","c","a","a","b","a","a","a","c","b","a","c","b","c","a","a","a","c","c","a","b","a","a","c","c","a","c","b","b","c","a"
"112","a","a","c","b","b","c","b","b","a","b","b","b","b","b","a","b","b","b","a","a","b","b","b","a","a","b","b","a","c","a","c","c","c","c","b","a","a","c","c","b","c","a","b","c","a","a","b","b","c","b","c","b","a","c","a"
"113","a","b","b","b","b","b","b","b","a","a","b","b","c","c","a","c","b","b","b","a","c","b","b","a","a","a","b","a","c","a","c","a","c","a","a","a","c","b","b","c","c","a","b","a","c","a","a","b","b","c","c","b","a","b","c"
"114","b","c","b","b","b","b","c","a","b","b","b","a","c","a","a","b","a","b","c","a","b","a","a","c","a","b","a","c","b","a","c","a","b","a","a","a","b","b","c","a","c","a","b","b","b","a","a","a","a","b","c","a","a","b","c"
"115","b","c","b","b","a","b","c","b","b","b","b","a","a","a","a","b","a","c","c","a","a","a","b","c","a","c","b","b","b","a","a","b","a","c","a","c","c","a","c","b","a","a","a","c","a","a","b","a","c","b","a","b","a","b","a"
"116","b","c","a","c","a","b","a","c","a","a","c","c","b","c","a","a","b","b","c","c","c","b","b","b","c","a","b","a","a","c","c","c","a","c","b","a","a","c","c","a","a","b","b","c","b","a","c","b","a","a","c","a","b","b","a"
