"subject_id","X0__0","X1__0","X2__0","X3__0","X4__0","X0__1","X1__1","X2__1","X3__1","X4__1","X0__2","X1__2","X2__2","X3__2","X4__2","X0__3","X1__3","X2__3","X3__3","X4__3","X0__4","X1__4","X2__4","X3__4","X4__4","X0__5","X1__5","X2__5","X3__5","X4__5","X0__6","X1__6","X2__6","X3__6","X4__6","X0__7","X1__7","X2__7","X3__7","X4__7","X0__8","X1__8","X2__8","X3__8","X4__8","X0__9","X1__9","X2__9","X3__9","X4__9","X0__10","X1__10","X2__10","X3__10","X4__10"
"21","b","a","c","b","b","a","a","c","a","c","a","b","a","b","a","a","c","b","a","b","a","b","b","b","a","a","b","b","a","b","b","c","c","c","a","a","b","a","a","b","a","c","b","b","a","a","a","b","c","b","c","b","b","a","a"
"22","a","a","c","c","c","c","c","a","c","b","c","b","b","c","a","c","c","c","c","b","c","c","b","c","a","c","b","c","c","a","c","b","a","c","b","c","b","b","a","c","c","b","c","b","b","c","c","a","a","a","c","b","b","b","a"
"23","a","a","c","c","c","c","c","b","c","a","c","b","c","b","a","c","b","a","a","b","c","a","b","b","a","c","a","b","a","b","c","c","b","b","a","c","b","a","a","a","c","a","a","c","a","c","b","a","c","a","c","c","b","a","a"
"24","b","c","b","b","a","a","b","b","a","a","b","b","c","b","a","a","a","c","a","b","b","a","a","b","a","b","b","b","a","a","a","b","b","b","b","c","b","b","a","a","c","a","b","b","b","c","a","c","a","a","c","c","b","b","b"
"25","a","b","a","c","c","a","a","b","c","b","c","c","c","a","b","c","b","c","b","a","c","a","c","a","b","c","c","b","b","a","c","b","b","c","b","c","a","c","c","c","c","c","c","a","a","c","b","a","b","b","c","a","b","a","a"
"26","a","c","b","a","c","a","b","c","b","b","a","b","a","a","a","a","b","b","b","a","a","a","b","a","b","b","c","b","b","c","a","b","c","a","a","a","b","a","b","b","c","b","a","c","a","c","a","a","a","a","c","b","b","b","a"
"27","b","a","b","a","c","c","a","b","b","a","c","a","c","a","a","c","a","a","b","b","b","b","b","a","a","b","b","c","b","a","a","a","a","a","a","a","c","b","b","b","a","b","c","a","a","a","b","a","a","b","a","a","a","b","a"
"28","b","a","c","c","c","b","a","a","a","b","b","a","b","b","a","b","a","b","a","b","a","a","b","c","a","a","a","b","a","a","c","a","a","b","b","c","a","b","a","a","c","a","c","b","a","c","c","c","c","a","c","b","b","a","a"
"29","c","b","b","a","c","c","a","a","a","b","c","c","b","b","c","c","b","c","c","a","c","b","b","c","b","c","b","b","a","b","c","a","b","b","a","c","a","b","a","b","c","c","b","b","c","c","b","b","a","b","c","a","c","b","a"
"30","a","a","c","a","b","a","c","a","b","c","a","c","b","a","c","c","b","b","c","b","c","c","b","a","c","c","c","c","c","b","b","a","c","a","b","b","c","c","b","a","a","b","c","a","b","c","a","b","b","a","c","a","b","a","b"
"31","c","a","b","a","c","c","a","c","b","a","c","a","a","a","a","c","c","b","b","b","c","b","c","a","a","c","b","a","b","b","c","c","a","a","c","c","b","b","b","a","c","b","b","a","b","c","c","c","b","a","b","c","c","b","a"
"32","a","c","b","a","c","a","b","b","b","b","c","b","c","c","c","c","a","b","a","b","c","b","b","b","a","c","b","b","a","b","c","b","c","b","a","c","b","c","b","a","c","b","a","a","a","c","b","b","b","b","c","b","a","a","a"
"33","b","a","c","c","c","a","c","a","a","b","c","c","b","b","a","c","b","b","a","a","c","b","b","b","b","c","b","c","c","a","c","b","c","a","b","b","b","a","c","a","b","b","b","c","b","b","c","c","a","a","a","c","c","b","b"
"34","c","b","a","a","b","c","c","b","b","c","c","b","c","c","a","c","b","b","a","a","c","b","b","b","a","c","b","c","a","b","c","b","c","a","a","b","b","c","b","b","a","b","c","a","a","b","a","a","b","b","b","b","a","c","a"
"35","a","a","c","c","c","a","c","b","a","b","c","c","b","b","c","c","c","b","a","b","a","b","b","b","a","c","a","b","a","b","c","a","c","b","a","c","b","a","a","a","c","a","a","b","b","c","c","b","a","c","b","b","b","b","b"
"36","a","a","a","c","c","c","b","b","c","a","c","b","b","b","b","c","a","b","a","c","c","a","c","c","b","c","b","a","a","a","c","a","b","b","b","b","c","b","a","a","b","b","c","b","a","a","a","a","a","b","c","c","b","b","a"
"37","a","c","b","a","c","a","b","b","c","b","a","a","b","c","a","b","b","c","a","b","a","b","b","b","c","c","b","c","a","a","c","c","c","b","a","c","b","c","a","a","c","b","b","b","a","c","b","b","a","b","c","a","c","b","c"
"38","b","c","b","a","c","a","b","b","b","a","a","a","b","c","a","c","a","b","c","a","c","b","c","a","a","c","b","a","a","b","b","b","a","b","a","a","b","b","a","b","a","b","c","a","a","c","c","a","b","a","c","b","b","a","b"
"39","a","b","b","a","c","c","b","b","b","b","c","b","c","b","b","b","b","b","a","a","a","a","c","b","a","c","c","a","a","b","c","b","b","c","a","c","b","a","c","b","c","b","a","a","b","c","a","a","b","c","c","c","b","a","b"
"40","a","a","b","a","c","a","b","b","b","a","a","a","c","a","b","a","b","a","b","a","a","b","b","a","a","c","c","b","b","a","c","a","b","a","b","c","c","c","b","a","c","b","a","b","a","c","b","b","a","b","c","b","b","b","a"
"41","b","c","b","a","c","a","c","b","b","b","a","c","b","a","c","c","c","c","b","b","c","c","a","b","c","c","b","b","a","b","c","a","a","b","a","c","a","b","c","a","c","a","b","c","a","c","a","c","a","b","b","c","a","b","a"
"42","c","c","b","a","c","c","b","b","b","a","c","a","a","a","a","c","b","b","c","a","c","a","b","a","b","c","a","c","b","a","c","c","b","a","a","c","b","c","b","a","c","a","a","a","b","c","c","b","b","a","c","b","b","c","a"
"43","b","a","c","c","a","a","b","a","a","a","c","b","b","b","a","b","b","b","c","b","c","a","a","c","c","c","a","b","a","b","c","c","b","b","c","c","b","b","a","a","c","a","b","b","b","c","a","b","a","a","c","a","b","a","b"
"44","a","a","c","c","c","c","a","b","a","b","c","a","a","b","c","c","a","b","b","b","c","c","b","a","c","c","b","b","b","b","c","b","b","a","a","c","b","c","b","b","c","a","b","c","a","c","c","b","a","b","c","b","a","b","a"
"45","b","a","b","c","c","b","a","c","a","a","a","c","a","b","a","a","b","a","a","a","c","b","b","c","b","c","b","b","c","a","c","b","c","a","b","c","b","c","b","a","c","c","b","c","a","c","b","b","a","a","b","b","c","b","a"
"46","a","b","c","c","b","c","c","a","a","a","c","b","a","b","b","c","c","b","a","a","c","c","b","b","b","c","c","c","c","a","c","b","a","c","a","c","b","a","a","a","c","c","b","b","a","c","b","b","b","a","c","b","c","a","a"
"47","c","a","c","c","c","c","c","c","a","a","c","c","b","b","c","c","b","c","a","b","c","a","b","b","a","c","a","c","a","b","c","c","b","c","a","c","b","b","a","b","c","a","b","b","a","c","c","c","a","a","c","b","c","b","b"
"48","a","c","b","b","c","a","b","c","a","a","c","c","a","b","a","c","b","b","a","a","c","b","b","c","b","c","b","b","a","a","c","a","c","c","a","c","b","b","a","a","c","a","b","c","b","c","b","b","a","a","b","a","c","b","a"
"49","a","c","b","c","c","a","c","b","c","c","c","b","b","a","b","c","a","c","b","a","c","a","b","a","b","c","c","b","b","a","c","b","c","b","b","c","b","c","a","c","b","c","a","b","a","a","b","b","a","a","a","b","b","b","a"
"50","b","a","b","a","c","a","c","c","a","b","c","b","a","b","a","c","a","b","a","b","c","a","c","b","a","c","c","a","a","b","c","b","a","b","c","c","b","a","a","a","c","a","a","b","a","c","a","b","a","a","c","c","c","b","b"
"51","c","b","a","a","b","c","b","b","b","c","c","b","a","a","b","c","a","a","b","a","c","a","b","a","a","c","c","b","b","a","c","b","b","c","a","c","b","a","a","a","c","b","b","b","b","c","b","b","a","a","c","a","b","b","b"
"52","a","c","b","a","b","a","b","b","b","a","a","b","c","a","b","a","a","c","b","b","c","a","a","a","a","c","b","a","b","b","c","c","b","c","a","c","b","b","b","a","c","b","c","a","a","c","a","b","c","b","c","c","b","c","a"
"53","a","a","a","c","a","c","b","a","c","a","c","a","b","b","b","c","c","c","a","c","c","b","b","b","b","c","c","b","a","c","c","b","b","b","a","c","a","c","c","a","c","a","c","a","b","c","c","c","c","a","c","a","a","c","b"
"54","b","c","b","a","c","a","b","c","b","b","a","a","b","a","c","a","a","c","b","a","c","c","a","a","a","c","b","b","b","b","c","c","b","c","a","c","c","c","a","a","c","b","a","b","b","c","c","b","a","a","c","b","b","b","b"
"55","a","c","b","b","a","a","b","b","a","a","a","b","b","b","b","c","b","c","a","a","c","c","b","b","b","c","c","c","a","c","c","b","c","a","a","c","b","c","b","a","b","c","c","a","a","a","b","c","b","a","a","b","a","c","a"
"56","b","a","c","c","a","a","c","a","b","b","c","b","b","a","a","c","a","b","b","a","c","a","b","a","b","c","c","b","b","c","c","b","a","c","a","c","b","b","b","a","c","b","c","a","b","c","b","c","b","b","c","a","a","b","c"
"57","a","a","c","c","a","c","c","a","a","c","c","b","a","b","b","c","c","b","a","a","c","b","c","b","a","c","a","b","a","b","c","a","c","b","a","c","c","a","a","a","c","a","b","b","a","c","c","a","a","a","c","c","b","b","b"
"58","a","c","b","b","a","b","b","c","a","a","a","b","a","b","b","b","b","a","a","c","a","b","b","b","b","c","c","c","a","a","c","c","b","b","a","c","a","c","c","b","c","a","b","a","a","c","a","c","b","a","b","c","a","c","b"
"59","a","a","b","a","b","c","a","c","b","a","c","c","b","a","a","c","b","c","b","b","c","b","c","a","a","c","b","a","b","b","c","b","b","a","c","c","c","b","b","a","c","b","b","a","a","b","a","c","b","a","b","b","c","a","a"
"60","a","a","c","c","c","a","b","c","c","a","c","c","c","b","b","c","c","c","c","a","c","c","c","a","c","c","b","a","b","b","c","a","b","a","a","c","a","b","b","b","c","a","c","a","c","c","c","b","b","b","c","c","c","c","c"
"61","a","a","c","a","b","c","a","b","b","a","c","b","b","a","a","c","c","b","b","a","c","b","b","a","a","c","a","b","c","a","c","a","c","c","b","c","a","a","c","c","c","c","b","a","c","c","b","c","b","a","b","b","b","c","b"
"62","a","a","c","c","c","a","a","a","c","a","c","b","a","c","a","c","c","b","a","a","c","b","c","b","b","c","c","b","a","a","c","b","c","b","b","c","c","c","a","a","c","b","a","b","a","c","b","b","a","a","c","a","b","b","b"
"63","a","a","c","c","c","c","a","c","c","a","c","c","c","b","a","c","b","b","b","a","c","c","c","a","a","c","b","a","b","a","c","b","b","a","a","c","b","c","b","a","c","b","b","a","b","c","b","c","b","a","c","b","c","a","a"
"64","a","a","b","b","a","c","c","b","b","a","c","c","c","a","a","c","b","c","b","a","c","b","a","b","a","c","c","b","a","a","c","c","b","b","a","b","b","c","a","a","a","a","b","b","b","a","b","c","a","a","a","b","c","b","b"
"65","a","c","b","a","c","c","b","b","b","b","b","b","b","a","a","a","a","c","b","a","c","c","a","a","a","c","b","b","a","a","c","a","c","c","b","c","b","c","a","a","b","b","b","b","a","a","a","c","a","b","a","a","b","b","a"
"66","b","a","c","c","c","a","c","c","a","b","a","c","c","b","c","c","b","c","a","a","c","b","b","b","a","c","b","a","c","b","c","a","a","a","c","b","b","b","c","a","a","b","b","c","b","a","b","c","a","c","c","b","b","b","b"
"67","a","a","c","a","c","a","a","a","b","b","b","a","b","a","c","a","a","b","b","a","c","c","c","a","a","c","a","c","b","b","c","c","a","c","a","c","b","b","a","a","c","b","c","b","a","c","a","a","a","a","c","a","a","b","a"
"68","a","a","a","c","c","b","c","a","a","a","a","b","b","a","a","a","a","c","b","b","c","a","c","a","c","b","c","b","b","b","a","b","b","c","a","a","a","b","a","b","a","b","c","b","a","c","a","a","a","c","c","a","a","b","b"
"69","b","a","c","c","c","a","c","a","b","a","c","b","b","a","a","c","b","c","b","a","c","b","c","a","b","c","a","c","b","a","c","b","a","a","a","c","b","a","b","b","c","a","b","a","c","c","a","b","b","b","c","b","a","c","a"
"70","c","b","a","c","c","b","b","b","a","b","b","b","c","b","a","a","b","a","c","b","a","c","b","c","a","a","b","b","b","a","b","c","b","c","a","a","c","b","a","a","a","b","b","b","b","c","b","c","c","a","c","a","a","a","a"
"71","c","b","c","c","a","c","b","c","b","a","c","b","a","a","b","c","c","a","b","a","c","a","b","a","a","c","a","b","b","a","c","c","c","a","b","c","b","c","b","a","c","b","a","a","a","c","a","b","b","b","c","b","b","a","a"
"72","b","a","a","c","b","a","a","a","a","a","c","c","b","b","a","c","b","b","a","b","c","a","a","b","a","c","c","b","a","b","c","b","b","b","a","c","b","c","a","b","b","c","b","b","c","a","b","b","a","a","b","a","b","b","b"
"73","b","a","c","a","c","a","c","a","b","a","c","b","b","b","a","c","a","c","a","a","c","a","a","b","a","c","a","a","a","a","c","b","b","b","a","c","b","c","a","b","c","b","b","a","b","c","c","b","c","a","b","b","b","a","b"
"74","a","a","c","c","c","c","c","a","a","b","c","b","a","b","a","c","c","a","a","a","c","b","b","b","a","c","a","b","c","a","b","c","a","a","b","a","b","b","b","a","a","b","b","a","a","c","a","c","b","b","c","a","b","a","a"
"75","a","c","b","a","c","b","c","b","c","b","a","b","b","a","a","c","c","b","b","a","c","b","b","a","b","c","b","b","b","c","c","b","c","c","b","c","a","a","a","a","c","b","b","b","b","c","b","c","a","a","b","b","b","a","b"
"76","b","c","b","a","c","a","c","b","b","a","c","c","a","a","b","c","c","b","b","a","c","c","b","a","b","c","c","c","c","c","c","b","c","b","a","c","b","a","a","b","b","a","b","b","a","a","a","c","a","a","c","b","a","b","a"
"77","b","b","a","c","c","b","a","b","a","b","c","c","c","b","c","c","c","c","b","b","c","b","a","a","a","c","b","b","a","a","c","b","b","c","b","c","b","b","a","c","c","b","c","b","a","c","b","a","a","b","c","a","b","b","c"
"78","a","a","c","a","c","c","c","c","b","b","c","b","a","c","a","b","b","b","c","a","a","b","c","a","b","a","c","a","c","c","a","c","b","a","b","a","b","c","a","a","a","a","c","b","a","c","a","c","b","b","c","c","a","a","b"
"79","a","a","b","c","c","c","c","c","a","b","c","b","c","b","a","c","c","a","b","a","c","b","b","a","a","c","a","b","b","a","c","b","c","a","b","c","b","c","b","a","c","b","b","a","a","c","a","c","b","a","c","a","a","a","b"
"80","b","a","b","a","c","a","a","b","b","a","a","c","c","a","a","c","b","b","b","a","c","a","c","a","c","a","b","c","b","b","a","a","a","c","a","c","b","b","a","a","c","b","c","b","b","c","b","c","b","a","c","a","a","a","b"
"81","b","c","b","c","c","b","c","c","c","b","b","c","a","a","c","c","b","b","b","b","c","b","a","a","a","c","a","b","b","b","c","b","b","a","c","c","b","b","b","a","c","c","b","a","a","c","b","c","b","b","c","a","c","a","a"
"82","b","b","a","c","c","a","b","b","a","b","c","c","c","a","a","c","b","a","b","b","c","a","b","a","c","c","a","c","b","b","c","a","a","a","a","c","c","b","b","b","c","c","b","a","c","c","a","a","b","b","c","a","b","a","c"
"83","a","a","c","c","c","a","c","b","a","c","a","b","c","b","a","c","a","a","a","a","c","a","b","b","a","c","a","b","b","b","c","b","c","a","a","c","b","b","b","a","c","a","b","a","a","c","b","b","a","a","c","a","c","b","b"
"84","a","a","c","c","a","c","c","a","a","a","c","b","b","b","a","c","b","a","a","b","c","b","b","b","c","c","b","c","a","b","c","c","c","b","c","c","b","b","a","b","c","b","a","b","a","c","b","a","a","a","c","b","b","a","a"
"85","b","a","c","c","a","b","c","b","a","b","c","b","b","b","a","c","b","b","c","b","a","b","c","c","a","a","a","a","c","b","a","c","b","a","a","a","b","c","b","b","c","a","b","c","c","c","c","c","a","a","c","b","a","b","a"
"86","c","b","a","c","c","c","b","a","b","b","c","a","b","a","c","c","c","c","c","c","c","c","c","a","b","c","c","a","b","c","c","b","b","b","b","c","c","c","a","a","c","a","a","c","b","c","a","b","c","c","c","b","c","a","a"
"87","b","a","c","c","c","b","c","c","a","b","a","b","a","b","a","c","a","b","c","a","c","c","c","a","c","b","b","b","b","b","a","a","b","b","c","a","c","b","c","b","c","c","b","a","c","b","b","c","b","a","b","a","a","a","a"
"88","c","c","a","b","b","c","b","a","c","b","c","a","a","a","c","c","c","b","b","a","c","b","b","c","a","c","b","b","a","a","c","b","b","c","b","c","b","b","c","a","c","b","c","b","a","b","a","c","a","a","a","c","b","c","a"
"89","a","a","a","a","c","a","c","a","b","c","c","b","a","a","b","c","b","b","b","a","c","b","c","a","a","c","b","b","b","a","c","c","c","a","a","c","b","b","b","a","c","a","b","b","b","c","c","b","a","a","b","a","c","b","b"
"90","a","b","a","c","c","a","b","b","c","b","c","b","b","a","a","c","b","a","b","b","c","a","b","a","a","c","a","c","b","a","c","c","a","a","b","c","b","b","b","a","c","b","c","a","b","b","b","b","b","a","a","b","c","a","b"
"91","a","c","b","a","b","c","c","b","c","c","c","b","c","a","a","c","b","c","b","a","c","b","a","a","b","c","b","a","b","a","c","b","b","c","a","c","c","b","a","a","c","b","c","c","a","c","b","c","a","b","c","a","b","b","a"
"92","b","b","a","c","c","b","c","b","a","a","a","b","c","b","b","a","a","b","a","a","c","c","b","b","a","c","b","c","b","b","c","a","a","a","c","c","b","b","b","a","c","b","c","c","b","c","b","c","a","a","b","a","c","b","b"
"93","a","a","a","c","c","a","a","b","c","a","c","a","c","a","b","c","b","a","c","c","c","a","b","a","b","c","c","b","b","a","b","c","b","a","c","b","c","b","b","a","b","b","b","a","a","a","a","c","b","a","b","a","b","a","a"
"94","a","b","a","c","c","a","b","b","a","b","c","b","b","b","b","c","b","b","b","c","c","c","b","a","a","c","b","b","b","a","c","b","c","a","a","c","a","a","b","b","c","c","a","a","c","c","c","b","b","c","c","c","a","a","b"
"95","b","c","b","a","c","a","b","b","b","a","a","b","b","c","b","c","a","b","c","a","b","b","b","c","b","a","b","c","a","b","c","c","a","b","a","c","c","b","a","a","c","b","c","b","a","c","b","a","b","b","c","a","b","c","a"
"96","a","a","b","a","c","a","c","c","b","b","a","c","b","a","c","b","c","c","b","b","a","c","a","a","c","b","b","b","b","a","a","c","b","a","a","c","b","c","b","b","c","c","a","c","c","c","b","b","a","b","c","a","c","c","c"
"97","a","a","c","a","c","a","c","b","b","c","a","c","c","a","b","a","b","b","b","a","a","b","b","a","a","b","a","b","b","b","c","c","c","b","a","c","c","a","a","a","c","b","b","b","b","c","a","c","b","a","c","a","a","b","b"
"98","b","c","b","b","c","b","b","c","a","b","a","a","a","b","c","b","c","b","c","b","a","b","b","a","a","c","c","b","b","a","c","b","c","a","a","c","a","a","b","b","c","c","b","c","c","c","a","b","c","a","c","b","b","a","a"
"99","a","c","b","a","c","a","b","a","b","b","b","a","b","a","c","a","c","b","b","a","c","b","b","a","a","c","b","b","b","a","c","b","c","a","a","c","c","b","b","a","c","b","b","a","a","c","b","a","b","a","c","c","b","a","a"
"100","a","c","b","a","b","a","b","b","b","b","b","b","b","c","a","a","b","a","a","a","a","b","b","b","b","c","b","b","a","a","c","a","c","b","b","c","a","c","c","a","c","a","c","a","b","c","c","b","b","c","c","c","c","c","c"
"101","a","a","c","c","c","c","a","a","b","a","c","a","b","b","b","c","a","c","a","c","c","a","c","b","b","c","c","a","b","c","c","b","b","c","b","c","a","b","a","a","b","a","a","b","a","a","c","b","a","a","a","c","b","b","a"
"102","a","c","b","a","c","c","c","c","b","c","c","b","a","b","b","c","b","b","a","a","c","c","c","b","a","c","c","a","a","c","c","b","b","b","a","c","c","b","a","b","c","c","c","b","c","c","b","a","a","a","c","a","b","a","b"
"103","b","c","b","a","b","a","b","b","b","a","c","a","b","a","a","c","a","c","b","a","c","a","b","a","b","c","a","c","b","a","c","a","c","a","b","c","c","a","b","a","b","b","a","a","a","b","a","b","b","b","a","b","c","a","a"
"104","b","c","b","c","c","a","c","b","a","c","a","c","b","b","b","c","b","c","a","a","c","a","a","b","b","c","c","a","a","a","c","b","b","b","a","c","a","b","a","a","c","c","c","b","b","c","a","b","a","b","c","a","c","b","c"
"105","b","b","a","c","c","a","c","b","a","a","a","c","b","b","a","b","b","c","c","a","b","b","b","c","a","a","b","c","c","a","a","b","b","a","a","a","c","a","b","a","a","c","b","a","a","c","b","b","b","a","c","a","c","a","b"
"106","a","b","a","c","c","b","c","b","c","a","a","b","b","c","a","c","a","b","c","a","c","c","c","a","a","c","b","a","b","a","c","c","b","b","a","c","b","b","a","b","c","b","b","b","c","b","a","b","a","a","b","a","b","b","a"
"107","a","c","b","b","c","a","b","b","a","b","c","a","b","b","c","c","c","b","a","a","c","b","b","b","b","c","b","b","a","a","c","b","b","b","b","c","c","b","a","a","c","b","a","b","b","c","c","b","b","a","c","b","c","a","b"
"108","b","b","a","c","c","a","a","b","a","a","c","c","b","b","a","c","b","c","c","a","c","a","c","c","b","c","a","b","a","a","c","c","b","b","b","c","c","b","a","a","c","b","c","b","a","c","b","a","a","a","c","a","a","c","b"
"109","b","b","c","c","a","b","c","a","a","a","c","c","a","b","a","c","c","b","a","b","c","b","c","b","a","c","b","a","a","b","c","b","b","b","c","b","b","c","a","b","a","a","b","b","a","c","a","c","a","c","c","a","a","b","b"
"110","a","a","c","c","a","a","a","a","b","a","a","b","b","a","a","c","c","b","c","a","c","c","b","c","a","c","a","c","a","b","c","c","b","c","a","c","c","c","c","b","c","c","b","a","c","c","b","a","b","b","c","a","b","a","a"
"111","a","c","b","c","c","c","b","b","a","a","c","a","b","b","a","c","a","b","c","a","c","c","c","a","a","c","b","a","b","a","c","b","a","a","b","c","c","b","b","a","c","b","b","a","b","c","c","b","b","c","c","b","c","a","a"
"112","a","a","c","c","a","a","c","b","a","a","a","b","c","b","a","c","c","b","a","a","c","b","b","b","a","c","a","b","a","b","c","c","b","b","a","c","b","a","a","b","c","b","b","b","c","c","b","c","b","b","c","b","a","a","a"
"113","a","a","c","c","c","c","a","a","a","b","c","c","b","a","b","c","c","b","b","a","c","b","b","a","a","c","b","b","b","b","b","b","b","a","a","b","a","b","b","a","b","a","b","a","a","a","a","b","b","b","c","a","b","a","b"
"114","a","a","c","b","a","a","a","a","a","b","c","b","b","b","a","c","b","a","a","a","c","b","b","b","b","c","c","c","a","a","c","b","a","b","b","c","a","b","b","a","c","c","a","a","b","c","c","b","c","c","c","b","b","a","a"
"115","a","a","c","b","a","c","a","a","a","b","b","c","b","b","c","a","b","b","a","b","a","b","c","b","a","c","a","a","b","b","c","b","b","a","a","c","b","c","b","b","c","b","c","a","c","c","a","a","b","a","c","a","b","b","a"
"116","a","c","b","a","c","a","b","c","b","a","c","b","a","a","a","c","b","a","b","b","c","a","b","a","c","c","c","b","b","c","c","b","c","a","b","c","a","c","c","a","c","b","a","a","a","c","b","a","b","a","c","b","b","a","a"
