"subject_id","X0__0","X1__0","X2__0","X3__0","X4__0","X0__1","X1__1","X2__1","X3__1","X4__1","X0__2","X1__2","X2__2","X3__2","X4__2","X0__3","X1__3","X2__3","X3__3","X4__3","X0__4","X1__4","X2__4","X3__4","X4__4","X0__5","X1__5","X2__5","X3__5","X4__5","X0__6","X1__6","X2__6","X3__6","X4__6","X0__7","X1__7","X2__7","X3__7","X4__7","X0__8","X1__8","X2__8","X3__8","X4__8","X0__9","X1__9","X2__9","X3__9","X4__9","X0__10","X1__10","X2__10","X3__10","X4__10"
"26","b","b","b","b","a","c","b","c","b","c","a","a","b","b","c","b","c","a","b","c","c","a","a","b","c","a","a","a","c","b","a","c","b","a","a","a","a","c","c","c","a","c","b","a","b","b","c","c","c","a","a","c","b","a","c"
"27","b","b","c","b","c","c","a","a","b","c","a","c","b","b","a","c","b","a","b","c","a","c","b","c","b","c","b","c","b","b","a","c","a","c","a","a","a","b","a","c","b","b","b","b","c","a","a","a","b","c","c","b","b","b","c"
"28","b","b","c","b","a","a","c","c","b","c","c","c","a","b","c","b","c","b","b","a","c","a","b","b","c","c","a","c","c","c","c","b","c","c","b","b","c","c","a","a","c","c","c","c","a","a","b","b","a","c","a","c","c","b","b"
"29","b","b","a","b","a","a","a","b","c","c","a","b","b","b","a","a","c","c","b","c","a","c","b","b","a","c","c","b","b","b","a","a","c","c","b","a","c","a","a","a","a","a","b","b","c","b","a","c","b","b","c","c","b","c","a"
"30","c","b","c","c","a","a","c","b","b","a","a","a","b","c","c","a","b","b","a","b","a","c","b","b","a","a","b","c","c","c","a","c","a","a","b","a","c","a","b","a","c","b","a","b","c","a","c","b","b","b","c","c","c","c","a"
"31","b","b","b","b","b","a","c","c","b","a","b","a","b","b","c","c","b","c","c","b","c","a","b","b","a","a","c","c","b","c","b","a","b","b","c","a","b","b","b","c","b","c","a","b","b","c","c","b","b","a","a","a","b","b","c"
"32","a","b","c","c","a","c","b","c","b","c","a","c","a","b","b","c","c","b","c","a","b","b","b","b","c","a","c","a","c","c","a","c","c","a","b","a","c","b","a","a","c","a","c","c","c","b","b","a","a","b","c","c","b","b","a"
"33","b","b","a","a","a","c","b","b","b","c","a","b","c","b","c","b","b","b","b","c","c","b","c","c","c","a","c","b","b","b","a","a","c","c","c","b","b","a","c","c","c","b","b","b","b","c","c","c","c","a","a","c","b","a","c"
"34","c","a","c","a","b","c","c","a","b","a","a","b","b","b","c","a","b","c","a","c","a","b","c","b","c","c","c","b","b","a","a","a","b","b","c","c","a","c","b","c","a","c","b","c","c","b","a","c","a","c","c","a","a","c","b"
"35","c","c","c","b","a","a","b","b","c","c","a","c","c","a","b","b","c","a","b","a","a","a","b","c","c","b","c","c","b","a","c","a","b","b","c","a","a","b","b","c","a","c","b","c","a","a","a","b","a","c","b","c","a","b","c"
"36","c","b","b","b","a","a","b","c","a","c","b","c","b","c","b","a","c","c","a","a","b","b","a","a","c","c","a","b","b","c","a","b","b","a","c","b","b","b","b","c","c","b","b","b","c","a","b","b","c","c","c","b","b","a","c"
"37","c","b","a","a","b","c","c","b","b","b","c","c","b","b","a","a","b","a","b","c","b","b","a","b","b","c","a","c","b","a","a","c","b","b","a","b","c","c","b","c","a","b","b","b","c","a","a","c","a","c","a","c","b","b","c"
"38","c","b","b","b","b","b","a","c","b","a","c","a","a","c","c","a","c","b","b","c","b","a","b","b","c","c","b","b","b","b","c","c","c","c","a","a","c","a","a","b","c","c","b","b","a","b","a","c","b","b","c","b","a","c","a"
"39","c","b","b","b","a","c","a","c","b","c","a","a","a","b","c","b","c","b","b","c","a","b","b","c","c","b","c","c","a","b","c","b","b","c","a","c","b","a","a","c","a","c","b","c","c","b","c","b","a","b","a","c","c","b","a"
"40","a","b","c","a","b","b","c","c","c","a","a","b","a","a","c","a","a","c","a","c","b","a","a","c","c","c","a","b","a","c","a","c","c","b","c","b","c","b","c","a","c","a","c","c","c","a","a","a","a","c","a","c","a","c","c"
"41","b","a","c","c","a","a","a","c","a","c","a","c","a","b","c","a","c","c","b","c","c","b","b","c","c","b","c","b","b","a","a","b","b","c","c","c","b","c","a","c","a","a","b","b","a","a","c","c","b","c","c","c","c","b","b"
"42","b","b","c","a","c","a","c","c","b","b","a","c","a","b","a","b","b","b","b","c","a","a","b","b","c","a","c","c","b","b","c","c","b","b","a","c","a","c","b","c","b","c","c","b","c","c","b","c","b","b","a","c","c","c","b"
"43","a","c","b","b","c","c","a","c","c","c","a","a","c","a","c","c","b","c","b","b","c","c","a","b","a","a","b","a","c","c","a","a","b","a","c","a","b","a","c","b","b","b","b","a","b","c","c","c","b","a","b","b","a","b","c"
"44","c","b","b","b","a","c","b","a","a","c","a","c","b","c","b","c","c","c","a","a","c","b","b","b","a","c","a","c","b","c","c","c","a","b","a","a","a","b","b","c","c","c","c","c","a","b","a","c","a","c","c","a","a","b","c"
"45","b","b","a","a","c","c","a","b","c","b","c","a","c","a","c","c","c","b","b","c","a","b","c","c","b","a","c","b","a","b","a","c","c","b","a","b","c","b","c","a","c","a","c","a","c","c","a","c","b","c","c","c","b","c","c"
"46","b","b","c","a","c","c","c","b","b","b","a","c","a","c","a","b","a","b","a","c","c","c","c","a","b","c","b","b","b","b","a","a","c","b","a","c","b","a","c","c","a","b","b","a","c","b","a","c","b","c","c","b","c","c","c"
"47","a","c","b","b","c","c","a","a","b","c","a","c","a","b","a","b","b","a","c","c","a","b","b","a","b","c","c","c","c","a","a","b","b","b","b","a","c","b","c","a","b","a","b","c","c","a","a","b","a","c","a","c","c","c","c"
"48","c","b","c","c","a","c","c","a","a","c","a","a","b","b","c","b","b","c","b","b","c","c","b","c","b","a","c","b","a","a","a","b","a","c","c","a","b","b","a","c","c","b","c","b","c","a","c","b","b","c","a","c","c","b","c"
"49","a","a","b","b","a","a","a","b","c","c","c","a","c","a","b","a","b","b","b","a","a","c","c","b","c","a","b","c","b","c","a","b","a","a","c","b","b","c","b","c","c","b","b","a","c","a","c","c","c","b","b","c","b","a","a"
"50","b","b","a","a","c","a","a","a","c","c","a","c","a","a","b","b","c","b","b","a","c","c","c","c","a","c","a","b","b","c","c","b","b","c","b","a","a","c","a","a","a","c","a","c","c","b","c","c","a","b","c","a","a","b","a"
"51","a","b","a","a","a","a","c","c","b","c","c","a","b","c","c","a","a","c","a","c","a","b","b","b","b","c","c","a","b","a","a","c","c","b","c","b","b","a","a","c","c","a","b","c","c","c","a","b","a","c","a","c","b","c","a"
"52","c","b","a","a","c","c","b","b","b","b","a","c","c","b","a","c","a","a","b","c","a","a","b","c","c","c","b","c","a","a","a","c","b","b","a","b","c","b","b","c","c","a","c","b","c","a","a","b","c","b","a","b","b","a","a"
"53","b","b","a","c","a","c","c","b","a","b","b","a","a","c","c","c","a","b","a","c","a","a","c","c","c","b","c","a","a","a","a","c","c","b","c","a","a","c","a","c","a","b","a","b","b","a","c","b","c","a","a","a","c","a","c"
"54","a","c","b","b","a","b","a","c","b","c","a","c","b","a","c","c","a","a","b","c","a","b","b","b","b","c","a","b","c","a","a","c","c","b","c","a","c","a","b","c","a","a","a","c","c","a","a","b","b","c","b","c","c","b","b"
"55","a","a","c","a","c","b","a","b","b","b","a","b","c","c","a","c","c","a","a","b","a","b","c","b","a","b","c","b","a","a","a","c","b","b","c","a","c","b","b","b","b","c","a","c","a","c","b","a","a","c","a","c","a","b","b"
"56","a","c","b","b","b","c","c","b","c","a","a","c","b","a","c","a","c","c","c","c","a","a","b","a","b","c","c","c","c","a","c","c","b","b","c","a","b","a","b","c","c","a","c","b","c","c","a","c","b","c","c","c","b","b","b"
"57","b","c","c","b","c","c","b","b","b","c","c","b","c","b","c","c","a","b","b","c","c","a","c","b","c","a","b","b","c","c","c","a","c","a","c","a","a","b","c","c","c","c","b","b","a","a","b","b","c","c","b","b","b","b","c"
"58","a","b","a","a","b","a","c","b","b","b","a","c","c","c","b","b","c","b","a","a","c","b","b","b","c","a","c","c","b","c","c","c","b","b","c","b","a","a","b","c","c","b","b","b","b","a","a","a","c","c","a","a","b","a","b"
"59","b","b","b","b","a","b","a","c","c","c","c","a","a","a","c","a","a","a","c","c","a","a","a","a","c","a","c","c","b","b","b","b","c","c","b","c","c","b","a","a","c","a","c","b","c","a","c","b","a","b","b","c","c","c","a"
"60","c","b","b","b","b","a","c","c","c","a","a","b","b","b","c","c","c","c","a","b","a","c","b","b","a","a","a","c","a","c","b","c","a","c","c","c","c","b","a","b","a","c","b","b","a","b","a","a","b","c","c","a","b","c","c"
"61","a","b","b","a","c","b","b","c","c","c","c","b","c","a","c","a","a","a","b","c","a","b","b","c","c","c","b","b","a","c","c","c","c","b","b","a","c","a","b","a","b","c","c","c","c","c","a","c","a","b","c","c","b","b","a"
"62","a","c","a","c","a","a","c","b","a","c","b","a","c","c","b","c","b","a","a","a","b","b","a","b","b","c","c","b","c","b","a","c","b","a","a","a","a","b","b","c","b","c","c","b","c","a","a","a","c","c","b","c","a","a","c"
"63","b","c","b","b","a","c","b","c","b","c","a","c","a","b","a","a","c","c","c","a","c","b","c","a","c","b","b","c","a","c","c","c","b","c","a","a","b","c","a","c","a","b","c","a","c","a","c","b","b","b","c","c","c","a","a"
"64","b","b","c","b","a","c","b","c","b","c","c","c","b","c","b","a","c","c","c","c","c","a","b","a","c","a","a","c","c","b","a","b","a","a","a","c","a","b","b","c","a","a","c","b","c","a","c","b","b","c","b","a","a","b","a"
"65","a","c","b","b","a","c","b","b","c","a","c","c","c","a","a","a","a","c","a","b","c","c","b","b","a","c","c","c","b","c","a","b","a","b","c","c","b","c","c","c","a","c","c","a","a","b","c","b","b","c","c","a","c","b","c"
"66","b","c","b","b","c","c","a","c","b","b","c","b","b","b","a","b","a","c","c","c","c","c","b","a","c","a","b","c","b","b","b","c","c","c","a","a","c","b","a","a","a","b","b","b","c","a","a","c","b","c","b","a","b","b","c"
"67","b","c","a","c","a","c","b","c","a","a","a","b","c","c","c","a","a","b","b","c","b","c","c","c","c","a","b","c","c","c","c","a","b","a","c","a","a","c","b","c","c","c","a","b","a","a","b","a","b","c","a","c","b","b","b"
"68","b","b","b","b","a","c","b","b","b","c","c","c","c","b","c","c","a","b","b","c","a","b","c","b","b","c","b","b","c","b","a","c","c","a","a","b","b","b","a","c","c","b","c","b","b","a","c","c","c","b","c","b","b","a","a"
"69","a","c","b","b","b","a","c","c","b","a","a","c","a","b","c","b","a","b","b","b","c","a","c","b","c","a","a","b","b","c","b","b","c","b","a","a","a","b","b","c","b","c","b","b","c","c","c","c","b","a","c","b","b","b","c"
"70","a","b","a","a","c","c","b","b","b","c","a","b","a","b","b","a","c","b","c","b","c","c","c","b","a","c","a","b","c","c","c","a","a","a","c","a","a","b","c","c","c","b","c","b","a","a","b","b","b","c","a","b","b","c","b"
"71","b","b","b","b","a","c","a","a","c","c","a","c","b","a","b","c","c","a","c","a","a","b","c","a","b","b","a","a","c","a","a","b","a","a","c","c","c","c","b","c","a","a","a","c","c","c","b","b","a","b","b","b","b","c","a"
"72","b","c","c","c","c","a","b","b","b","c","c","c","c","b","c","c","c","b","c","b","a","c","a","a","b","c","b","b","b","c","c","b","c","b","c","a","b","b","c","c","a","c","b","a","a","c","a","b","c","c","a","b","b","a","b"
"73","c","b","c","a","c","a","a","b","a","c","c","a","c","b","c","a","a","b","c","c","a","c","c","a","a","c","a","b","b","c","a","c","c","b","c","a","c","c","b","b","a","c","b","b","a","c","c","c","b","a","a","c","a","b","a"
"74","a","c","b","b","c","c","a","b","b","c","c","b","c","b","b","c","a","c","c","a","a","c","b","c","c","c","b","c","a","c","a","c","c","b","c","a","b","a","c","c","c","b","c","a","c","a","a","c","b","c","b","a","c","b","c"
"75","c","b","b","b","a","a","a","a","c","c","a","c","a","a","c","a","a","b","c","c","c","b","c","a","c","a","a","b","b","c","b","b","c","b","b","c","c","a","c","a","a","b","b","a","c","a","b","c","c","c","a","b","b","a","c"
"76","b","b","a","a","c","c","c","a","c","a","c","b","b","a","c","c","c","c","b","a","a","a","c","c","c","b","c","a","a","c","a","a","b","a","c","b","a","c","b","c","a","b","b","b","c","b","b","c","b","c","c","c","c","c","c"
"77","b","b","c","c","a","a","a","b","b","c","a","c","c","b","a","a","a","b","b","c","b","c","c","c","c","a","b","b","b","c","a","b","c","b","c","a","c","c","b","c","b","c","c","a","c","c","a","b","c","b","a","b","a","a","a"
"78","b","b","b","b","a","c","a","c","c","c","c","b","b","a","c","a","c","b","b","a","a","b","b","b","b","b","c","a","c","a","c","a","b","a","c","c","c","b","c","c","a","a","b","a","c","b","b","c","b","a","c","c","c","b","c"
"79","a","c","a","b","b","b","b","c","b","a","c","b","c","b","c","a","c","b","c","b","a","c","b","a","a","b","a","a","b","c","c","b","b","b","b","c","b","b","b","b","a","c","c","b","a","b","c","b","c","c","c","b","b","a","c"
"80","c","b","b","a","c","c","c","c","b","b","b","c","b","c","b","c","c","b","a","a","a","a","c","b","c","c","b","b","b","b","c","c","c","c","a","b","a","b","a","c","a","a","b","b","c","a","c","c","c","b","a","b","c","a","a"
"81","a","c","b","b","b","b","c","c","c","a","c","b","c","a","c","c","c","a","c","b","a","b","b","b","a","a","b","a","b","c","b","b","b","b","c","c","b","b","b","c","a","a","b","c","c","a","a","c","a","c","a","b","a","c","c"
"82","b","b","b","b","b","c","c","a","c","a","a","a","a","a","c","a","b","b","b","c","b","c","a","c","b","c","b","b","a","a","a","b","a","a","c","a","b","c","a","c","b","b","b","b","c","c","c","c","b","c","c","a","b","c","b"
"83","c","b","b","b","b","c","c","c","b","a","c","a","b","a","c","a","a","c","a","c","a","a","a","c","c","b","c","c","a","a","c","b","c","c","c","c","a","a","a","c","b","c","b","b","c","c","c","b","b","a","c","c","c","b","a"
"84","a","c","b","b","c","b","a","c","c","c","c","b","b","a","a","a","a","b","a","c","a","c","b","b","c","c","b","b","b","c","c","b","a","c","b","a","c","c","a","a","b","a","a","b","c","c","a","b","b","c","a","c","c","b","c"
"85","a","c","a","a","c","a","a","b","b","c","a","a","c","b","c","b","b","c","b","b","a","c","a","c","a","c","a","b","b","c","a","b","c","c","a","a","b","b","c","c","c","a","b","a","a","c","c","a","b","c","a","a","b","b","c"
"86","a","a","b","b","b","b","c","c","c","a","c","a","b","b","c","c","c","c","b","c","c","a","b","c","b","c","b","a","a","b","c","c","b","c","a","c","b","c","a","c","a","b","b","b","c","a","c","c","c","b","c","c","b","a","a"
"87","a","c","b","b","b","b","b","b","b","a","c","a","c","a","c","a","c","b","b","b","b","c","c","b","a","a","a","a","c","c","a","c","b","a","b","b","c","c","b","a","c","c","b","b","a","c","a","a","b","c","b","c","b","c","a"
"88","a","c","a","c","a","c","a","b","a","c","a","b","b","b","c","a","a","c","b","c","a","c","b","b","a","a","c","b","b","c","a","b","b","c","a","c","a","b","a","c","c","b","c","a","a","a","b","b","b","c","c","c","b","b","c"
"89","c","b","b","b","a","c","b","c","b","c","a","c","a","c","b","b","c","b","a","a","a","b","a","a","b","c","c","b","a","b","c","c","c","a","a","c","a","a","c","c","c","b","b","b","b","a","c","c","b","a","c","a","b","c","c"
"90","a","c","b","b","a","a","a","a","b","c","c","b","b","b","c","a","b","c","b","b","a","c","b","b","a","b","b","b","b","c","c","c","c","b","b","a","c","a","b","a","a","c","b","b","a","a","b","c","b","c","a","c","a","b","a"
"91","c","a","c","c","a","c","c","a","c","a","c","b","c","a","c","c","c","a","b","b","a","c","a","b","a","b","c","b","b","c","c","a","b","b","b","c","a","b","c","a","c","b","c","a","b","a","c","c","b","a","c","c","b","c","c"
"92","a","c","b","a","c","a","a","b","b","c","c","b","b","b","b","c","b","c","b","a","a","a","b","c","c","b","b","b","a","b","c","c","b","c","a","c","b","c","a","c","a","a","a","b","c","c","c","b","c","c","c","a","b","a","c"
"93","a","c","b","b","b","c","c","b","b","a","a","a","c","c","c","a","a","b","a","c","a","c","a","b","b","a","c","a","a","a","a","c","b","b","c","a","a","c","c","b","a","c","a","a","a","c","b","b","c","b","a","a","c","a","a"
"94","a","c","a","a","a","b","c","b","a","a","c","c","a","b","c","b","b","a","c","c","a","b","b","a","b","b","a","c","b","a","a","c","a","b","a","a","a","b","b","c","c","b","b","b","b","a","a","b","c","c","b","a","b","a","c"
"95","b","b","c","b","c","c","c","b","b","a","a","b","c","a","c","a","c","b","c","b","a","c","a","a","a","a","b","b","c","c","c","c","c","a","c","a","c","b","c","b","a","c","c","a","a","c","b","c","c","c","c","b","a","a","b"
"96","a","c","b","b","a","a","b","c","b","c","a","c","b","a","b","a","a","c","c","b","a","c","a","b","b","b","a","b","b","b","c","b","c","c","a","a","a","b","a","c","c","c","c","b","c","a","b","b","b","a","b","a","c","c","c"
"97","c","b","b","a","c","c","b","c","a","b","c","c","a","b","a","a","b","b","c","c","a","c","c","a","c","a","b","c","b","c","a","c","b","b","b","a","c","c","c","a","b","c","b","b","c","a","c","b","c","a","c","c","b","a","c"
"98","a","c","b","a","c","a","a","c","a","c","c","c","c","c","c","c","a","b","b","c","c","a","c","c","c","a","c","b","a","b","a","c","c","a","a","a","a","c","b","c","b","b","a","c","b","c","c","a","a","a","a","b","a","b","c"
"99","b","c","a","c","a","c","b","b","a","a","c","a","a","b","c","a","b","a","c","b","a","c","b","a","a","b","b","c","a","c","c","b","b","c","b","a","c","c","a","a","b","c","b","b","a","a","b","c","b","c","b","b","b","c","c"
"100","c","b","a","a","a","c","a","b","b","c","a","b","c","c","a","b","b","c","a","c","a","b","a","b","c","b","a","a","b","c","a","c","a","a","c","b","b","b","b","c","c","a","c","c","c","a","b","a","b","a","c","a","a","b","c"
"101","a","c","b","b","b","a","c","a","b","a","b","b","b","c","c","a","c","c","a","b","c","c","b","c","b","a","c","a","a","a","a","c","b","c","a","a","c","c","a","c","a","b","b","b","b","a","c","c","a","a","b","c","a","b","a"
"102","b","c","b","a","b","c","c","c","c","a","c","b","b","a","c","c","b","c","a","c","a","a","b","b","c","a","b","b","b","b","b","c","c","c","a","c","c","b","a","c","b","c","a","b","b","c","b","b","b","a","a","b","c","b","c"
"103","a","a","c","a","c","a","b","a","b","b","b","c","c","c","a","c","c","b","a","a","a","b","a","c","c","b","c","b","a","b","c","b","c","a","a","a","a","b","c","c","a","b","c","a","a","a","a","b","b","c","c","a","c","c","c"
"104","a","c","a","a","c","b","a","b","b","c","c","c","c","b","c","c","a","a","b","b","a","c","b","b","a","c","b","c","c","c","c","c","a","b","a","a","b","a","b","c","b","c","a","b","c","c","a","c","c","c","c","c","a","b","c"
"105","b","a","b","b","a","a","c","c","c","c","b","c","c","a","c","a","c","b","b","a","c","c","b","c","b","a","c","b","b","a","a","a","c","b","c","b","b","a","b","c","a","c","b","b","c","b","c","b","b","c","b","a","a","c","c"
"106","c","b","c","c","a","a","a","b","a","c","b","c","b","c","c","a","b","c","a","c","b","a","c","b","b","c","b","b","c","a","a","c","c","a","c","b","a","a","c","c","c","c","b","a","c","a","c","b","c","b","a","c","c","a","a"
"107","c","b","b","b","a","a","b","c","c","c","a","b","c","b","b","b","c","b","a","a","c","b","c","b","c","c","b","c","c","c","a","b","b","a","b","a","a","b","c","b","b","b","b","a","a","a","a","c","a","c","b","b","b","b","a"
"108","c","b","b","b","b","a","a","b","b","a","c","a","a","b","c","b","a","b","b","c","c","c","c","c","c","a","c","c","a","c","c","a","b","c","c","a","a","c","b","b","b","b","c","c","b","c","b","b","a","c","a","c","a","a","b"
"109","a","c","b","a","c","b","c","a","b","c","a","a","b","b","b","b","b","c","b","a","a","c","b","b","c","c","c","a","c","a","c","a","b","a","c","a","b","c","b","c","a","a","b","b","c","b","c","c","b","c","a","b","b","c","b"
"110","b","b","c","c","a","a","b","b","a","c","c","c","b","b","b","c","c","c","b","a","a","a","b","c","c","b","b","b","a","b","a","c","b","c","a","a","a","c","a","c","c","c","a","c","c","c","b","b","a","c","a","a","c","b","c"
"111","b","c","b","b","b","a","c","b","b","a","c","a","b","c","c","a","b","c","a","a","a","b","b","c","c","a","a","c","a","c","b","b","b","c","b","a","c","b","a","a","a","c","c","c","a","a","b","b","a","c","b","a","c","a","c"
"112","a","b","b","a","c","b","b","b","c","c","a","b","c","b","c","c","b","a","a","c","a","b","b","b","b","b","c","c","c","b","a","c","c","a","a","b","a","a","a","c","c","c","a","b","c","a","b","b","b","b","a","b","c","b","a"
"113","b","a","b","a","a","c","a","c","b","c","a","a","c","b","c","a","b","c","c","a","a","b","b","a","c","c","c","c","c","c","a","a","c","a","c","c","b","b","c","b","a","c","a","a","a","a","b","b","b","c","c","c","c","b","c"
"114","a","a","b","a","c","a","a","c","b","c","b","c","c","c","a","c","a","b","b","c","a","a","a","c","c","b","b","b","a","b","c","c","a","b","a","a","b","a","c","c","b","b","b","a","b","a","a","c","b","a","a","c","a","c","a"
"115","b","b","a","a","c","a","c","c","c","c","c","b","b","a","b","a","c","a","b","a","a","c","b","c","c","a","b","c","a","c","b","c","a","b","a","c","b","b","a","c","b","c","c","c","c","a","b","c","b","b","c","c","b","b","a"
"116","b","b","c","c","a","a","c","c","a","c","c","c","a","c","b","a","c","b","a","a","b","c","c","a","a","a","a","a","c","c","c","a","b","a","c","a","a","b","b","c","c","c","b","b","c","b","c","c","b","b","a","c","c","b","a"
