"subject_id","X0__0","X1__0","X2__0","X3__0","X4__0","X0__1","X1__1","X2__1","X3__1","X4__1","X0__2","X1__2","X2__2","X3__2","X4__2","X0__3","X1__3","X2__3","X3__3","X4__3","X0__4","X1__4","X2__4","X3__4","X4__4","X0__5","X1__5","X2__5","X3__5","X4__5","X0__6","X1__6","X2__6","X3__6","X4__6","X0__7","X1__7","X2__7","X3__7","X4__7","X0__8","X1__8","X2__8","X3__8","X4__8","X0__9","X1__9","X2__9","X3__9","X4__9","X0__10","X1__10","X2__10","X3__10","X4__10"
"10","c","b","b","a","c","a","a","a","c","a","b","b","b","c","c","c","c","c","a","a","a","a","b","b","c","b","a","c","b","a","c","c","b","b","c","b","a","c","b","b","b","b","a","c","b","c","c","b","b","b","c","b","b","b","c"
"11","c","b","a","a","c","b","b","c","b","c","c","c","a","b","a","b","b","b","b","c","c","c","c","a","c","c","a","b","c","b","a","c","b","c","a","c","a","b","c","c","b","c","a","c","a","c","b","c","b","c","c","c","b","a","a"
"12","c","b","c","a","b","b","c","a","b","b","c","b","b","b","a","b","c","b","b","c","c","b","a","c","c","b","a","c","b","a","b","b","a","b","b","a","c","c","c","a","b","a","c","b","a","c","c","a","a","c","c","a","c","b","a"
"13","b","c","a","a","c","c","a","b","c","c","b","b","a","c","a","c","c","c","c","c","c","c","b","c","b","b","c","b","b","b","b","a","b","b","b","c","c","c","a","a","b","c","b","b","c","c","a","b","b","a","c","b","b","b","b"
"14","b","a","c","a","c","c","b","a","b","a","b","c","b","c","c","b","a","c","a","a","c","c","c","c","c","b","b","c","a","a","c","c","b","c","c","b","b","a","c","a","c","c","b","a","c","c","c","c","b","a","a","c","b","a","b"
"15","b","a","c","b","a","b","b","a","b","c","c","c","c","b","c","c","b","a","c","a","c","c","c","a","b","b","c","b","b","b","b","c","c","b","a","c","a","c","c","c","b","b","c","a","b","c","c","a","c","b","c","c","c","c","b"
"16","c","b","b","c","c","a","c","b","b","c","b","b","c","b","a","c","a","b","b","c","b","b","b","b","a","b","c","a","b","c","b","a","c","b","b","c","a","a","c","b","c","a","c","a","b","b","b","c","c","b","b","b","b","a","b"
"17","a","c","b","a","c","b","c","b","b","a","c","b","b","c","c","a","b","c","a","c","b","c","a","b","a","b","b","c","c","a","b","c","b","b","c","c","a","b","b","b","c","a","b","b","c","b","c","b","c","a","c","c","a","c","b"
"18","b","a","c","a","c","c","c","b","c","a","b","c","a","c","b","b","a","c","a","a","c","c","a","b","c","b","c","c","c","a","c","a","c","c","c","a","b","c","c","c","b","c","a","b","a","c","c","c","a","c","b","a","c","b","a"
"19","a","b","b","a","c","c","c","c","c","c","c","c","a","c","c","c","c","a","c","a","b","a","c","a","c","c","a","b","b","c","a","b","c","a","a","a","a","c","c","c","b","c","b","c","a","c","c","b","b","b","b","b","b","c","b"
"20","b","a","c","a","c","c","a","a","b","b","c","a","c","b","b","c","b","b","c","b","c","c","a","c","b","c","a","b","c","b","b","a","b","b","b","b","c","a","c","a","c","c","b","c","b","b","c","b","c","b","a","b","b","c","a"
"21","c","b","b","c","a","a","b","c","c","b","b","a","b","c","a","c","b","b","b","c","b","c","a","a","a","c","a","c","b","a","a","c","c","a","c","b","b","b","c","a","c","c","b","c","b","a","c","b","a","a","b","c","b","b","c"
"22","c","b","c","a","c","c","b","c","c","b","b","a","b","b","a","b","b","b","b","b","b","c","c","a","a","c","a","b","a","c","b","b","c","c","a","b","b","c","c","c","b","c","b","a","a","a","c","c","b","b","b","a","b","a","b"
"23","a","b","a","a","c","b","c","c","b","a","c","b","b","a","c","a","c","a","b","a","b","a","c","c","b","c","b","c","c","c","a","a","b","c","a","b","b","c","a","b","c","b","c","b","b","b","b","a","c","b","c","c","c","a","b"
"24","b","a","c","a","c","c","b","a","b","a","b","c","c","c","c","b","b","b","b","a","c","c","a","c","c","b","b","b","c","a","c","c","b","b","c","c","c","c","b","a","b","b","b","b","c","b","a","a","a","a","c","a","b","c","b"
"25","a","a","c","a","c","b","b","a","b","c","c","c","b","c","c","a","a","b","a","c","c","a","b","b","c","c","a","b","b","a","b","a","c","b","b","b","b","b","b","b","b","a","b","b","a","c","b","c","c","b","b","c","a","a","b"
"26","c","b","a","a","c","c","c","c","b","a","c","b","c","b","c","a","a","a","b","a","b","a","c","c","b","b","b","a","a","a","c","a","c","c","a","b","b","b","c","b","c","c","c","c","b","b","c","c","c","b","c","a","a","c","b"
"27","b","b","c","a","a","c","a","b","c","a","c","a","c","c","b","a","b","c","c","a","b","c","c","c","c","c","c","b","c","b","c","b","b","a","a","c","c","c","c","c","b","a","a","c","c","c","b","c","c","c","c","b","a","c","a"
"28","b","a","c","b","b","c","a","a","b","b","b","a","c","b","b","c","b","a","a","b","b","b","c","b","b","c","b","a","b","b","b","c","c","c","b","b","c","a","c","b","c","c","b","a","b","b","c","b","b","b","c","c","b","a","a"
"29","a","b","b","a","c","b","c","b","c","c","c","c","c","c","b","b","c","b","b","b","a","c","b","b","b","b","a","b","c","c","c","a","a","c","a","a","b","c","c","c","b","a","a","c","a","c","b","c","c","b","a","b","c","c","b"
"30","c","b","b","c","a","c","c","b","a","c","b","c","b","b","a","b","c","c","b","c","b","a","b","b","a","c","b","b","b","a","b","c","c","a","c","c","b","a","b","a","b","c","c","b","c","c","a","a","b","b","b","b","c","b","b"
"31","b","a","c","a","c","c","b","c","b","a","c","b","c","c","c","c","c","a","c","a","b","b","c","a","a","c","a","b","b","c","c","b","b","c","a","c","c","c","a","c","b","a","b","b","b","b","a","b","a","b","c","b","c","b","b"
"32","a","b","c","a","c","c","a","c","b","c","c","a","a","a","c","b","b","c","c","a","c","c","b","c","b","b","c","b","b","a","b","a","c","b","a","c","a","b","b","c","a","c","a","c","c","b","a","c","b","c","c","a","c","c","a"
"33","a","c","b","a","c","c","a","b","a","a","b","c","b","b","c","b","b","a","c","a","c","a","c","c","c","a","b","a","a","a","b","b","c","c","c","c","a","a","c","a","b","b","c","c","b","c","a","b","c","a","a","b","b","b","c"
"34","a","b","a","a","c","b","c","b","b","a","c","a","b","a","c","c","a","a","b","a","b","a","c","b","b","c","b","c","b","b","a","b","a","b","b","b","a","c","b","a","b","c","b","b","c","c","b","c","b","a","a","b","c","b","c"
"35","b","a","a","a","c","c","c","c","c","a","b","a","c","c","b","b","b","b","b","a","c","a","b","c","a","b","b","c","c","b","c","c","c","c","b","c","c","a","c","c","b","a","c","a","c","c","b","a","b","a","b","c","c","b","b"
"36","b","a","c","a","c","c","c","c","b","c","b","a","c","c","a","c","a","c","c","c","b","c","a","c","c","b","a","b","b","a","b","c","b","c","c","c","a","b","c","c","b","c","b","b","a","c","c","c","b","c","c","c","b","b","b"
"37","a","a","c","b","a","a","a","a","b","b","b","a","c","a","b","c","a","a","b","b","b","a","b","b","b","b","c","b","c","a","c","a","c","c","b","c","b","c","c","b","b","c","a","a","c","c","a","c","c","a","b","c","b","c","c"
"38","a","a","c","a","c","b","b","b","b","a","c","c","a","b","b","b","a","c","c","c","c","b","a","b","b","c","a","c","c","a","c","c","a","c","c","c","b","b","b","c","b","b","a","b","b","c","c","c","a","c","c","b","b","b","a"
"39","c","b","a","c","a","c","c","c","a","a","a","b","c","c","a","b","c","b","b","b","c","a","b","b","b","b","a","c","c","b","b","b","c","a","a","b","a","b","b","a","c","c","b","b","a","b","b","b","b","c","b","a","b","b","c"
"40","b","a","a","a","c","c","b","b","b","b","b","c","b","b","b","c","c","b","b","a","c","b","a","b","c","a","a","c","c","a","b","b","b","b","c","c","c","c","b","a","a","c","c","b","c","b","c","a","c","c","c","c","b","b","a"
"41","b","a","c","b","a","a","b","a","c","b","b","b","c","a","b","b","c","b","c","b","c","b","b","b","a","c","b","c","a","b","b","c","c","b","a","a","a","c","c","a","a","b","c","a","b","c","a","a","b","a","b","a","c","c","c"
"42","b","a","c","a","c","c","b","b","b","a","c","c","c","c","b","a","a","b","c","b","b","b","a","c","a","c","a","c","c","a","b","a","b","c","c","c","c","c","a","a","b","c","a","b","c","c","a","c","b","c","b","b","c","c","c"
"43","a","b","c","a","c","b","a","a","c","a","c","c","c","b","c","b","c","a","b","b","c","c","b","c","b","b","c","a","c","b","c","b","c","c","a","a","c","c","b","c","b","a","b","b","a","c","b","b","b","c","b","c","c","b","a"
"44","b","a","a","b","a","a","b","b","c","a","a","c","b","c","b","a","c","b","a","b","b","c","b","b","a","c","b","b","b","c","c","a","b","b","a","a","b","b","b","c","b","c","b","b","a","c","b","b","c","c","b","b","b","c","b"
"45","b","a","c","a","c","c","a","c","b","a","b","b","b","a","c","b","b","b","c","b","a","c","b","b","b","b","a","b","a","b","c","b","b","c","a","c","b","b","c","c","c","a","b","a","a","c","b","c","c","c","a","a","c","b","a"
"46","c","a","b","c","a","b","a","c","c","c","c","b","a","c","a","c","c","c","c","c","c","c","b","c","a","a","c","c","c","c","c","a","b","c","a","b","a","b","b","b","c","c","b","a","a","b","c","b","c","b","b","a","b","a","b"
"47","b","a","a","a","b","c","b","c","b","a","c","c","c","a","c","c","c","b","c","a","c","b","c","c","c","c","c","a","b","a","c","a","c","c","c","c","c","b","c","c","b","b","b","c","a","b","c","c","a","c","c","c","b","b","c"
"48","c","b","b","a","c","a","a","c","b","a","b","b","b","b","b","c","b","b","b","c","c","c","b","b","a","b","c","c","a","b","b","c","a","b","b","a","c","c","b","b","b","c","b","a","b","b","c","b","b","b","c","c","c","b","b"
"49","c","b","c","a","b","c","c","b","b","c","c","a","b","b","a","b","c","c","a","c","c","b","a","c","a","c","c","b","a","b","c","c","b","b","b","b","a","c","b","b","c","b","c","b","a","b","a","b","b","b","c","b","a","b","b"
"50","c","b","c","a","c","c","c","a","b","a","b","a","c","c","c","c","a","c","a","b","b","b","a","b","a","b","a","c","c","a","b","b","b","b","a","c","c","b","b","b","b","a","c","a","b","c","c","b","a","a","c","c","b","b","b"
"51","b","a","c","a","c","c","a","a","c","c","b","b","c","a","a","c","b","b","b","c","b","a","c","c","a","c","c","c","c","c","b","b","a","c","a","c","c","c","c","c","c","b","c","c","c","a","c","c","a","b","b","a","b","b","b"
"52","b","a","c","a","c","b","b","c","c","a","c","c","a","c","c","b","b","c","a","a","c","c","a","b","c","b","a","c","b","a","c","b","b","b","a","a","c","b","b","b","b","c","a","b","b","c","a","c","b","b","c","a","b","b","c"
"53","b","a","c","a","c","b","b","a","b","a","c","c","c","b","c","c","c","c","c","a","c","a","a","c","c","a","b","c","c","c","b","b","a","a","c","c","c","c","c","a","a","a","a","c","b","b","a","c","a","b","b","b","a","c","b"
"54","a","c","a","b","c","b","c","c","b","a","c","c","a","b","b","a","c","c","b","b","b","c","a","b","a","b","a","c","a","a","c","b","b","b","c","b","c","c","b","a","c","c","a","a","a","b","a","a","b","c","c","b","b","b","a"
"55","c","b","b","a","c","a","c","c","c","a","b","b","b","a","c","c","b","c","b","c","c","c","b","b","c","c","a","a","c","a","b","c","c","c","a","a","c","a","c","c","b","c","a","a","c","c","b","c","b","c","b","a","c","c","a"
"56","c","b","b","b","b","c","b","a","b","b","b","a","c","b","a","c","a","a","c","b","c","b","c","c","b","a","b","a","b","b","b","c","b","c","b","c","a","c","a","b","a","a","b","c","b","b","a","b","c","b","b","b","b","c","a"
"57","c","b","a","b","a","c","c","b","a","b","c","c","b","b","b","a","b","b","c","c","b","c","b","c","c","c","c","b","a","c","b","c","b","b","a","c","c","a","a","c","c","c","b","b","a","b","c","b","b","c","c","a","a","b","b"
"58","c","a","a","a","c","c","b","b","c","a","b","c","b","a","c","c","a","b","b","a","a","a","a","b","b","c","b","c","c","b","b","a","c","a","a","c","b","c","b","c","a","c","b","b","b","b","a","b","c","b","c","a","b","c","b"
"59","a","b","c","a","c","b","a","c","b","b","c","b","a","b","b","b","c","c","b","a","c","c","c","c","b","a","c","b","c","b","b","a","c","c","b","c","b","c","b","b","a","a","a","b","a","b","a","c","a","a","c","b","c","c","c"
"60","a","a","b","c","a","c","b","c","c","c","c","a","a","c","a","a","b","c","c","c","b","a","b","a","a","b","a","c","b","c","c","c","b","b","a","a","b","b","a","c","b","c","a","c","a","b","b","b","a","c","b","c","c","b","b"
"61","a","a","c","b","b","b","b","a","b","a","b","c","c","b","c","c","a","a","c","a","c","b","c","c","a","b","c","c","c","c","c","b","c","c","a","a","b","a","a","c","b","c","c","c","c","c","a","c","a","c","a","a","b","b","a"
"62","a","a","a","a","c","a","c","c","c","a","b","c","b","a","c","c","c","c","b","a","b","c","a","a","b","c","c","c","a","a","b","a","c","b","c","c","b","c","b","a","b","c","b","a","c","c","b","a","a","a","b","c","c","c","c"
"63","b","a","a","a","b","c","b","c","c","b","b","c","c","c","a","c","a","b","c","b","c","b","b","c","b","c","c","b","c","b","b","c","a","b","a","c","a","b","b","c","a","b","b","b","b","b","c","a","a","a","c","b","c","c","c"
"64","b","a","c","a","c","b","a","a","b","a","c","b","b","c","c","b","a","c","c","a","c","c","c","c","c","a","b","a","a","a","c","b","c","c","c","b","c","b","c","c","c","b","b","c","c","b","c","c","c","b","c","c","a","c","a"
"65","c","b","a","a","c","b","a","b","c","a","b","b","b","c","c","b","a","b","c","c","a","b","c","a","b","b","c","a","b","b","c","a","c","c","b","b","c","b","c","a","b","a","c","a","b","b","b","b","c","a","b","a","b","c","c"
"66","b","a","c","b","c","a","c","a","b","a","b","c","b","b","a","c","b","b","b","c","b","c","c","c","c","b","a","a","a","a","c","a","c","c","c","b","a","b","c","a","c","a","c","c","c","b","c","a","c","a","c","c","a","c","a"
"67","a","b","c","a","c","b","c","c","b","b","b","a","c","b","a","b","b","b","b","b","c","c","c","b","b","b","c","b","b","b","c","a","a","c","b","b","b","b","a","b","b","c","b","b","b","c","c","c","a","b","b","a","c","b","b"
"68","c","b","b","b","c","c","c","c","b","a","c","b","b","a","c","c","b","b","b","c","a","a","b","b","a","b","c","a","c","c","b","b","c","b","a","c","c","c","b","c","b","a","a","b","b","b","b","c","c","b","c","b","a","c","b"
"69","a","b","a","a","c","b","c","c","c","a","c","c","c","a","b","c","a","c","b","b","b","b","c","b","a","c","c","a","b","c","b","a","b","b","c","c","b","c","b","b","b","b","b","b","b","c","b","a","a","b","a","b","b","b","b"
"70","c","b","b","a","c","a","c","b","b","a","b","a","c","c","b","c","a","a","a","b","b","b","b","b","a","c","c","a","b","b","b","a","c","b","b","c","b","a","c","a","c","b","b","c","c","b","a","c","b","a","a","b","a","c","c"
"71","b","a","b","c","c","c","b","b","a","a","b","c","b","b","c","c","b","a","c","a","b","a","b","b","a","a","b","b","b","c","b","b","c","b","c","a","c","c","b","c","b","c","b","b","a","c","b","b","b","c","c","c","c","b","a"
"72","b","a","b","a","c","c","c","c","c","a","b","c","a","c","a","c","c","b","b","c","b","c","a","c","b","b","b","c","c","a","c","c","b","a","b","b","a","a","b","b","c","a","c","b","b","b","b","c","c","a","c","b","a","c","b"
"73","c","b","b","b","a","b","b","c","b","c","c","c","a","b","a","b","b","c","b","a","c","c","a","b","c","b","b","c","b","a","c","b","b","a","b","b","b","c","b","b","b","b","a","b","b","b","a","c","c","b","b","b","a","c","b"
"74","b","c","b","b","a","b","b","b","a","c","c","a","c","b","a","c","c","a","c","c","b","a","c","c","c","c","b","a","a","a","b","b","b","b","c","c","a","a","b","a","b","c","c","b","c","c","c","b","c","a","c","c","c","a","a"
"75","b","b","a","b","b","c","c","b","b","b","a","b","b","b","a","b","c","a","b","b","b","b","a","b","c","c","a","b","b","b","c","b","c","b","b","a","c","b","b","b","c","a","c","b","b","c","b","a","c","b","c","c","c","a","a"
"76","c","b","a","c","a","c","c","c","c","b","c","c","b","c","a","c","a","b","c","b","a","b","b","b","b","b","c","a","b","b","c","a","c","b","b","b","a","b","b","b","c","a","a","c","b","a","a","c","c","b","b","b","a","c","a"
"77","a","a","c","a","b","b","a","b","b","b","c","c","c","b","c","a","b","c","c","a","a","a","a","c","c","b","b","b","a","a","c","b","b","c","c","a","a","b","a","a","b","c","c","c","c","c","a","a","c","a","b","b","c","c","a"
"78","b","c","b","a","c","c","a","a","c","c","a","b","c","c","a","b","c","b","c","b","c","a","a","a","b","a","c","c","b","a","b","a","a","b","c","b","b","b","c","c","c","a","b","b","a","c","a","a","b","c","a","c","c","b","c"
"79","c","b","b","b","b","a","c","c","c","b","b","c","c","a","b","c","c","c","b","a","c","a","c","a","c","b","b","b","b","a","c","a","b","b","b","b","b","b","a","b","c","c","c","b","b","b","a","c","b","b","c","b","b","b","b"
"80","c","b","c","a","c","b","c","c","b","c","c","c","c","b","a","b","b","b","b","c","c","a","b","b","a","c","b","c","c","b","a","a","a","c","c","a","b","c","c","c","a","c","b","c","a","b","b","c","a","c","c","c","c","b","b"
"81","b","c","b","a","c","c","b","b","c","b","c","c","c","a","b","b","b","c","b","c","b","c","b","b","c","c","b","b","c","a","b","c","b","b","c","b","b","c","b","a","b","b","a","b","b","b","b","b","a","b","c","c","c","c","b"
"82","b","a","b","c","a","c","c","b","c","c","b","c","b","b","a","c","b","b","b","c","b","a","a","b","a","c","b","a","b","c","a","c","c","b","b","b","c","a","b","b","c","a","a","b","b","b","c","c","b","c","c","a","a","c","a"
"83","c","b","a","c","a","a","c","a","c","c","c","b","c","b","c","b","c","b","b","c","c","b","b","b","a","b","c","b","b","c","c","c","b","a","c","c","a","b","c","a","c","c","b","c","c","a","c","c","c","a","b","c","b","c","b"
"84","b","a","c","b","a","c","c","c","a","c","b","a","c","c","b","c","c","b","a","a","b","c","b","b","a","b","b","a","b","c","c","a","a","b","a","b","a","a","b","c","c","c","c","c","a","b","b","c","a","c","b","c","c","b","a"
"85","b","a","c","a","c","c","c","a","b","a","a","b","c","c","c","b","c","a","c","a","c","b","c","a","c","b","c","b","b","a","b","b","b","a","c","c","a","c","c","a","b","b","b","c","c","c","a","b","c","a","a","a","a","b","c"
"86","a","a","b","b","c","b","b","b","c","b","c","c","a","b","b","c","b","c","a","c","c","a","c","b","a","a","b","c","b","b","a","c","a","b","b","b","a","a","c","b","b","a","c","c","b","c","b","b","c","b","a","c","c","b","b"
"87","b","a","c","a","c","c","b","b","b","c","b","c","c","b","c","a","c","b","c","b","b","c","b","a","b","c","c","a","c","a","c","c","c","c","c","a","a","a","c","a","a","c","c","c","c","b","b","c","c","a","c","c","c","c","c"
"88","b","c","a","a","c","c","c","c","c","a","c","a","c","b","c","b","a","c","b","c","c","b","c","b","a","b","b","c","b","b","c","c","a","b","b","b","c","c","c","b","b","c","a","a","c","c","c","c","c","c","a","b","a","c","a"
"89","c","b","b","a","c","a","c","b","b","a","b","b","a","b","c","b","c","a","b","b","c","c","a","b","b","a","a","c","c","c","b","c","a","c","c","b","a","c","b","b","c","b","a","c","b","b","c","c","a","a","c","a","b","b","c"
"90","a","b","a","a","c","b","c","c","b","c","c","a","c","a","c","b","c","a","b","c","c","c","c","b","c","b","a","a","b","a","c","b","b","b","b","b","c","b","b","b","c","c","c","a","a","a","c","a","c","c","b","c","b","a","a"
"91","a","c","c","a","c","b","a","a","a","a","b","b","c","c","c","c","c","a","b","a","a","c","a","b","b","a","c","c","c","b","c","c","b","c","a","a","a","b","c","c","b","c","a","a","a","b","b","c","b","c","b","a","b","c","a"
"92","b","a","a","a","c","c","b","c","b","c","a","b","b","b","b","c","b","a","b","c","c","c","c","b","a","a","c","b","b","c","b","c","c","b","b","c","a","b","b","b","c","a","a","c","b","c","a","c","c","b","c","b","b","a","b"
"93","b","a","c","a","c","c","c","b","b","a","b","b","b","b","c","c","a","c","c","a","c","c","a","a","c","c","a","c","b","b","a","b","a","b","a","b","c","c","b","b","a","a","c","b","a","b","b","a","c","c","c","a","c","b","a"
"94","a","b","a","b","a","c","c","c","b","a","b","a","b","b","c","b","a","b","b","a","b","a","b","b","b","c","a","c","b","b","a","b","c","b","b","b","c","c","c","a","c","a","a","c","c","a","b","c","a","b","c","c","c","b","b"
"95","b","a","c","b","b","a","a","c","c","a","a","a","a","c","c","a","a","c","c","b","b","a","b","c","c","c","a","c","c","c","a","a","c","c","a","c","a","c","a","b","a","c","c","b","a","a","a","c","a","c","a","a","b","b","b"
"96","a","b","c","b","b","b","a","b","a","b","b","a","c","b","a","a","a","c","a","a","a","a","b","b","a","c","a","c","a","b","b","a","c","b","a","c","a","a","a","a","a","a","b","b","c","a","a","b","a","a","a","a","a","b","a"
"97","b","c","a","a","c","a","a","c","b","a","a","a","a","b","c","a","a","c","c","a","b","a","b","c","a","a","a","b","a","b","b","a","b","b","c","b","a","b","b","c","a","a","c","b","c","a","a","b","a","c","a","a","c","b","a"
"98","a","b","c","b","a","b","c","b","b","c","c","a","c","b","c","b","a","b","b","a","b","a","c","a","c","a","a","c","b","a","b","a","b","b","a","a","a","b","a","b","a","a","c","b","a","c","c","c","c","a","b","a","b","a","a"
"99","b","c","a","b","b","b","a","b","b","a","a","a","b","b","a","a","a","a","b","a","a","a","b","b","a","a","a","a","b","a","c","a","a","a","a","a","a","c","b","a","b","a","c","b","b","a","a","c","a","c","b","b","b","b","c"
