"subject_id","V1__1","V2__1","V1__2","V2__2","V1__3","V2__3","V1__4","V2__4","V1__5","V2__5","V1__6","V2__6","V1__7","V2__7","V1__8","V2__8"
"170","a","c","b","c","c","d","e","e","e","d","d","c","c","a","b","a"
"171","a","b","a","c","c","d","e","e","e","e","d","c","c","a","b","a"
"172","b","d","d","d","e","e","e","d","c","c","b","b","a","a","a","a"
"173","a","b","b","c","d","d","e","e","d","e","d","c","c","b","c","a"
"174","a","b","b","c","d","d","e","e","e","d","d","c","c","a","b","a"
"175","a","c","b","e","c","e","c","d","c","b","b","a","b","a","e","b"
"176","a","c","a","c","b","d","d","e","e","e","d","c","d","a","d","a"
"177","b","d","c","e","c","e","c","d","c","b","a","a","c","a","e","b"
"178","a","c","b","d","e","e","e","e","e","d","c","b","b","a","b","a"
"179","b","d","d","e","d","e","c","c","b","a","a","b","c","b","e","b"
"180","a","c","b","d","d","e","d","e","d","d","d","b","d","a","d","a"
"181","b","d","c","e","d","e","c","c","c","b","a","a","c","a","e","a"
"182","b","c","b","d","e","e","e","e","d","d","b","b","a","a","a","a"
"183","a","c","d","d","e","e","e","e","d","c","c","b","b","a","a","a"
"184","a","c","c","d","e","e","e","e","d","d","c","b","b","a","a","a"
"185","a","d","b","d","e","e","d","e","d","d","d","b","d","a","c","a"
"186","a","b","b","c","d","d","e","e","e","d","d","c","b","b","a","a"
"187","c","d","e","e","d","e","d","c","b","b","a","a","b","a","e","a"
"188","c","d","a","d","e","e","e","e","d","d","c","b","b","a","a","a"
"189","a","d","b","e","d","e","d","d","c","b","a","a","d","a","e","a"
"190","b","e","b","d","c","e","c","d","c","b","a","a","c","a","e","a"
"191","a","b","a","c","c","d","e","e","d","d","d","c","d","b","d","a"
"192","a","c","b","d","d","e","e","e","d","d","d","b","c","a","c","a"
"193","a","c","a","d","d","e","e","e","d","d","d","b","c","a","c","a"
"194","a","c","b","c","d","d","e","e","e","d","d","c","b","a","b","a"
"195","b","d","c","e","c","e","c","d","c","b","a","a","d","a","e","b"
"196","b","d","b","c","c","e","c","e","c","b","a","a","d","a","e","a"
"197","a","d","b","e","c","e","c","c","b","b","b","a","d","a","e","b"
"198","a","c","b","d","c","e","d","e","d","c","d","b","e","a","e","a"
"199","a","b","a","c","c","e","d","e","d","d","d","c","d","a","e","a"
"200","a","b","b","d","e","e","e","e","d","d","c","c","b","a","a","a"
"201","a","e","c","e","c","d","c","d","c","c","d","b","d","a","e","a"
"202","a","c","a","d","d","e","e","e","d","d","c","c","b","a","c","a"
"203","a","b","b","c","d","d","e","e","e","d","d","c","b","a","a","a"
"204","b","d","d","e","e","e","e","d","d","c","b","b","a","a","a","a"
"205","a","d","b","d","e","e","e","d","d","c","c","b","b","a","b","a"
"206","b","d","d","e","e","e","d","d","d","b","b","a","a","a","d","a"
"207","a","d","c","e","d","e","d","d","c","b","a","a","b","a","e","a"
"208","a","c","a","c","c","d","e","e","e","d","d","c","c","a","c","a"
"209","a","c","c","d","e","e","e","e","d","c","d","b","c","a","a","a"
"210","a","c","a","d","e","e","e","e","d","d","c","b","b","a","b","a"
"211","b","d","c","e","d","e","c","d","c","b","a","a","c","a","e","a"
"212","a","c","b","d","d","e","e","e","e","d","d","b","b","a","b","a"
"213","a","c","c","d","e","e","e","e","d","d","c","b","a","a","a","a"
"214","a","d","d","e","c","e","c","c","e","a","e","b","b","b","a","b"
"215","b","d","c","d","e","e","e","d","d","c","b","b","a","a","a","a"
"216","b","d","d","e","e","e","d","d","d","c","c","a","a","a","a","a"
"217","a","c","c","d","e","e","e","e","d","c","c","b","b","a","a","a"
"218","a","c","a","d","c","e","e","e","d","d","d","c","c","a","c","a"
"219","a","d","d","d","e","e","d","d","d","c","d","b","b","a","a","a"
"220","a","b","b","c","d","d","e","e","e","e","d","c","c","b","b","a"
"221","a","c","c","e","d","e","d","d","d","b","a","a","b","a","e","b"
"222","a","c","b","d","d","e","d","e","d","d","d","b","d","a","d","a"
"223","a","d","c","e","e","e","e","d","c","c","b","b","a","a","d","a"
"224","a","d","c","e","d","e","d","d","d","b","a","a","b","a","e","a"
"225","a","d","b","d","d","e","c","d","c","b","b","a","b","a","e","a"
"226","a","a","c","b","e","d","d","e","c","e","c","d","c","b","c","a"
"227","a","c","b","d","d","e","c","e","c","c","c","b","d","a","e","a"
"228","a","c","b","d","d","e","e","e","d","d","d","c","c","a","b","a"
"229","c","e","d","e","c","d","c","b","a","a","a","b","c","b","e","b"
"230","e","e","d","e","c","d","c","c","b","c","b","b","b","a","b","a"
"231","b","d","d","e","d","e","c","c","b","a","a","b","c","b","e","b"
"232","a","c","a","d","c","e","d","e","d","d","d","c","d","a","d","a"
"233","a","d","d","e","e","e","d","d","d","c","b","a","a","a","d","a"
"234","a","d","c","e","d","e","c","d","c","b","a","a","c","a","e","a"
"235","a","c","b","c","c","d","e","e","e","d","d","c","c","a","b","a"
"236","c","d","e","e","d","e","c","c","b","a","a","a","c","b","e","b"
"237","b","d","d","e","d","e","c","d","b","b","a","a","c","a","e","a"
"238","a","d","d","e","d","e","d","d","d","b","a","a","a","a","e","a"
"239","a","c","c","d","e","e","e","e","d","c","c","b","b","a","b","a"
"240","c","e","b","c","d","e","c","d","d","b","a","a","b","a","e","a"
"241","b","d","d","e","d","e","c","c","b","b","a","a","c","a","e","a"
"242","a","d","d","e","e","e","d","d","d","b","b","a","a","a","d","a"
"243","a","d","d","e","e","e","d","d","d","c","d","a","a","a","a","a"
"244","a","d","c","d","e","e","e","d","d","c","c","b","b","a","b","a"
"245","a","c","a","d","c","e","d","e","d","d","d","b","d","a","e","a"
"246","a","b","b","c","d","d","e","e","e","e","d","c","c","b","b","a"
"247","a","c","c","d","e","e","e","e","d","d","d","b","c","a","a","a"
"248","b","e","d","e","d","d","c","c","b","a","a","b","c","b","e","b"
"249","a","b","a","c","c","e","e","e","d","d","c","c","c","a","d","a"
"250","c","e","e","e","e","e","d","c","c","b","a","a","a","b","d","b"
"251","a","b","b","c","d","d","e","e","d","d","c","c","b","a","c","a"
"252","a","d","c","e","d","e","d","c","d","a","b","a","a","b","e","a"
"253","e","e","e","e","d","d","c","d","b","c","b","b","a","a","a","a"
"254","d","e","e","e","d","d","d","c","c","c","b","b","a","a","a","a"
"255","a","c","c","d","e","e","e","e","d","d","c","b","a","a","a","a"
"256","b","c","d","d","e","e","e","d","d","c","b","b","a","a","a","a"
"257","b","d","d","e","e","e","e","d","c","c","b","b","a","a","b","a"
"258","a","b","b","c","d","d","e","e","d","d","d","c","c","a","c","a"
"259","a","d","d","e","e","e","d","d","d","b","a","a","a","a","e","a"
"260","a","c","b","d","d","e","e","e","e","d","d","b","c","a","b","a"
"261","a","d","b","d","e","e","d","d","d","c","c","b","c","a","c","a"
"262","a","c","b","d","e","e","d","e","c","d","c","b","d","a","d","a"
"263","a","d","b","e","d","e","d","d","c","b","b","a","b","a","e","a"
"264","a","a","a","b","d","d","e","e","e","e","d","d","c","b","b","a"
"265","a","c","b","d","d","e","e","e","d","d","c","c","b","a","b","a"
"266","a","b","a","c","c","d","e","e","e","e","d","c","c","b","c","a"
"267","b","b","b","b","d","d","e","e","e","e","c","d","b","b","a","a"
"268","d","d","e","e","d","e","c","c","b","b","a","a","b","a","e","b"
"269","a","a","c","c","d","d","e","e","e","e","d","c","b","b","a","a"
"270","b","e","d","e","d","e","c","c","b","b","a","a","c","b","e","b"
"271","b","d","e","e","d","e","d","d","d","b","a","a","a","a","e","b"
"272","a","a","b","b","c","d","e","e","d","e","c","d","c","b","d","a"
"273","e","e","e","e","d","d","d","c","c","c","b","b","a","a","a","a"
"274","a","d","c","e","c","e","c","d","d","b","a","a","b","a","e","a"
"275","a","b","b","c","d","d","e","e","d","d","c","c","b","a","b","a"
"276","a","c","a","c","c","d","e","e","e","d","d","c","c","a","c","a"
"277","a","d","a","c","c","d","e","e","d","d","d","c","d","a","e","a"
"278","b","e","e","e","d","d","c","b","b","a","a","b","c","b","e","b"
"279","a","c","c","d","e","e","e","d","d","c","b","b","a","a","a","a"
"280","b","d","c","e","c","e","c","d","b","b","a","a","c","a","e","a"
"281","a","c","a","d","c","e","d","e","d","d","d","b","d","a","d","a"
"282","a","c","b","d","d","e","e","e","e","d","d","b","b","a","a","a"
"283","a","b","b","c","c","d","e","e","e","e","d","c","c","b","b","a"
"284","a","b","a","d","c","d","e","e","e","e","d","c","c","a","d","a"
"285","a","c","b","c","c","d","e","e","e","d","d","c","c","a","b","a"
"286","a","c","a","c","c","d","e","e","d","d","d","c","c","a","d","a"
"287","b","d","e","e","d","e","d","c","c","b","a","a","a","a","e","a"
"288","c","d","d","e","d","e","c","c","b","a","a","b","b","b","e","b"
"289","a","c","b","d","d","e","e","e","e","d","c","b","b","a","b","a"
"290","a","c","b","d","e","e","e","e","d","d","c","b","b","a","b","a"
"291","a","c","b","d","e","e","c","e","b","d","b","b","d","a","e","a"
"292","a","d","c","e","d","e","c","d","c","b","e","b","c","a","a","a"
"293","a","b","a","c","c","d","d","e","e","e","d","c","d","a","c","a"
"294","a","b","a","c","c","d","e","e","e","d","d","c","c","a","c","a"
"295","a","d","c","e","d","e","c","c","b","b","a","b","d","a","e","a"
"296","a","c","a","d","c","e","e","e","d","d","d","b","d","a","d","a"
"297","a","a","a","b","b","c","d","d","e","e","e","d","d","c","d","a"
"298","a","c","a","d","c","e","d","e","d","d","d","b","d","a","d","a"
"299","a","b","b","c","d","e","e","e","d","d","c","b","c","a","c","a"
"300","a","b","b","c","d","d","e","e","e","e","d","c","b","b","b","a"
"301","a","c","b","d","d","e","e","e","d","d","d","b","c","a","c","a"
"302","a","b","a","c","c","d","e","e","e","d","d","c","d","a","c","a"
"303","c","d","e","e","e","e","d","d","c","c","b","b","a","a","a","a"
"304","a","b","b","c","d","d","e","e","e","d","c","c","b","a","a","a"
"305","a","c","c","d","e","e","e","e","d","c","d","b","b","a","a","a"
"306","a","b","a","c","c","d","e","e","e","e","d","c","c","b","b","a"
"307","a","b","a","d","c","e","e","e","e","d","d","c","d","a","c","a"
"308","a","b","b","d","c","e","d","e","d","d","d","c","d","a","e","a"
"309","a","d","c","d","e","e","d","d","c","c","c","b","c","a","d","a"
"310","b","d","b","d","e","e","e","e","d","d","c","b","a","a","a","a"
"311","a","c","a","d","c","e","d","e","c","d","c","b","c","a","e","a"
"312","a","a","b","c","d","d","e","e","e","e","d","c","b","b","b","a"
"313","a","c","b","d","e","e","e","d","d","c","c","b","a","a","b","a"
"314","a","c","a","d","c","e","e","e","d","d","d","b","d","a","d","a"
"315","e","e","d","e","d","d","d","c","c","c","b","b","a","a","a","a"
"316","a","b","a","d","c","d","e","e","e","d","d","c","c","a","b","a"
"317","a","d","d","e","d","e","c","c","c","a","a","a","c","a","e","b"
"318","a","b","a","c","c","d","e","e","e","e","d","c","c","a","b","a"
"319","a","b","b","c","d","e","e","e","e","d","d","c","c","a","b","a"
"320","a","c","a","d","c","d","e","e","e","d","d","c","c","a","c","a"
"321","a","b","a","c","c","d","e","e","e","e","d","c","c","b","c","a"
"322","a","d","c","e","d","e","d","d","c","b","a","a","b","a","e","a"
"323","b","c","d","d","e","e","e","e","d","d","b","b","a","a","a","a"
"324","a","c","a","d","c","e","e","e","d","d","d","b","d","a","d","a"
"325","a","b","a","c","c","d","d","e","d","d","d","c","d","a","d","a"
"326","a","a","a","b","c","d","e","e","e","e","d","d","d","b","c","a"
"327","b","d","c","e","c","e","c","d","c","b","a","a","d","a","e","a"
"328","a","d","b","e","d","e","d","d","c","b","a","a","c","a","e","a"
"329","a","c","a","d","c","e","e","e","d","d","d","b","d","a","d","a"
"330","a","d","c","e","d","e","d","d","c","b","a","a","b","a","e","a"
"331","c","d","e","e","d","e","c","d","b","b","a","a","b","a","e","a"
"332","b","e","e","e","e","d","d","d","c","c","b","b","a","a","a","a"
"333","a","c","a","c","c","d","e","e","e","d","d","c","c","a","b","a"
"334","a","c","b","d","e","e","d","e","c","c","c","b","c","a","d","a"
"335","a","c","a","d","c","d","e","e","d","d","d","b","d","a","c","a"
"336","a","b","c","c","d","d","e","e","d","d","c","c","b","b","a","a"
"337","a","d","b","d","e","e","e","e","d","c","d","b","c","a","c","a"
"338","a","a","b","c","d","d","e","e","e","e","d","c","c","b","b","a"
"339","a","c","a","d","c","d","e","e","e","d","d","c","d","a","c","a"
"340","a","c","b","d","d","e","c","d","c","c","d","b","d","a","d","a"
"341","a","b","b","c","d","d","e","e","d","d","c","c","c","b","c","a"
"342","a","e","a","c","b","d","d","e","d","c","d","a","b","a","e","a"
"343","a","c","b","d","d","e","e","e","e","d","d","b","c","a","b","a"
"344","a","c","a","d","d","e","e","e","e","d","c","c","b","a","b","a"
"345","a","c","b","d","d","e","d","e","d","c","c","a","b","a","e","a"
"346","b","d","b","e","c","e","c","c","c","b","a","a","d","a","e","b"
"347","a","d","d","e","d","e","d","d","d","b","a","a","a","a","d","a"
"348","a","b","a","c","c","d","e","e","e","d","d","c","d","a","c","a"
"349","a","d","c","d","e","e","e","d","d","c","c","b","b","a","a","a"
"350","a","d","b","d","d","e","d","d","d","c","d","b","d","a","d","a"
"351","a","b","a","b","c","d","e","e","e","e","d","d","c","b","b","a"
"352","a","a","b","c","d","d","e","e","e","e","d","c","c","b","b","a"
"353","c","d","e","e","d","e","d","d","c","b","a","a","a","a","d","a"
"354","a","c","c","d","e","e","d","d","d","b","b","a","a","a","e","a"
"355","b","d","c","e","d","e","d","d","c","b","a","a","b","a","e","a"
"356","a","d","d","d","e","e","e","d","d","c","c","b","a","a","a","a"
"357","a","b","a","c","c","d","e","e","e","d","d","c","c","a","d","a"
"358","a","b","a","c","b","d","d","e","e","e","d","c","d","b","c","a"
"359","b","e","d","e","d","e","c","c","b","a","a","a","c","b","e","b"
"360","b","d","e","e","e","e","d","d","c","c","c","b","a","a","a","a"
"361","a","d","c","e","d","e","c","d","c","b","a","a","c","a","e","a"
"362","a","b","b","c","d","d","e","e","d","d","c","c","b","a","b","a"
"363","a","b","a","c","b","c","d","d","e","e","e","d","d","b","d","a"
"364","a","d","b","d","d","e","e","e","e","d","d","b","b","a","a","a"
"365","a","b","a","c","d","d","e","e","e","e","d","c","c","b","b","a"
"366","a","c","b","d","c","e","c","e","c","d","c","b","e","a","e","a"
"367","c","d","e","e","e","e","d","d","b","c","a","b","a","a","b","a"
"368","a","c","a","c","c","d","e","e","e","e","d","c","c","a","d","a"
"369","b","d","d","e","d","e","c","d","c","b","a","a","b","a","e","a"
"370","c","d","d","d","e","e","e","d","d","c","b","b","a","a","a","a"
"371","a","c","c","d","e","e","e","d","c","c","b","b","a","a","b","a"
"372","a","b","a","c","c","d","d","e","e","e","d","c","d","b","c","a"
"373","c","e","a","c","b","e","b","e","c","c","b","a","c","a","e","a"
"374","a","e","c","e","c","e","c","c","c","b","e","b","c","a","a","a"
"375","a","b","a","c","c","d","e","e","e","e","d","d","c","b","b","a"
"376","a","c","c","d","d","e","e","e","d","d","c","b","b","a","a","a"
"377","a","c","c","d","e","e","e","e","d","d","c","b","b","a","b","a"
"378","b","c","c","d","e","e","e","e","d","d","b","b","a","a","a","a"
"379","b","e","a","d","b","e","c","d","d","b","a","a","c","a","e","a"
"380","a","c","b","d","d","e","e","e","d","d","d","b","c","a","d","a"
"381","a","b","a","c","c","d","e","e","d","d","d","c","d","a","d","a"
"382","a","c","b","c","d","e","e","e","e","d","d","c","c","a","b","a"
"383","a","c","b","d","d","e","e","e","d","d","d","b","c","a","c","a"
