"subject_id","V1__1","V2__1","V1__2","V2__2","V1__3","V2__3","V1__4","V2__4","V1__5","V2__5","V1__6","V2__6","V1__7","V2__7","V1__8","V2__8"
"110","a","d","c","d","d","d","d","c","b","b","a","b","a","a","d","a"
"111","b","d","a","d","a","b","b","b","d","b","d","c","d","b","d","a"
"112","d","d","c","d","a","d","a","c","b","b","d","a","b","a","a","a"
"113","a","d","b","d","b","d","b","b","a","b","c","a","d","a","d","a"
"114","a","a","c","c","d","d","a","d","c","c","d","b","c","a","a","b"
"115","b","d","a","c","a","a","c","a","d","a","d","c","c","d","a","d"
"116","c","c","d","d","b","d","a","c","b","c","d","c","c","a","a","a"
"117","a","d","b","d","c","d","c","c","b","b","a","a","c","a","d","a"
"118","a","c","d","d","d","d","a","c","b","c","d","b","d","a","a","a"
"119","c","d","a","c","b","c","d","d","d","c","d","b","b","a","a","a"
"120","b","d","b","d","d","d","b","c","d","c","d","a","b","a","a","a"
"121","a","d","d","d","d","d","c","b","b","a","a","a","a","b","d","b"
"122","d","d","b","d","a","c","a","a","c","a","d","b","c","b","a","b"
"123","b","c","d","d","c","d","a","c","b","c","d","b","c","a","a","a"
"124","c","d","d","d","c","d","b","c","c","b","c","a","b","a","a","a"
"125","c","d","b","c","c","a","a","a","a","a","a","c","c","d","d","d"
"126","a","d","c","c","c","d","a","c","d","c","d","b","c","a","a","a"
"127","a","c","b","d","d","d","c","c","c","b","d","a","b","a","a","a"
"128","d","d","c","d","b","c","c","b","b","a","a","a","b","b","d","d"
"129","a","d","b","d","d","d","c","b","c","a","b","a","b","b","d","b"
"130","b","d","a","c","d","c","d","a","a","a","a","b","b","d","d","d"
"131","b","d","c","b","c","a","a","a","b","b","d","c","c","d","a","d"
"132","a","d","c","d","d","c","c","b","b","a","d","a","d","b","a","b"
"133","a","c","c","c","d","d","d","d","c","c","b","b","b","a","b","a"
"134","a","d","b","d","d","c","c","b","c","a","b","a","b","b","d","b"
"135","d","d","b","d","a","c","a","b","c","a","d","a","c","b","a","a"
"136","b","d","a","c","a","b","c","a","d","c","d","d","c","b","c","a"
"137","a","d","c","d","d","d","c","c","d","b","c","a","b","a","a","a"
"138","d","c","b","d","a","c","c","b","d","a","a","a","b","c","d","d"
"139","c","d","a","d","a","b","a","a","c","a","d","b","d","d","b","d"
"140","d","d","c","d","b","c","a","b","a","a","b","a","d","a","b","b"
"141","a","d","b","d","c","c","b","c","d","c","d","a","c","a","a","a"
"142","a","d","a","c","b","b","c","c","d","d","c","c","c","a","c","a"
"143","a","d","a","d","a","b","d","b","d","c","d","d","c","b","b","a"
"144","a","d","a","d","a","c","a","b","c","b","c","c","d","a","d","a"
"145","a","c","a","c","b","d","c","d","d","d","c","b","c","a","c","a"
"146","a","d","a","d","c","d","c","c","c","b","b","a","c","a","d","a"
"147","a","d","c","d","d","d","c","c","d","b","d","a","b","a","a","a"
"148","a","d","c","d","d","d","b","c","d","b","d","a","b","a","a","a"
"149","b","c","d","d","d","d","c","d","a","c","c","b","b","a","a","a"
"150","b","d","b","b","d","a","c","a","a","a","a","c","b","d","d","d"
"151","c","c","d","d","d","d","c","d","b","c","b","b","b","a","a","a"
"152","b","d","a","c","d","b","d","a","a","a","b","b","d","d","b","d"
"153","a","d","b","d","c","c","c","a","c","a","a","b","c","b","d","b"
"154","a","d","a","c","b","b","d","c","d","d","c","c","c","a","d","a"
"155","a","d","c","d","d","d","c","b","b","a","a","a","b","b","d","b"
"156","a","d","b","d","c","d","c","c","d","b","d","a","c","a","a","a"
"157","a","b","b","b","d","a","c","a","b","b","c","d","c","d","a","d"
"158","d","d","b","d","a","d","b","b","d","a","a","a","b","b","d","c"
"159","d","d","c","d","a","c","b","a","b","a","a","a","b","c","d","d"
"160","a","c","b","c","c","d","c","d","c","c","c","b","c","a","d","a"
"161","c","d","a","c","a","b","b","a","d","a","d","b","d","d","b","d"
"162","a","c","c","d","d","d","c","c","c","b","c","a","a","a","a","a"
"163","a","d","c","d","d","d","c","c","a","b","a","a","d","a","d","a"
"164","a","d","c","d","c","d","b","c","d","b","d","a","c","a","a","a"
"165","b","d","a","c","a","b","d","b","d","c","c","d","b","b","b","a"
"166","a","a","a","b","b","c","d","d","d","d","d","c","c","b","b","a"
"167","d","d","b","d","b","b","d","a","a","a","b","b","d","d","b","d"
"168","d","d","d","d","c","c","b","c","b","b","a","b","a","a","a","a"
"169","a","d","a","d","a","b","b","b","d","b","d","c","d","b","c","a"
"170","a","d","c","d","c","d","b","c","a","b","a","a","c","a","d","a"
"171","a","c","b","d","d","d","d","c","c","c","c","b","b","a","a","a"
"172","d","d","d","d","b","c","a","b","a","a","d","a","c","a","a","b"
"173","d","d","d","d","b","c","a","b","a","a","b","a","c","a","a","b"
"174","d","d","c","d","a","c","a","b","b","a","d","b","c","b","a","a"
"175","c","d","a","d","b","b","d","a","a","a","a","b","d","c","c","d"
"176","a","d","b","c","d","b","d","a","a","a","c","b","d","d","b","d"
"177","a","b","a","c","c","d","d","d","d","d","c","b","b","a","b","a"
"178","a","d","b","d","d","c","d","a","b","a","a","a","b","b","d","c"
"179","c","d","a","c","a","b","d","c","d","d","c","b","b","a","b","a"
"180","d","d","d","d","b","c","a","b","b","a","d","a","c","b","a","b"
"181","a","c","a","c","b","b","d","a","b","a","b","b","c","d","d","d"
"182","b","d","c","d","c","d","b","b","a","a","a","b","c","a","d","a"
"183","b","d","a","b","a","a","c","a","d","b","d","c","b","d","a","c"
"184","a","d","c","d","d","d","b","c","d","c","d","a","b","a","a","a"
"185","a","d","b","d","d","d","c","c","d","b","d","a","c","a","a","a"
"186","d","d","b","c","c","b","b","a","a","a","c","b","d","d","a","d"
"187","b","d","a","c","c","b","d","a","a","a","c","b","d","d","a","d"
"188","a","b","c","b","c","a","a","a","c","b","d","c","d","d","a","d"
"189","a","d","b","c","d","b","d","a","b","a","a","b","a","d","d","d"
"190","b","d","b","d","a","c","a","b","b","a","d","a","d","b","c","a"
"191","a","d","b","d","c","d","c","b","b","a","a","b","c","b","d","c"
"192","a","d","c","d","b","d","c","c","d","b","d","a","b","a","a","a"
"193","b","d","a","c","d","b","d","a","c","a","a","b","a","d","c","d"
"194","c","d","a","c","a","b","d","b","d","c","c","d","c","b","c","a"
"195","b","c","a","a","b","a","d","a","d","c","c","d","b","d","a","b"
"196","b","d","d","d","c","d","a","c","b","b","d","b","c","a","a","a"
"197","c","d","b","c","d","a","b","a","a","a","c","c","d","d","b","d"
"198","d","d","c","d","b","c","a","b","b","a","d","a","c","b","a","a"
"199","c","b","c","d","a","d","a","b","c","c","d","c","c","a","c","a"
"200","a","d","a","d","b","d","d","c","d","c","d","b","c","a","c","a"
"201","a","d","c","d","d","d","c","b","b","a","a","a","a","b","d","b"
"202","a","d","c","d","d","c","c","a","b","a","a","b","b","b","d","b"
"203","a","d","b","d","c","c","c","b","b","a","a","b","c","b","d","b"
"204","b","d","a","c","a","a","b","a","d","a","d","c","c","d","b","c"
"205","b","d","b","d","a","c","a","b","c","b","d","c","d","b","c","a"
"206","b","d","a","d","a","c","a","b","c","a","d","b","d","b","d","a"
"207","c","d","d","d","c","d","c","c","d","c","c","a","b","a","a","a"
"208","c","d","a","d","b","c","d","d","d","b","c","a","b","a","a","a"
"209","a","d","b","d","d","d","b","c","d","b","d","a","c","a","a","a"
"210","a","d","a","d","d","d","d","c","c","b","b","a","a","a","c","a"
"211","a","c","a","c","c","d","d","d","c","c","c","b","c","a","c","a"
"212","b","d","a","b","a","a","c","a","d","b","d","d","b","d","a","b"
"213","a","c","c","c","c","d","a","c","b","c","d","c","d","a","d","a"
"214","d","d","b","d","a","c","d","b","c","a","a","a","b","b","d","d"
"215","b","d","c","c","d","a","a","a","a","b","c","c","d","d","b","d"
"216","d","d","c","d","b","d","a","c","c","b","d","b","b","a","a","a"
"217","c","d","b","d","a","c","b","b","d","b","d","b","c","a","a","a"
"218","d","d","d","d","b","c","a","b","a","a","b","a","c","a","b","b"
"219","b","d","a","b","b","a","d","a","d","b","d","d","b","d","a","c"
"220","b","d","a","d","a","b","b","b","d","b","d","c","d","b","c","a"
"221","d","c","b","b","a","c","b","d","d","d","d","b","b","a","a","a"
"222","c","c","c","d","a","c","a","a","c","a","d","b","d","d","a","c"
"223","a","b","b","c","c","d","d","d","d","c","c","b","b","a","a","a"
"224","d","c","b","c","a","d","c","d","d","c","d","b","b","a","a","a"
"225","a","d","c","d","c","d","c","c","c","b","a","a","a","a","d","a"
"226","d","d","a","d","b","c","d","b","c","a","a","a","b","b","d","d"
"227","c","d","b","d","b","c","d","d","d","c","d","a","b","a","a","a"
"228","a","d","b","d","d","c","c","b","c","a","a","a","c","b","d","c"
"229","b","d","c","d","c","c","a","b","a","b","b","a","c","a","d","b"
"230","a","d","a","c","a","a","b","a","d","a","d","c","d","d","b","d"
"231","a","d","c","d","d","d","c","c","d","b","d","a","b","a","a","a"
"232","a","d","b","d","d","d","c","c","d","b","d","a","b","a","a","a"
"233","a","c","a","a","b","a","c","a","d","b","d","d","c","d","a","d"
"234","b","c","a","c","c","d","c","d","b","b","a","a","c","a","d","a"
"235","d","d","c","d","b","d","b","c","d","b","c","b","a","a","a","a"
"236","d","d","b","d","b","c","d","d","d","c","d","a","b","a","a","a"
"237","b","d","b","c","d","b","d","a","a","a","a","b","a","d","d","d"
"238","a","d","b","d","d","d","b","c","c","b","d","a","c","a","a","a"
"239","c","d","a","d","a","b","a","a","c","a","d","b","d","d","b","d"
"240","a","d","b","d","a","c","a","b","c","b","d","c","d","b","d","a"
"241","c","d","d","d","d","d","c","c","b","b","a","b","a","a","a","a"
"242","a","d","b","d","c","d","b","c","a","b","b","a","d","a","d","a"
"243","d","d","b","d","c","c","d","d","d","c","d","a","b","a","a","a"
"244","c","d","a","d","c","c","d","a","b","a","a","a","b","c","d","d"
"245","b","d","d","d","c","d","a","c","c","b","d","b","c","a","a","a"
"246","a","c","b","b","c","a","c","a","b","b","a","c","c","d","d","d"
"247","a","d","b","d","c","d","b","c","d","b","d","a","c","a","a","a"
"248","d","d","d","d","b","c","a","b","a","a","c","a","b","b","a","b"
"249","b","d","b","b","d","a","b","a","a","a","a","c","c","d","d","d"
"250","a","c","b","d","d","d","c","c","c","c","d","b","b","a","a","a"
"251","a","c","a","d","b","d","d","d","d","c","d","b","c","a","c","a"
"252","a","d","d","d","b","d","a","c","c","c","d","b","c","a","a","a"
"253","d","d","b","d","a","c","a","b","b","a","d","a","d","b","a","c"
"254","a","c","b","d","d","d","d","d","d","c","c","b","b","a","a","a"
"255","a","d","c","d","d","c","c","b","b","a","a","a","b","b","d","b"
"256","d","c","d","d","a","d","b","b","b","a","a","a","b","b","d","c"
"257","a","c","a","c","c","d","d","d","d","c","c","b","c","a","c","a"
"258","b","d","d","d","b","d","c","c","d","c","d","a","b","a","a","a"
"259","c","d","a","c","a","b","b","a","d","a","d","b","d","d","a","d"
"260","a","d","b","d","c","d","c","c","b","b","b","a","d","a","d","a"
"261","c","d","b","d","a","c","a","b","b","a","d","a","d","b","a","b"
"262","b","d","b","c","c","a","a","a","a","a","c","c","d","d","b","d"
"263","a","d","b","d","d","d","c","b","b","a","b","a","b","b","d","b"
"264","a","d","b","d","c","d","c","b","a","a","a","a","c","a","d","a"
"265","b","d","c","d","c","d","b","c","a","b","a","a","c","a","d","a"
"266","d","d","d","d","b","d","a","c","a","a","b","a","c","a","b","b"
"267","a","d","a","d","a","c","b","b","d","c","d","b","d","a","c","a"
"268","a","d","b","d","d","d","c","c","c","b","d","a","c","a","a","a"
"269","a","c","c","d","c","d","c","c","c","b","a","a","b","a","d","a"
"270","c","d","a","d","b","c","d","d","c","c","d","a","b","a","a","a"
"271","a","c","a","a","b","a","d","a","d","b","d","d","c","d","a","d"
"272","a","d","a","c","a","a","c","a","d","a","d","c","d","d","b","d"
"273","b","d","a","c","a","a","c","a","d","a","d","c","c","d","a","d"
"274","a","d","c","d","d","d","d","c","b","b","a","a","b","a","d","a"
"275","d","d","b","d","a","c","a","a","b","a","d","a","d","b","a","c"
"276","b","d","c","d","c","c","a","b","a","b","b","b","c","a","d","a"
"277","a","d","c","d","d","d","d","b","c","a","b","a","a","b","d","b"
"278","d","d","d","d","c","c","c","c","b","b","a","b","a","a","a","a"
"279","b","d","a","d","a","b","b","b","d","c","d","c","d","a","d","a"
"280","b","d","a","c","a","a","c","a","d","b","d","d","b","d","a","b"
"281","d","d","d","d","c","d","c","c","b","b","b","b","a","a","a","a"
"282","c","d","a","d","a","c","a","b","d","c","d","b","c","a","c","a"
"283","a","d","b","d","c","c","c","b","b","a","a","b","c","b","d","b"
"284","a","d","c","d","d","d","b","c","d","b","d","a","b","a","a","a"
"285","d","d","b","d","a","c","a","a","b","a","d","a","d","b","d","d"
"286","a","d","c","d","d","d","c","c","d","b","d","a","b","a","a","a"
"287","c","d","b","c","d","b","d","a","a","a","a","b","c","d","a","d"
"288","b","d","a","b","a","a","c","a","d","b","d","c","c","d","b","c"
"289","d","c","c","d","a","d","b","b","d","d","d","b","c","a","a","a"
"290","a","d","c","d","d","d","c","b","b","a","c","a","d","b","a","b"
"291","b","d","a","b","b","a","c","a","d","b","d","d","b","d","a","c"
"292","a","b","a","c","c","d","d","d","d","d","c","b","b","a","b","a"
"293","b","c","a","a","c","a","d","a","d","d","c","d","a","d","a","b"
"294","b","c","b","b","c","a","b","a","a","a","a","d","c","d","d","d"
"295","b","d","a","d","a","b","b","b","d","b","d","c","c","b","b","a"
"296","d","d","b","d","a","c","a","b","b","a","d","a","d","b","b","b"
"297","d","d","c","d","b","c","a","b","a","a","d","a","c","b","a","a"
"298","b","d","a","d","a","c","b","b","d","c","d","b","c","a","b","a"
"299","d","d","a","d","c","b","d","a","a","a","a","b","b","c","c","d"
"300","c","d","b","c","c","b","b","a","a","a","c","b","d","d","b","d"
"301","a","d","b","d","c","d","b","c","a","b","b","a","d","a","d","a"
"302","a","b","b","c","d","d","d","d","d","c","c","b","b","a","a","a"
"303","a","d","a","d","a","c","b","b","d","b","d","b","d","a","c","a"
"304","a","c","b","d","d","d","d","d","c","c","b","b","b","a","b","a"
"305","d","d","d","d","c","d","a","c","a","a","b","a","d","a","a","b"
"306","a","d","a","c","a","b","d","b","d","c","c","d","c","b","c","a"
"307","a","b","a","c","b","a","c","a","d","b","d","d","b","d","a","c"
"308","b","d","b","b","d","b","c","a","a","a","a","c","b","d","d","d"
"309","c","d","a","c","a","b","b","a","d","a","d","b","d","d","b","d"
"310","c","d","a","d","a","c","c","c","d","c","d","b","c","a","a","a"
"311","b","d","c","c","d","a","a","a","a","a","d","c","d","d","a","d"
"312","d","d","c","d","b","d","b","c","d","b","c","a","a","a","a","a"
"313","d","c","b","d","a","d","a","c","c","c","d","b","c","a","a","a"
"314","a","d","a","d","c","d","d","c","c","a","b","a","b","b","d","b"
"315","b","c","c","d","d","d","c","c","d","b","d","a","a","a","a","a"
"316","b","d","c","d","c","d","b","c","d","b","d","a","b","a","a","a"
"317","d","d","b","d","a","c","c","c","d","c","d","a","b","a","a","a"
"318","b","d","c","d","c","d","b","b","a","a","a","b","c","a","d","a"
"319","a","c","a","d","d","d","d","c","b","b","a","a","c","a","d","a"
"320","b","c","b","c","d","b","c","a","a","a","a","c","b","d","d","d"
"321","a","b","a","c","c","d","d","d","c","c","c","b","c","a","c","a"
"322","a","d","b","c","d","a","b","a","a","a","a","c","b","d","d","d"
"323","c","c","b","d","a","c","c","b","d","a","a","a","b","c","d","d"
"324","c","d","b","d","a","c","a","a","d","a","d","b","c","c","b","b"
"325","a","d","a","c","a","b","d","b","d","c","c","c","c","a","c","a"
"326","b","d","a","c","a","b","b","a","d","a","d","b","d","d","b","d"
"327","c","d","a","c","b","c","d","c","d","c","c","b","b","a","a","a"
"328","c","c","c","d","a","d","b","b","d","a","a","a","b","b","d","c"
"329","d","d","c","d","b","d","b","c","b","b","b","b","b","a","b","a"
"330","a","c","b","d","d","d","c","b","b","a","d","a","c","c","a","c"
"331","b","d","c","c","d","a","b","a","a","a","a","c","c","d","d","d"
"332","b","c","a","b","a","a","c","a","d","b","d","d","c","d","a","c"
"333","a","a","a","a","c","b","d","b","d","d","c","d","b","d","c","c"
"334","a","d","c","d","c","d","b","c","c","b","d","a","b","a","a","a"
"335","b","d","b","b","d","b","b","a","a","a","a","c","c","d","d","d"
"336","c","d","b","d","a","c","a","a","d","b","d","c","c","b","b","a"
"337","c","d","a","c","d","c","d","d","a","c","d","c","d","a","a","a"
"338","a","d","c","d","d","d","c","c","a","b","a","a","c","a","d","a"
"339","a","d","c","d","d","d","c","b","b","a","b","a","a","b","d","b"
"340","b","d","a","b","d","b","c","a","a","a","a","c","c","d","d","d"
"341","c","d","b","d","a","c","a","a","d","a","d","b","c","c","a","a"
"342","a","d","b","d","d","d","c","c","c","b","d","a","b","a","a","a"
"343","a","d","b","d","d","d","d","c","d","b","c","b","b","a","a","a"
"344","d","d","c","d","b","c","a","b","b","a","d","a","c","b","a","c"
"345","b","d","c","d","d","d","c","c","d","b","c","a","a","a","a","a"
"346","b","d","b","d","d","d","c","c","a","a","a","a","c","a","d","a"
"347","a","d","a","b","d","a","c","a","b","a","a","c","b","d","d","d"
"348","c","d","b","c","c","c","d","c","d","c","c","b","a","a","a","a"
"349","a","d","c","d","d","d","b","c","d","b","d","a","b","a","a","a"
"350","c","c","c","d","d","d","d","c","c","c","b","b","a","a","a","a"
"351","c","d","a","c","a","a","b","a","d","a","d","c","c","d","a","c"
"352","a","c","b","d","d","d","d","c","c","c","c","b","b","a","a","a"
"353","a","d","a","c","a","b","c","b","d","c","c","d","c","b","c","a"
"354","c","d","b","c","c","a","b","a","a","a","a","c","c","d","d","d"
"355","a","d","c","d","d","d","c","c","d","c","d","a","b","a","a","a"
"356","b","c","a","c","a","a","c","a","d","a","d","c","c","d","a","d"
"357","d","d","b","d","a","c","a","b","c","a","d","b","c","b","a","a"
"358","c","c","d","d","a","d","b","b","d","a","a","a","a","b","d","c"
"359","a","c","d","d","d","d","b","d","b","b","d","b","c","a","a","a"
"360","a","c","a","a","c","a","d","a","d","c","d","d","b","d","a","c"
"361","a","d","c","d","d","d","b","c","c","b","d","b","c","a","a","a"
"362","a","d","c","d","d","d","c","c","b","b","a","a","a","a","c","b"
"363","d","d","c","d","a","d","b","b","b","a","a","a","b","b","d","c"
"364","b","d","d","d","d","d","b","d","b","b","c","b","b","a","a","a"
"365","d","d","c","d","b","c","a","b","b","a","d","a","c","b","a","b"
"366","d","d","b","d","a","c","c","b","c","a","a","a","b","b","d","d"
"367","a","d","c","c","d","a","b","a","b","b","d","c","d","d","a","d"
"368","c","d","a","d","b","c","c","c","d","b","d","a","b","a","a","a"
"369","b","c","a","b","a","a","c","a","d","b","d","d","c","d","a","c"
"370","b","d","a","d","a","b","b","b","d","b","d","b","c","c","c","a"
"371","a","c","a","c","c","c","d","d","d","c","c","b","c","a","b","a"
"372","d","c","d","d","a","d","a","b","c","c","d","b","c","a","a","a"
"373","a","d","b","d","d","c","c","b","b","a","a","a","b","b","d","b"
"374","b","d","a","c","a","a","b","a","d","a","d","c","d","d","b","d"
"375","d","d","b","d","a","c","a","b","c","a","d","b","c","b","a","a"
"376","a","d","c","d","d","d","b","c","d","b","d","a","b","a","a","a"
"377","a","c","b","d","d","d","c","c","d","b","d","a","b","a","a","a"
"378","b","d","c","d","c","c","b","b","a","a","b","b","c","a","d","a"
"379","b","d","a","d","a","c","a","b","c","b","d","b","d","a","c","a"
"380","b","d","d","d","c","d","c","b","b","a","a","a","b","a","d","a"
"381","b","d","b","d","a","c","a","b","c","a","d","a","d","b","b","a"
"382","b","d","b","b","c","a","b","a","a","a","a","c","c","d","d","d"
"383","b","d","a","c","d","c","d","a","b","a","a","b","a","d","d","d"
